Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage
Finance,Tender will be finalized after downloaded Bid documents scrutinized,Sudipta Senapati,31-Dec-2025 11:37 AM,finance_572543.pdf,BOQ Comparative Chart,1.0,3324732.0,Kabiraj Naik,INR,"3,237,706",CE RW I||RWCIRCLE-BERHAMPUR||RWDIVISION-GANJAM - II,2025_CERWI_123556_1,Online Tender/20/SERWD-II/2025-26,Construction of 1 No D type Quarter at PHC (N) Podamari under Sanakhemundi block,"S.E, R.W.D-II, Ganjam, Berhampur",Internal,"Divisional Accounts Officer, Junior Engineer Estimator",Sudipta Senapati,16-Feb-2026 02:12 PM,finsummary_572543.pdf (1692.43 KB),"S.E, R.W.D-II, Ganjam, Berhampur",Internal,"Divisional Accounts Officer, Junior Engineer Estimator",Sudipta Senapati,16-Feb-2026 02:06 PM,techsummary_572543.pdf (737.05 KB),1,3327901,DIPAK JENA,25-Dec-2025 05:16 PM,Rejected-AOC,Unsuccessful Bidder,16-Feb-2026 02:19 PM,16-Feb-2026,"INR 3,237,706",120.0,Sudipta Senapati,16-Feb-2026 02:18 PM,3DtypeQtrPodamarWO.pdf (864.00 KB),Work Order,AOC,CE RW I||RWCIRCLE-BERHAMPUR||RWDIVISION-GANJAM - II,Online Tender/20/SERWD-II/2025-26,2025_CERWI_123556_1,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,20-Dec-2025 12:00 PM,29-Dec-2025 11:00 AM,20-Dec-2025 12:00 PM,26-Dec-2025 05:00 PM,NA ,NA ,20-Dec-2025 12:00 PM,26-Dec-2025 05:00 PM,"38,100",Yes,fixed,,Nil,Nil,Construction of 1 No D type Quarter at PHC (N) Podamari under Sanakhemundi block,Construction of 1 No D type Quarter at PHC (N) Podamari under Sanakhemundi block,Please refer Tender documents. ,NA ,"38,08,618",Civil Works - Buildings,NA ,Tender,90.0,120.0,Berhampur,760011.0,NA ,NA ,NA ,"O/o the S.E R.W.D-II, Ganjam, Berhampur",No ,No,"Superintending Engineer RWD-II, GJM, BAM","O/o the Superintending Engineer Rural Works Division-II, Ganjam, Berhampur","6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Valid RC Copy Affidavit EMD Tender paper Cost PAN and GST Regi. as per DTCN,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3327825,DIPTIMAYEE PRADHAN,25-Dec-2025 03:49 PM,Rejected-Technical,Disqualified,16-Feb-2026 02:06 PM,,,,,,,,AOC,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3324732,Kabiraj Naik,23-Dec-2025 04:01 PM,Accepted-AOC,Successful Bidder in Lottery,16-Feb-2026 02:19 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3328201,SAGARIKA SAHU,26-Dec-2025 03:40 PM,Rejected-AOC,Unsuccessful Bidder,16-Feb-2026 02:19 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3326858,SUDHIR KUMAR SABAT,26-Dec-2025 12:25 PM,Rejected-AOC,Unsuccessful Bidder,16-Feb-2026 02:19 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3327740,SUSHIL KUMAR NAYAK,25-Dec-2025 03:04 PM,Rejected-AOC,Unsuccessful Bidder,16-Feb-2026 02:19 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
