Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage
Finance,k,Debaprasad Bal,24-Nov-2025 10:20 AM,finance_558106.pdf,BOQ Comparative Chart,1.0,3214842.0,BUDDHADEVA SAHU,INR,"1,167,129",Municipal Bodies||Anandapur Municipal Council,2025_ORULB_119926_39,AM-ANDP-03/2025-26,Const. Of drain with paver road from Rathia Patra house to Ramesh patra house via-Bipin Patra Nala sahi Ward-14,1,3221087,ASHIS KUMAR BEHERA,13-Nov-2025 01:30 PM,Rejected-Finance,k,18-Feb-2026 11:12 AM,18-Feb-2026,"INR 1,167,129",60.0,Debaprasad Bal,18-Feb-2026 11:14 AM,commite.pdf (56.00 KB),cp,Internal,,Debaprasad Bal,02-Feb-2026 03:10 PM,techsummary_558106.pdf (168.07 KB),cp,Internal,,Debaprasad Bal,18-Feb-2026 11:12 AM,finsummary_558106.pdf (56.14 KB),AOC,Municipal Bodies||Anandapur Municipal Council,AM-ANDP-03/2025-26,2025_ORULB_119926_39,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Const. Of drain with paver road from Rathia Patra house to Ramesh patra house via-Bipin Patra Nala sahi Ward-14,Const. Of drain with paver road from Rathia Patra house to Ramesh patra house via-Bipin Patra Nala sahi Ward-14,Please refer Tender documents. ,NA ,"11,63,540",Civil Works - Others,NA ,Tender,180.0,60.0,ANANDAPUR MUNICIPALITY,758021.0,NA ,NA ,NA ,ANANDAPUR MUNICIPALITY,No ,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.xls,boq,"6,000",0.0,Nil,Nil,No,30-Oct-2025 12:00 PM,14-Nov-2025 11:00 AM,30-Oct-2025 12:00 PM,13-Nov-2025 05:00 PM,NA ,NA ,30-Oct-2025 12:00 PM,13-Nov-2025 05:00 PM,"11,635",Yes,percentage,1.0%,Nil,Nil,EXECUTIVE OFFICER,ANANDAPUR MUNICIPALITY,AOC
,,,,,,,,,,,,,,,2,3214842,BUDDHADEVA SAHU,12-Nov-2025 12:06 AM,Accepted-AOC,k,18-Feb-2026 11:14 AM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,refer dtcn,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,3,3203615,CHAMPABATI TARAI,10-Nov-2025 09:20 PM,Rejected-Finance,k,18-Feb-2026 11:12 AM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,4,3210513,LIMA MANGAL,10-Nov-2025 11:28 PM,Rejected-Finance,k,18-Feb-2026 11:12 AM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,5,3186387,M/s. Shantiram Agency,05-Nov-2025 08:52 PM,Rejected-Finance,k,18-Feb-2026 11:12 AM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,6,3203141,Sri Jagannath Agency and Consultancy Service,09-Nov-2025 07:23 PM,Rejected-Finance,k,18-Feb-2026 11:12 AM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,7,3220447,Swarna Prava Mahakud,13-Nov-2025 11:32 AM,Rejected-Finance,k,18-Feb-2026 11:12 AM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
