S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage
1.0,ICICI BANK,Municipal Bodies||Birmitrapur Municipality,EO/BRMP/02/2025-26,2025_ORULB_122534_11,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Paver block road inside Talsera Patratola basti in W. no-11,Paver block road inside Talsera Patratola basti in W. no-11,Please refer Tender documents. ,NA ,"8,47,888",Civil Works - Others,NA ,Rate Contract,180.0,60.0,BIRMITRAPUR MUNICIPALITY,770033.0,NA ,NA ,NA ,"O/O EXECUTIVE OFFICER,BIRMITRAPUR MUNICIPALITY",No ,No,"4,000",0.0,Nil,Nil,No,"8,479",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,Documents as per DTCN,"EXECUTIVE OFFICER, BIRMITRAPUR MUNICIPALITY","EXECUTIVE OFFICER, BIRMITRAPUR MUNICIPALITY",05-Dec-2025 10:00 AM,16-Dec-2025 11:30 AM,05-Dec-2025 10:00 AM,15-Dec-2025 05:00 PM,NA ,NA ,05-Dec-2025 10:00 AM,15-Dec-2025 05:00 PM,AOC,chairperson,Internal,,RAKSHEE HARIJAN,03-Feb-2026 05:41 PM,techsummary_569322.pdf (42.08 KB),Chairperson,Internal,,RAKSHEE HARIJAN,03-Feb-2026 05:45 PM,finsummary_569322.pdf (42.08 KB),Finance,OPEN,RAKSHEE HARIJAN,29-Dec-2025 05:59 PM,finance_569322.pdf,BOQ Comparative Chart,Municipal Bodies||Birmitrapur Municipality,2025_ORULB_122534_11,EO/BRMP/02/2025-26,Paver block road inside Talsera Patratola basti in W. no-11,1.0,3300895.0,MOHAMMAD FAHIM AKHTAR,INR,"720,816.18",1,3296575,ASHOK SUNANI,11-Dec-2025 11:30 PM,Rejected-AOC,Not Win Lottery,03-Feb-2026 05:48 PM,03-Feb-2026,"INR 720,816.18",60.0,RAKSHEE HARIJAN,03-Feb-2026 05:48 PM,119.pdf (1224.00 KB),AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3302499,DEEPAK KUMAR THAKUR,15-Dec-2025 10:46 AM,Rejected-AOC,Not Win Lottery,03-Feb-2026 05:48 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3303573,Maa Bhanbhori Constructions,15-Dec-2025 01:46 PM,Rejected-AOC,Not Win Lottery,03-Feb-2026 05:48 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3300895,MOHAMMAD FAHIM AKHTAR,14-Dec-2025 12:04 PM,Accepted-AOC,Win Lottery,03-Feb-2026 05:48 PM,,,,,,,AOC
