Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Bank Name,Tender Stage
11-May-2026,"INR 599,320",90.0,Anil Kumar Das,14-May-2026 03:55 PM,2686.pdf (468.00 KB),1,3280980,ADIKANDA BISWAL,05-Dec-2025 06:02 PM,Rejected-Finance,Not Qualified in transparency lottery,11-May-2026 01:12 PM,CE RW I||SE RW PH CIRCLE BBSR||EE RW PH DIVN. BBSR,2025_CERWI_121963_16,EERWPH-46/2025-26,"PH Works (SI,SD AND WS) to Sub Centre Building at Rengtasil of Patnagarh block in Balangir District in the F.Y. 2023-24",1.0,3282664.0,PREMPRAKASH MISHRA,INR,"599,320",Finance,COMPARATIVE STATEMENT,Anil Kumar Das,12-Dec-2025 02:09 PM,finance_567826.pdf,BOQ Comparative Chart,Executive Engineer,Internal,,Debasish Soren,11-May-2026 01:12 PM,finsummary_567826.pdf (83.65 KB),Executive Engineer,Internal,,Debasish Soren,08-Jan-2026 01:24 PM,techsummary_567826.pdf (427.84 KB),AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,"Valid License Document as per tender class of contractor in NIT, GST, Certificate, PAN Card",CE RW I||SE RW PH CIRCLE BBSR||EE RW PH DIVN. BBSR,EERWPH-46/2025-26,2025_CERWI_121963_16,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"PH Works (SI,SD AND WS) to Sub Centre Building at Rengtasil of Patnagarh block in Balangir District in the F.Y. 2023-24","PH Works (SI,SD AND WS) to Sub Centre Building at Rengtasil of Patnagarh block in Balangir District in the F.Y. 2023-24",Please refer Tender documents. ,NA ,"7,05,000",Civil Works - Buildings,NA ,Tender,90.0,NA ,Rengtasil,767048.0,NA ,NA ,NA ,"O/O THE SE RW (PH) DIVISION,BHUBANESWAR",No ,No,28-Nov-2025 05:00 PM,09-Dec-2025 11:00 AM,28-Nov-2025 05:00 PM,08-Dec-2025 05:00 PM,NA ,NA ,28-Nov-2025 05:00 PM,08-Dec-2025 05:00 PM,"4,000",0.0,Nil,Nil,No,"7,100",Yes,fixed,,Nil,Nil,"Executive Engineer,RW (PH) Division, BBSR","SE RW (PH) DIVISION, BBSR Behind Esplande mall, Bomikhal, Rasulgarh,751010",1.0,ICICI BANK,AOC
,,,,,,2,3289770,BIKASH PATEL,08-Dec-2025 04:00 PM,Rejected-Finance,Not Qualified in transparency lottery,11-May-2026 01:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,"EMD, Tender Paper cost, Affidavit for correctness and no Relation Certificate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,3,3289301,BISWAMITRA NAIK,08-Dec-2025 02:57 PM,Rejected-Finance,Not Qualified in transparency lottery,11-May-2026 01:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3282785,DHRUBA CHARAN SAHOO,06-Dec-2025 01:02 PM,Rejected-Finance,Not Qualified in transparency lottery,11-May-2026 01:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3284916,DOSALIN MISHRA,07-Dec-2025 04:37 PM,Rejected-Finance,Not Qualified in transparency lottery,11-May-2026 01:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3284542,PRADEEP KUMAR SAHOO,06-Dec-2025 06:22 PM,Rejected-Finance,Not Qualified in transparency lottery,11-May-2026 01:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3281270,PRAFULLA KUMAR NAYAK,06-Dec-2025 12:43 PM,Rejected-Finance,Not Qualified in transparency lottery,11-May-2026 01:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3282664,PREMPRAKASH MISHRA,05-Dec-2025 05:05 PM,Accepted-AOC,Qualified in transparency lottery,14-May-2026 03:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3279443,RAHUL KUMAR SAHU,04-Dec-2025 06:27 PM,Rejected-Finance,Not Qualified in transparency lottery,11-May-2026 01:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3290030,RAJENDRA CHINDA,08-Dec-2025 04:58 PM,Rejected-Finance,Not Qualified in transparency lottery,11-May-2026 01:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
