S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
1.0,3205422.0,Sachin Agarwal,INR,"191,688,999","The Commissioner-cum-Secretary to Government, WD",Internal,"The CE, BRIDGES, Odisha, FA-cum-Special Secretary to Government, WD",Jyoti Prakash Sahoo,04-May-2026 11:50 AM,finsummary_556293.pdf (4880.18 KB),EIC-CIVIL||EIC-CIVIL,2025_EICCL_119551_2,CE-BRIDGES-07/2025-26,Improvement to Sankarakhol Kainjhoar Paburia Mandakia road from 5.800km to 20.000km in the District of Kandhamal for the year 2025-26,Technical,Six bidders participated in this tender,Jyoti Prakash Sahoo,13-Nov-2025 12:47 PM,,Finance,All bidders quoted 14.99 percent less,Jyoti Prakash Sahoo,19-Jan-2026 11:35 AM,,BOQ Comparative Chart,"Er. Satyabrata Behera, EIC (Civil-cum-Roads), Odisha",Internal,"Er. A. Tripathy, CE, Bridges, Odisha, Er. R.R Sahoo, ACE, Bridges, Smt. A. Samal, (I/C) FA",Arabinda Tripathy,16-Jan-2026 06:29 PM,19-Jan-2026 11:00 AM,techsummary_556293.pdf (8987.26 KB),1,3213757,ARSS Infrastructure Projects Limited,12-Nov-2025 12:32 PM,Rejected-Finance,1st lowest bidder,04-May-2026 11:50 AM,04-May-2026,"INR 191,688,999",395.0,Jyoti Prakash Sahoo,04-May-2026 12:07 PM,AOC_SANKARKHOL.pdf (5908.00 KB),"Agreement No.05 P1 of 2026-27 of S.E., Phulbani R and B Division",AOC,"22,54,900",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,20-Oct-2025 10:00 AM,13-Nov-2025 11:30 AM,20-Oct-2025 10:00 AM,12-Nov-2025 05:00 PM,20-Oct-2025 10:00 AM ,10-Nov-2025 05:00 PM ,20-Oct-2025 10:00 AM,12-Nov-2025 05:00 PM,19-Jan-2026 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,"Online proof copy of Tender Cost, Bid Security, GSTIN, PAN, RC and Affidavit",Improvement to Sankarakhol Kainjhoar Paburia Mandakia road from 5.800km to 20.000km in the District of Kandhamal for the year 2025-26,Improvement to Sankarakhol Kainjhoar Paburia Mandakia road from 5.800km to 20.000km in the District of Kandhamal for the year 2025-26,Please refer Tender documents. ,NA ,"22,54,89,941",Civil Works - Roads,NA ,Tender,90.0,395.0,In the District of Kandhamal,751001.0,NA ,NA ,NA ,"Nirman Soudha, O/o EIC (Civil), Odisha, Bhubaneswa",No ,No,"10,000",0.0,Nil,Nil,No,"Chief Engineer, Bridges, Odisha","Nirman Soudha, O/o EIC (Civil), Odisha, Bhubaneswa",EIC-CIVIL||EIC-CIVIL,CE-BRIDGES-07/2025-26,2025_EICCL_119551_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3192397,M/s Bajarangi Construction,11-Nov-2025 10:41 PM,Rejected-Finance,1st lowest bidder,04-May-2026 11:50 AM,,,,,,,,AOC,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,.pdf,Machineries and work experience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3216218,MUND VENTURES PRIVATE LIMITED,12-Nov-2025 03:58 PM,Rejected-Finance,1st lowest bidder,04-May-2026 11:50 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,.pdf,Other related documents as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3217768,RKD CONSTRUCTION PVT LTD,12-Nov-2025 03:46 PM,Rejected-Finance,1st lowest bidder,04-May-2026 11:50 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of quantities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3205422,Sachin Agarwal,10-Nov-2025 05:44 PM,Accepted-AOC,1st Lowest bidder through transparent lottery system,04-May-2026 12:07 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3216448,SRINIBASH MISHRA,12-Nov-2025 12:54 PM,Rejected-Finance,1st lowest bidder,04-May-2026 11:50 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
