S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No.1,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage
1.0,3450565.0,AQUA SERVICES,INR,"5,820,079",Technical,6 bids opened successfully,Lipsa Parida,23-Apr-2026 10:31 AM,technical_586208.pdf,Municipal Bodies||Bhubaneswar Municipal Corporation,2026_ORULB_127563_4,BMC-EE-Tender Cell-88/2025-26 dt. 24.03.2026,"Annual Maintenance, Cleaning of R and B Drain Division No. II under BMC for 2026-27",City Engineer,Internal,"EECENTRALTENDERCELL,EEDRAINAGEDIVISION,DYCOMMISSIONER(LEGAL),CHIEFFINACEOFFICER",Lipsa Parida,26-May-2026 12:49 PM,finsummary_586208.pdf (591.52 KB),1.0,Tender Revocation,Tender Revocation,22-Apr-2026 05:51 PM,Corrigendum_revoke.pdf ,175.72,Technical Opening,City Engineer,Internal,"EECENTRALTENDERCELL,EEDRAINAGEDIVISION,DYCOMMISSIONER(LEGAL),CHIEFFINACEOFFICER",Lipsa Parida,23-Apr-2026 10:54 AM,23-Apr-2026 12:00 PM,techsummary_586208.pdf (204.32 KB),Finance,4 bids opened successfully,Lipsa Parida,23-Apr-2026 12:45 PM,finance_586208.pdf,BOQ Comparative Chart,1,3456560,ABHISHEK KARTIK RAY,17-Apr-2026 01:32 PM,Rejected-Technical,Technically disqualified,23-Apr-2026 10:54 AM,26-May-2026,"INR 5,820,079",365.0,Lipsa Parida,26-May-2026 12:51 PM,wo_53_26_sl4.pdf (1551.00 KB),AOC,"10,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Scanned copies of all documents,1.0,Corrigendum-2,Other,,"Annual Maintenance, Cleaning of R and B Drain Division No. II under BMC for 2026-27","Annual Maintenance, Cleaning of R and B Drain Division No. II under BMC for 2026-27",Please refer Tender documents. ,NA ,"81,98,642",Civil Works - Others,NA ,Tender,120.0,365.0,BMC AREA,751022.0,"Office chamber of the EE,Central Tender Cell ","Central Tender Cell, UG Floor, ICOMC Tower, Satya Nagar ",07-Apr-2026 03:30 PM ,"Central Tender Cell,BMC",No ,No,1.0,ICICI BANK,Municipal Bodies||Bhubaneswar Municipal Corporation,BMC-EE-Tender Cell-88/2025-26 dt. 24.03.2026,2026_ORULB_127563_4,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,30-Mar-2026 10:30 AM,18-Apr-2026 11:00 AM,30-Mar-2026 10:30 AM,17-Apr-2026 05:00 PM,30-Mar-2026 10:30 AM ,07-Apr-2026 01:00 PM ,30-Mar-2026 10:30 AM,17-Apr-2026 05:00 PM,23-Apr-2026 12:00 PM,"82,000",Yes,fixed,,Nil,Nil,"Executive Engineer,Central Tender Cell","Central Tender Cell, UG Floor, ICOMC Tower, Satya Nagar",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3450565,AQUA SERVICES,17-Apr-2026 09:24 AM,Accepted-AOC,1st lowest,26-May-2026 12:51 PM,,,,,,,AOC,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3456956,BIBHU PRASAD SAHOO,17-Apr-2026 04:57 PM,Rejected-Technical,Technically disqualified,23-Apr-2026 10:54 AM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3456579,M/S OMM SAI ASSOCIATES,17-Apr-2026 02:14 PM,Rejected-Finance,other than 1st lowest,26-May-2026 12:49 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3456023,PRAKASH CHANDRA PANDA,17-Apr-2026 11:50 AM,Rejected-Finance,other than 1st lowest,26-May-2026 12:49 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3456800,SUSANTA KUMAR PATRA,17-Apr-2026 03:29 PM,Rejected-Finance,other than 1st lowest,26-May-2026 12:49 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
