S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Tender Stage
1.0,3370989.0,M.J.CONSTRUCTION,INR,"40,062,194",CE RW I||RWCIRCLE-SAMBALPUR,2026_CERWI_124789_1,ONLINE RWCSBP-29/2025-26,Construction of road from NH-23 to Ludhaposi via Nua Bakote (Munda Sahi) road,Technical,4 nos bidder,Madhusmita Mohanty,30-Jan-2026 04:19 PM,technical_576632.pdf,Sujit Behera,Internal,,Madhusmita Mohanty,13-Mar-2026 06:04 PM,finsummary_576632.pdf (26.47 KB),Sujit Behera,Internal,,Sujit Behera,11-Feb-2026 07:24 PM,17-Feb-2026 11:00 AM,techsummary_576632.pdf (553.05 KB),Finance,4 NOS BIDDER,Madhusmita Mohanty,17-Feb-2026 02:17 PM,finance_576632.pdf,BOQ Comparative Chart,27-May-2026,"INR 40,062,194",270.0,Sujit Behera,27-May-2026 02:21 PM,TECH.pdf (26.00 KB),1,3370989,M.J.CONSTRUCTION,29-Jan-2026 12:16 AM,Accepted-AOC,AOC,27-May-2026 02:21 PM,AOC,Construction of road from NH-23 to Ludhaposi via Nua Bakote (Munda Sahi) road,Construction of road from NH-23 to Ludhaposi via Nua Bakote (Munda Sahi) road,NA ,NA ,"4,94,16,793",Civil Works - Roads,NA ,Tender,90.0,270.0,Deogarh,768108.0,NA ,NA ,NA ,"RURAL WORKS CIRCLE , SAMBALPUR",No ,No,CE RW I||RWCIRCLE-SAMBALPUR,ONLINE RWCSBP-29/2025-26,2026_CERWI_124789_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,19-Jan-2026 01:00 PM,30-Jan-2026 11:00 AM,19-Jan-2026 01:00 PM,29-Jan-2026 05:00 PM,19-Jan-2026 01:00 PM ,28-Jan-2026 05:00 PM ,19-Jan-2026 01:00 PM,29-Jan-2026 05:00 PM,17-Feb-2026 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,"RC,PAN, GST, Similar nature of Work, ATO, Machineries","4,94,170",Yes,fixed,,Nil,Nil,"10,000",0.0,Nil,Nil,No,1.0,ICICI BANK,Circle Officer,"RURAL WORKS CIRCLE , SAMBALPUR",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3371886,M/S PANI CONSTRUCTIONS,29-Jan-2026 12:55 PM,Rejected-Finance,L2 BIDDER,13-Mar-2026 06:04 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3371749,NANDA KISHOR MAHAPATRA,29-Jan-2026 12:26 PM,Rejected-Finance,L4 BIDDER,13-Mar-2026 06:04 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3372213,Niranjan Mahapatra,29-Jan-2026 02:01 PM,Rejected-Finance,L3 BIDDER,13-Mar-2026 06:04 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
