S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Tender Stage
1.0,3386299.0,MUKTESWAR NAIK,INR,"50,210,205",Chief Construction Engineer,Internal,E.E DAO ESTIMATOR,Anup Kumar Behera,05-May-2026 01:39 PM,finsummary_578730.pdf (1520.10 KB),CE RW I||RWCIRCLE-ANGUL,2026_CERWI_125361_1,Online-AGL-32/2025-26,Construction of road from Dhanabalas to Pabulipada via- Rugudisahi,Technical,Two Bidders found,Anup Kumar Behera,10-Feb-2026 03:42 PM,technical_578730.pdf,Finance,Two Bidders found,Anup Kumar Behera,02-Mar-2026 06:56 PM,finance_578730.pdf,BOQ Comparative Chart,Chief Construction Engineer,Internal,E.E DAO ESTIMATOR,Anup Kumar Behera,25-Feb-2026 06:55 PM,02-Mar-2026 05:10 PM,techsummary_578730.pdf (2148.51 KB),1,3386299,MUKTESWAR NAIK,09-Feb-2026 08:43 AM,Accepted-AOC,First lowest bidder,05-May-2026 01:41 PM,05-May-2026,"INR 50,210,205",270.0,Anup Kumar Behera,05-May-2026 01:41 PM,Dhanbalas.pdf (1520.00 KB),REFUND OF E.M.D,AOC,"4,84,187",Yes,percentage,1.0%,Nil,Nil,1,Fee/PreQual/Technical,.pdf,"Paper cost, EMD,GST,PAN,RC,Affidavit ATO and other documents as per DTCN",02-Feb-2026 09:00 AM,10-Feb-2026 10:00 AM,02-Feb-2026 09:00 AM,09-Feb-2026 05:00 PM,02-Feb-2026 09:00 AM ,07-Feb-2026 01:00 PM ,02-Feb-2026 09:00 AM,09-Feb-2026 05:00 PM,02-Mar-2026 05:10 PM,"Chief Construction Engineer,RWC,Angul",Angul,Construction of road from Dhanabalas to Pabulipada via- Rugudisahi,Construction of road from Dhanabalas to Pabulipada via- Rugudisahi,NA ,NA ,"4,84,18,713",Civil Works - Roads,NA ,Tender,90.0,270.0,Boudh,762014.0,NA ,NA ,NA ,"Office of the Chief Construction Engineer,RWC,Angu",No ,No,CE RW I||RWCIRCLE-ANGUL,Online-AGL-32/2025-26,2026_CERWI_125361_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,1,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3386473,PRITISH MISHRA,09-Feb-2026 01:06 PM,Rejected-AOC,0,05-May-2026 01:41 PM,,,,,,,,AOC,,,,,,,2,Finance,.xls,Bill of Quantities in xls sheet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,AOC
