Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
05-Jan-2026 11:00 AM,16-Jan-2026 11:00 AM,05-Jan-2026 11:00 AM,15-Jan-2026 05:00 PM,05-Jan-2026 11:00 AM ,12-Jan-2026 05:00 PM ,05-Jan-2026 11:00 AM,15-Jan-2026 05:00 PM,"SE, Jaraka Irrigation Division, Jaraka","S.E., Jaraka Irrigation Division, Jaraka","6,000",Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"GSTIN,PAN,RC,No Relation Certificate, Affidavit regarding authenticity","41,100",Yes,fixed,,Nil,Nil,1.0,1st Corrigendum,Other,,1.0,ICICI BANK,CE AND BM MBBS CHANDIKOLE||EASTERN CIRCLE II CHANDIKOLE||Jaraka Irr Div Jaraka,JKID-04 OF 2025-26,2026_JIRR_124173_16,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,15-Scoured bank protection and restoration to Kelua right embankment from Bhagabanpur bridge to Harijansahi,Scoured bank protection and restoration to Kelua right embankment from Bhagabanpur bridge to Harijansahi,Please refer Tender documents. ,NA ,"41,04,132",Civil Works - Others,NA ,Tender,90.0,90.0,Jaraka,755050.0,NA ,NA ,NA ,"Superintending Engineer,Jaraka Irrigation Division",No ,No,AOC,"Superintending Engineer, Jaraka Irrigation Division, Jaraka",Internal,"S.E., Jaraka Irrigation Division, Jaraka, DAO, Jaraka Irrigation Division, Jaraka AEE(Estimator), Jaraka Irrigation Division, Jaraka",Sisira Kumar Das,20-May-2026 11:37 AM,finsummary_574411.pdf (158.01 KB),CE AND BM MBBS CHANDIKOLE||EASTERN CIRCLE II CHANDIKOLE||Jaraka Irr Div Jaraka,2026_JIRR_124173_16,JKID-04 OF 2025-26,15-Scoured bank protection and restoration to Kelua right embankment from Bhagabanpur bridge to Harijansahi,1.0,3353936.0,GANESWAR BEHERA,INR,"4,013,020.49",Finance,Downloaded all the bidders,Sisira Kumar Das,16-Jan-2026 06:06 PM,,BOQ Comparative Chart,1,3354518,CHINMAY KUMAR MOHANTY,14-Jan-2026 09:28 PM,Rejected-Technical,Non Responsive,18-May-2026 12:13 PM,22-May-2026,"INR 4,013,020.49",90.0,Sisira Kumar Das,30-May-2026 10:58 AM,15.pdf (407.00 KB),The work has been awarded to Sri Ganeswar Behera,"Superintending Engineer, Jaraka Irrigation Division, Jaraka",Internal,"S.E., Jaraka Irrigation Division, Jaraka, DAO, Jaraka Irrigation Division, Jaraka AEE(Estimator), Jaraka Irrigation Division, Jaraka",Sisira Kumar Das,18-May-2026 12:13 PM,techsummary_574411.pdf (158.01 KB),AOC
,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3353936,GANESWAR BEHERA,14-Jan-2026 07:13 PM,Accepted-AOC,The work has been awarded to Sri Ganeswar Behera,30-May-2026 10:58 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3353356,MAA KALI ENTERPRISES,13-Jan-2026 08:53 PM,Rejected-Technical,Non Responsive,18-May-2026 12:13 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3355101,MANORANJAN ROUT,15-Jan-2026 11:51 AM,Rejected-Technical,Non Responsive,18-May-2026 12:13 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3355992,PRASANTA KUMAR MOHANTY,15-Jan-2026 03:50 PM,Rejected-Technical,Non Responsive,18-May-2026 12:13 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3355949,PRAVAT KUMAR PRADHAN,15-Jan-2026 03:43 PM,Rejected-Technical,Non Responsive,18-May-2026 12:13 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3355737,RAMACHANDRA NAYAK,15-Jan-2026 02:34 PM,Rejected-Technical,Non Responsive,18-May-2026 12:13 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3356282,SATYAJIT SAMAL,15-Jan-2026 04:55 PM,Rejected-Technical,Non Responsive,18-May-2026 12:13 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3355979,SONALEE SUVADARSINI,15-Jan-2026 04:23 PM,Rejected-Technical,Non Responsive,18-May-2026 12:13 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3353241,SUSANTA KUMAR JENA,13-Jan-2026 06:43 PM,Rejected-Technical,Non Responsive,18-May-2026 12:13 PM,,,,,,,,,,,,,,AOC
