Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
"Er.Jyoti Prakash Samal,SE",Internal,"Sri Nitesh kumar Kandhway, Smt. Kshyanaprava Mohanty, Smt. Rina Kumari Sasmal, Smt Ipsita Patra,Sri Raj Kishore Pal",Jyoti Prakash Samal,07-May-2026 01:08 PM,techsummary_574835.pdf (904.90 KB),07-May-2026,"INR 251,754",30.0,Jyoti Prakash Samal,07-May-2026 01:17 PM,DDAAgriculture.pdf (905.00 KB),1,3355554,ABHIMANYU MALIK,15-Jan-2026 02:06 PM,Rejected-Finance,"As 1st successful lottery winner is accepted, hence others are considered as rejected.",07-May-2026 01:15 PM,Finance,9 nos bidder are admitted for finalisation.,Rina Kumari Sasmal,02-Feb-2026 04:49 PM,,BOQ Comparative Chart,1.0,3354799.0,AYUSHREE BISWAL,INR,"251,754",CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-PURI,2026_CERWI_124309_6,Online-14 Dt. 29.11.2025,Repair to DDA (Agriculture) Office building at Sakhigopal in the District of Puri for the year 2025-26.,"Er.Jyoti Prakash Samal,SE",Internal,"Sri Nitesh kumar Kandhway, Smt. Kshyanaprava Mohanty, Smt. Rina Kumari Sasmal, Smt Ipsita Patra,Sri Raj Kishore Pal",Jyoti Prakash Samal,07-May-2026 01:15 PM,finsummary_574835.pdf (904.90 KB),AOC,"2,520",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Cost of tender paper, EMD, APS, PAN, GSTIN, Registration Certificate and other documents as per DTCN","2,000",0.0,Nil,Nil,No,CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-PURI,Online-14 Dt. 29.11.2025,2026_CERWI_124309_6,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,"Superintending Engineer,Rural Works Division,Puri","O/o Superintending Engineer,R.W Division,Puri",Repair to DDA (Agriculture) Office building at Sakhigopal in the District of Puri for the year 2025-26.,Repair to DDA (Agriculture) Office building at Sakhigopal in the District of Puri for the year 2025-26.,Please refer DTCN. ,NA ,"2,52,000",Civil Works - Buildings,NA ,Tender,90.0,30.0,Puri,752001.0,NA ,NA ,NA ,"O/o Superintending Engineer,R.W Division,Puri",No ,No,07-Jan-2026 04:00 PM,16-Jan-2026 11:30 AM,07-Jan-2026 04:00 PM,15-Jan-2026 05:00 PM,07-Jan-2026 04:00 PM ,13-Jan-2026 05:00 PM ,07-Jan-2026 04:00 PM,15-Jan-2026 05:00 PM,AOC
,,,,,,,,,,,,2,3354555,ASHISH RANJAN CHAMPATIRAY,14-Jan-2026 10:00 PM,Rejected-Finance,"As 1st successful lottery winner is accepted, hence others are considered as rejected.",07-May-2026 01:15 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,3,3354799,AYUSHREE BISWAL,15-Jan-2026 09:49 AM,Accepted-AOC,"She is the 1st successful lottery winner, so her rate is accepted and awarded.",07-May-2026 01:17 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,4,3355447,BAIDHAR NAYAK,15-Jan-2026 02:21 PM,Not Admitted-Fee/PreQual/Technical/Finance,Others-Due to Violation of DTCN Clause regarding Quoted percentage.,02-Feb-2026 04:49 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,5,3356116,GAUTAM BEHERA,15-Jan-2026 04:11 PM,Rejected-Finance,"As 1st successful lottery winner is accepted, hence others are considered as rejected.",07-May-2026 01:15 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,6,3353416,HARIHARA UPADHYAYA,13-Jan-2026 10:14 PM,Rejected-Finance,"As 1st successful lottery winner is accepted, hence others are considered as rejected.",07-May-2026 01:15 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,7,3354565,LOKANATH BISWAL,14-Jan-2026 10:09 PM,Rejected-Finance,"As 1st successful lottery winner is accepted, hence others are considered as rejected.",07-May-2026 01:15 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,8,3350545,RASHMI RANJAN MISHRA,13-Jan-2026 01:37 PM,Rejected-Finance,"As 1st successful lottery winner is accepted, hence others are considered as rejected.",07-May-2026 01:15 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,9,3355464,Satyajit Patra,15-Jan-2026 01:59 PM,Rejected-Finance,"As 1st successful lottery winner is accepted, hence others are considered as rejected.",07-May-2026 01:15 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,10,3352891,SUSANTA PRADHAN,14-Jan-2026 12:30 PM,Rejected-Finance,"As 1st successful lottery winner is accepted, hence others are considered as rejected.",07-May-2026 01:15 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
