Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"6,000",0.0,Nil,Nil,No,Construction of Football Ground and Badminton Court for OAV at Budhkata under Kutra Block in the District of Sundargarh,Construction of Football Ground and Badminton Court for OAV at Budhkata under Kutra Block in the District of Sundargarh,Please refer Tender documents. ,NA ,"24,52,339",Civil Works - Buildings,NA ,Tender,90.0,90.0,Sundargarh,770001.0,NA ,NA ,NA ,"O/o the SE Sundargarh R and B Division, Sundargarh",No ,No,"sE Sundargarh R and B Division, Sundargarh","O/o the SE Sundargarh R and B Division, Sundargarh",EIC-CIVIL||SERNB-CIRCLE-KEONJHAR||EERNB-DIVN-SUNDERGARH,Bid Identification No-SE-R AND B-SNG-18 OF 2025-26,2025_EICCL_121638_11,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"24,523",Yes,percentage,1.0%,Nil,Nil,25-Nov-2025 10:00 AM,08-Dec-2025 11:00 AM,25-Nov-2025 10:00 AM,06-Dec-2025 05:00 PM,25-Nov-2025 10:00 AM ,04-Dec-2025 05:00 PM ,25-Nov-2025 10:00 AM,06-Dec-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost,EMD ,Licence ,PAN,GSTIN, Affidavit,Schedule-A, MoU with Electrical Contract for Sl.No.1",1.0,ICICI BANK,AOC,SEDAOAEEAE,Internal,SEDAOAEEAE,Swagatika Naik,31-Jan-2026 05:51 PM,techsummary_566239.pdf (318.25 KB),SEDAOAEEAE,Internal,SEDAOAEEAE,AMIT KUMAR TUDU,18-May-2026 11:37 AM,finsummary_566239.pdf (368.39 KB),Finance,Evaluation Sheet,AMIT KUMAR TUDU,31-Jan-2026 11:28 AM,finance_566239.pdf,BOQ Comparative Chart,1,3284436,AMIT KUMAR KISPOTTA,06-Dec-2025 03:17 PM,Rejected-Technical,Digtial Signature Documents not submitted,31-Jan-2026 05:51 PM,1.0,3283966.0,PRIYADARSHI RANA,INR,"2,084,733.12",EIC-CIVIL||SERNB-CIRCLE-KEONJHAR||EERNB-DIVN-SUNDERGARH,2025_EICCL_121638_11,Bid Identification No-SE-R AND B-SNG-18 OF 2025-26,Construction of Football Ground and Badminton Court for OAV at Budhkata under Kutra Block in the District of Sundargarh,18-May-2026,"INR 2,084,733.12",90.0,AMIT KUMAR TUDU,18-May-2026 11:42 AM,1778_budhakata.pdf (368.00 KB),Work order copy,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Digitally sign in each pages and other documents as per DTCN,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,2,3272894,CHINTAMANI SAHU,02-Dec-2025 08:39 PM,Rejected-Technical,Digital Signature not submitted,31-Jan-2026 05:51 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,,,AOC,,,,,,,,,,,,,,,,,,,3,3281369,DILLIP KUMAR LAKRA,05-Dec-2025 12:57 PM,Rejected-Technical,SCHEDULE-A AFFIDAVIT NOT SUBMITTED,31-Jan-2026 05:51 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,3282901,DOLAGOBINDA BEHERA,05-Dec-2025 07:06 PM,Rejected-AOC,Accepted,18-May-2026 11:42 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,3280279,FRIENDS CONSTRUCTION,05-Dec-2025 11:00 PM,Rejected-AOC,Accepted,18-May-2026 11:42 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,3267005,HIMANSHU BHUSAN SAHU,29-Nov-2025 05:29 PM,Rejected-Technical,Digtial Signature Documents not submitted,31-Jan-2026 05:51 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7,3284502,KIRTIMEGHA PARIJA,06-Dec-2025 03:53 PM,Rejected-Technical,Digtial Signature Documents not submitted,31-Jan-2026 05:51 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,8,3280125,MADHUMITA SINGH,04-Dec-2025 08:56 PM,Rejected-AOC,Accepted,18-May-2026 11:42 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,9,3284050,MALAYA CHARAN NAYAK,06-Dec-2025 01:16 PM,Rejected-Technical,Digtial Signature Documents not submitted,31-Jan-2026 05:51 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,10,3283966,PRIYADARSHI RANA,06-Dec-2025 12:42 PM,Accepted-AOC,Accepted-1st lowest,18-May-2026 11:42 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,11,3274482,SACHIN BEHERA,03-Dec-2025 01:08 PM,Rejected-AOC,Accepted,18-May-2026 11:42 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,12,3284561,SOUBHAGYA BEHERA,06-Dec-2025 03:54 PM,Rejected-Technical,Digtial Signature Documents not submitted,31-Jan-2026 05:51 PM,,,,,,,,,,,,,,,,,AOC
