Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No.1,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
Municipal Bodies||Bhawanipatna Municipality,BPM/07/2025-26,2026_ORULB_126263_32,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,"EXECUTIVE OFFICER, BHAWANIPATNA MUNICIPALITY","EXECUTIVE OFFICER, BHAWANIPATNA MUNICIPALITY",Improvement of Road and Drain with installation of Cover Slab From Udit Kumar Behera house to ST Xaviar in Ward No-16,Improvement of Road and Drain with installation of Cover Slab From Udit Kumar Behera house to ST Xaviar in Ward No-16,Please refer Tender documents. ,NA ,"10,16,950",Civil Works - Others,NA ,Tender,90.0,30.0,BHAWANIPATNA MUNICIPALITY,766001.0,NA ,NA ,NA ,BHAWANIPATNA MUNICIPALITY,No ,No,1.0,ICICI BANK,19-Feb-2026 02:00 PM,09-Mar-2026 05:30 PM,19-Feb-2026 02:00 PM,09-Mar-2026 05:00 PM,NA ,NA ,19-Feb-2026 02:00 PM,09-Mar-2026 05:00 PM,1.0,Extension of date,Date,,"10,200",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,AOC,CP,Internal,,Pramod Kumar Padhi,15-May-2026 01:26 PM,techsummary_581909.pdf (323.27 KB),CP,Internal,,Pramod Kumar Padhi,15-May-2026 03:56 PM,finsummary_581909.pdf (323.27 KB),Finance,ok,Pramod Kumar Padhi,15-May-2026 05:30 AM,,BOQ Comparative Chart,15-May-2026,"INR 1,015,980.35",30.0,Pramod Kumar Padhi,15-May-2026 04:00 PM,41proceeding.pdf (323.00 KB),1,3423065,BHABAGRAHI MAHARANA,08-Mar-2026 12:29 PM,Rejected-Finance,L3,15-May-2026 03:56 PM,1.0,3421457.0,SIMANCHAL PRADHAN,INR,"1,015,980.35",Municipal Bodies||Bhawanipatna Municipality,2026_ORULB_126263_32,BPM/07/2025-26,Improvement of Road and Drain with installation of Cover Slab From Udit Kumar Behera house to ST Xaviar in Ward No-16,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,3419534,BIBHUTI BHUSAN PANDA,05-Mar-2026 03:07 PM,Rejected-Finance,L3,15-May-2026 03:56 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,3418711,BIKASH KUMAR SAHANI,04-Mar-2026 11:05 PM,Rejected-Finance,L3,15-May-2026 03:56 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4,3415172,BUKHARI FAKIR KHAN,03-Mar-2026 12:52 PM,Rejected-Finance,L3,15-May-2026 03:56 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5,3423403,Debabrata Mohanty,08-Mar-2026 08:16 PM,Rejected-Finance,L3,15-May-2026 03:56 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6,3423117,DEBARAJ MAJHI,09-Mar-2026 07:22 AM,Rejected-Finance,L3,15-May-2026 03:56 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,7,3419554,DEEPAK KUMAR SAHANI,05-Mar-2026 02:39 PM,Rejected-Finance,L3,15-May-2026 03:56 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,8,3424349,HARI SHANKAR PATNAIK,09-Mar-2026 04:40 PM,Rejected-Finance,L3,15-May-2026 03:56 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,9,3418997,JAGA SWAIN,05-Mar-2026 08:38 AM,Rejected-AOC,L2,15-May-2026 04:00 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,10,3415536,MADHABI BAG,03-Mar-2026 05:10 PM,Rejected-Finance,L3,15-May-2026 03:56 PM,,,,,,,,,,AOC
