S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
1.0,3414607.0,SISIR KUMAR PRADHAN,INR,"205,932.98",Administrator,Internal,E.O. and Team,Nihar Ranjan Behera,19-May-2026 12:41 PM,finsummary_582019.pdf (3487.67 KB),Municipal Bodies||Odagaon NAC,2026_ORULB_126316_1,NAC-ODG-07/2025-26,Construction of RCC Drain with Cover plate from Baidhar Parida house to Basant Mohanty house at PaikaSahi in ward-3 of NAC Odagaon,Technical,Tender committee opened the Tender,Nihar Ranjan Behera,07-Mar-2026 12:23 PM,,Finance,Tender opened by Tender Committee,Nihar Ranjan Behera,10-Mar-2026 03:41 PM,,BOQ Comparative Chart,Administrator,Internal,E.O. and Team,Nihar Ranjan Behera,09-Mar-2026 05:59 PM,10-Mar-2026 11:00 AM,techsummary_582019.pdf (3293.92 KB),19-May-2026,"INR 205,932.98",30.0,Nihar Ranjan Behera,19-May-2026 12:44 PM,1236.pdf (338.00 KB),1,3418617,AMRIT PRIYADARSHAN PANDA,04-Mar-2026 09:26 PM,Rejected-Finance,As per Lottery,19-May-2026 12:41 PM,AOC,"2,000",0.0,Nil,Nil,No,Construction of RCC Drain with Cover plate from Baidhar Parida house to Basant Mohanty house at PaikaSahi in ward-3 of NAC Odagaon,Construction of RCC Drain with Cover plate from Baidhar Parida house to Basant Mohanty house at PaikaSahi in ward-3 of NAC Odagaon,Please refer Tender documents. ,NA ,,Civil Works - Others,NA ,Tender,60.0,30.0,NAC ODAGAON,752081.0,NA ,NA ,NA ,NAC ODAGAON,No ,No,EXECUTIVE OFFICER,"NAC Office, Odagaon, Nayagarh, Pin-752081","2,100",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,21-Feb-2026 11:00 AM,06-Mar-2026 11:00 AM,21-Feb-2026 11:00 AM,05-Mar-2026 05:00 PM,21-Feb-2026 11:00 AM ,05-Mar-2026 05:00 PM ,21-Feb-2026 11:00 AM,05-Mar-2026 05:00 PM,10-Mar-2026 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,"License, PAN, GST etc.",Municipal Bodies||Odagaon NAC,NAC-ODG-07/2025-26,2026_ORULB_126316_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3417501,ANJALI SAHOO,05-Mar-2026 03:34 PM,Rejected-Finance,As per Lottery,19-May-2026 12:41 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3419613,BISHNU PRIYA BEHERA,05-Mar-2026 01:39 PM,Rejected-Finance,As per Lottery,19-May-2026 12:41 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3419101,PANU SETHI,05-Mar-2026 11:13 AM,Rejected-Finance,As per Lottery,19-May-2026 12:41 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3419727,SAROJINI BEHERA,05-Mar-2026 02:08 PM,Rejected-Finance,As per Lottery,19-May-2026 12:41 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3414607,SISIR KUMAR PRADHAN,02-Mar-2026 11:39 AM,Accepted-AOC,As per Lottery,19-May-2026 12:44 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3420245,TITU NAYAK,05-Mar-2026 04:55 PM,Rejected-AOC,As per Lottery,19-May-2026 12:44 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
