Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,11,3355773,JYOTIRMAYEE MALLICK,15-Jan-2026 07:19 PM,Rejected-Finance,Does not satisfy as per DTCN,20-May-2026 03:12 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,12,3360412,MADHUSMITA KAR,19-Jan-2026 07:50 PM,Rejected-Finance,Does not satisfy as per DTCN,20-May-2026 03:12 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,13,3361667,MANOJ KUMAR BARIK,20-Jan-2026 04:25 PM,Rejected-Finance,Does not satisfy as per DTCN,20-May-2026 03:12 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,14,3359307,M/S DEBADATTA SAMAL,20-Jan-2026 11:14 AM,Rejected-Finance,Does not satisfy as per DTCN,20-May-2026 03:12 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,15,3360384,M/S RUPAK KUMAR RAY,19-Jan-2026 07:58 PM,Rejected-Finance,Does not satisfy as per DTCN,20-May-2026 03:12 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,16,3361004,NAMITA JENA,20-Jan-2026 01:24 PM,Rejected-Finance,Does not satisfy as per DTCN,20-May-2026 03:12 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,17,3361281,NIHAR RANJAN NAYAK,20-Jan-2026 02:27 PM,Rejected-Finance,Does not satisfy as per DTCN,20-May-2026 03:12 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,18,3361091,PRIYARANJAN MALIK,20-Jan-2026 01:03 PM,Rejected-Finance,Does not satisfy as per DTCN,20-May-2026 03:12 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,19,3361659,RAJESH KUMAR SATHUA,20-Jan-2026 04:20 PM,Rejected-Finance,Does not satisfy as per DTCN,20-May-2026 03:12 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,20,3360666,RAJ KISHOR BHOI,20-Jan-2026 09:57 AM,Rejected-Finance,Does not satisfy as per DTCN,20-May-2026 03:12 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,21,3361211,RANJANKUMAR SETHY,20-Jan-2026 01:41 PM,Rejected-Finance,Does not satisfy as per DTCN,20-May-2026 03:12 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,22,3360476,RITESH KUMAR PANDA,19-Jan-2026 08:42 PM,Rejected-Finance,Does not satisfy as per DTCN,20-May-2026 03:12 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,23,3360746,RUTUPARNA BISWAL,20-Jan-2026 10:55 AM,Rejected-Finance,Does not satisfy as per DTCN,20-May-2026 03:12 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,24,3360788,SANJEEBA KUMAR BISWAL,20-Jan-2026 11:33 AM,Rejected-Finance,Does not satisfy as per DTCN,20-May-2026 03:12 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,25,3360870,SANJEEB KUMAR SAHOO,20-Jan-2026 01:12 PM,Rejected-Finance,Does not satisfy as per DTCN,20-May-2026 03:12 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,26,3361710,SATYAJIT JENA,20-Jan-2026 04:37 PM,Rejected-Finance,Does not satisfy as per DTCN,20-May-2026 03:12 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,27,3361650,SATYAJIT SAMAL,20-Jan-2026 04:13 PM,Rejected-Finance,Does not satisfy as per DTCN,20-May-2026 03:12 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,28,3360512,SHAKTI KUMAR SINGH,19-Jan-2026 09:19 PM,Rejected-Finance,Does not satisfy as per DTCN,20-May-2026 03:12 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,29,3356405,SOMANATH MISHRA,19-Jan-2026 07:25 PM,Accepted-AOC,Won the lottery,21-May-2026 11:07 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,30,3359567,SRIKANTA SAHOO,20-Jan-2026 12:30 PM,Rejected-Finance,Does not satisfy as per DTCN,20-May-2026 03:12 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,31,3359418,SUBHALAXMI BHADRA,19-Jan-2026 12:48 PM,Rejected-Finance,Does not satisfy as per DTCN,20-May-2026 03:12 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,32,3354556,SUBHASHREE,14-Jan-2026 10:00 PM,Rejected-Finance,Does not satisfy as per DTCN,20-May-2026 03:12 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,33,3356824,SUBHRAMANYU NAYAK,16-Jan-2026 10:31 AM,Rejected-Finance,Does not satisfy as per DTCN,20-May-2026 03:12 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,34,3360950,SUDHANSU KUMAR SAMAL,20-Jan-2026 12:29 PM,Rejected-Finance,Does not satisfy as per DTCN,20-May-2026 03:12 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,35,3355251,SUNIMA LENKA,15-Jan-2026 12:28 PM,Rejected-Finance,Does not satisfy as per DTCN,20-May-2026 03:12 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,36,3359958,SURESH KUMAR GHADEI,19-Jan-2026 04:39 PM,Rejected-Finance,Does not satisfy as per DTCN,20-May-2026 03:12 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,37,3360774,YASHOBANTA NAYAK,20-Jan-2026 12:11 PM,Rejected-Finance,Does not satisfy as per DTCN,20-May-2026 03:12 PM,,,,,,,,,,,,,,,,,,,,,AOC
