Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"ACE, EC-II JKID 29 of 2025-26 Protection to scoured bank on Dudhei left near Dihasahi Bridge.",Embankment protection,Please refer Tender documents. ,NA ,"2,42,53,712",Civil Works - Others,NA ,Tender,90.0,180.0,Jaraka,755050.0,NA ,NA ,NA ,"O/o ACE, Eastern Circle II, Chandikhole",No ,No,06-Jan-2026 10:00 AM,21-Jan-2026 11:30 AM,06-Jan-2026 10:00 AM,20-Jan-2026 05:00 PM,06-Jan-2026 10:00 AM ,12-Jan-2026 05:00 PM ,06-Jan-2026 10:00 AM,20-Jan-2026 05:00 PM,20-Feb-2026 11:00 AM,CE AND BM MBBS CHANDIKOLE||EASTERN CIRCLE II CHANDIKOLE,"e-Procurement Notice No.ACE, EC-II 10 of 2025-26",2026_ECCHA_124250_2,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"2,42,600",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,Additional Chief Engineer,"O/o ACE, Eastern Circle II, Chandikhole","10,000",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,"PAN, GSTIN, RC, Documents related to EMD exemption",1.0,1st Corrigendum,Technical Bid,,AOC,"Additional Chief Engineer, Eastern Circle II, Chandiikhole",Internal,"Asst to ACEECII Chandikhole, Superintending Engineer and DAO Jaraka Irrigation Division",PRANAB KUMAR NAYAK,20-May-2026 03:12 PM,finsummary_574652.pdf (130.15 KB),Technical,Uploaded tender documents of all the bidders have been downloaded successfully.,PRANAB KUMAR NAYAK,21-Jan-2026 12:26 PM,,CE AND BM MBBS CHANDIKOLE||EASTERN CIRCLE II CHANDIKOLE,2026_ECCHA_124250_2,"e-Procurement Notice No.ACE, EC-II 10 of 2025-26","ACE, EC-II JKID 29 of 2025-26 Protection to scoured bank on Dudhei left near Dihasahi Bridge.",1.0,3356405.0,SOMANATH MISHRA,INR,"13,584,504.15",1,3360908,ABHISHEK NARAYAN MOHANTY,20-Jan-2026 11:59 AM,Rejected-Finance,Does not satisfy as per DTCN,20-May-2026 03:12 PM,20-May-2026,"INR 13,584,504.15",180.0,PRANAB KUMAR NAYAK,21-May-2026 11:07 AM,JKID_29.pdf (95.00 KB),Contract Awarded,Finance,Financial bid documents of all the eligible bidders have been downloaded successfully.,PRANAB KUMAR NAYAK,20-Feb-2026 12:26 PM,,BOQ Comparative Chart,"Additional Chief Engineer, Eastern Circle II, Chandikhole",Internal,"SE and DAO, Jaraka Irrigation Division SE, Aul Embankment Division Assistant to ACE, Eastern Circle II, Chandikhole",PRANAB KUMAR NAYAK,19-Feb-2026 04:08 PM,20-Feb-2026 11:00 AM,techsummary_574652.pdf (1797.78 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,.pdf,"Affidavit, No Relation Certificate, undertakings, any other document as per SBD/DTCN",,,,,AOC,,,,,,,,,,,,,,,,,,,,,2,3360783,AMRESH KUMAR PARIDA,20-Jan-2026 11:09 AM,Rejected-Finance,Does not satisfy as per DTCN,20-May-2026 03:12 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,AOC,,,,,,,,,,,,,,,,,,,,,3,3353778,ANANTA PRASAD MALIK,20-Jan-2026 08:48 AM,Rejected-Finance,Does not satisfy as per DTCN,20-May-2026 03:12 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,4,3360551,ANNADA PRASANNA OJHA,19-Jan-2026 09:40 PM,Rejected-Finance,Does not satisfy as per DTCN,20-May-2026 03:12 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,5,3359172,ASISH KUMAR SWAIN,20-Jan-2026 10:28 AM,Rejected-Finance,Does not satisfy as per DTCN,20-May-2026 03:12 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,6,3351552,BINAYAK ROUTRAY,16-Jan-2026 06:36 PM,Rejected-Finance,Does not satisfy as per DTCN,20-May-2026 03:12 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,7,3361377,chittaranjan sahoo,20-Jan-2026 03:35 PM,Rejected-Finance,Does not satisfy as per DTCN,20-May-2026 03:12 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,8,3361085,GURU PRASAD RAY,20-Jan-2026 01:40 PM,Rejected-Finance,Does not satisfy as per DTCN,20-May-2026 03:12 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,9,3352851,HEMANTA KUMAR BEHERA,14-Jan-2026 05:21 PM,Rejected-Finance,Does not satisfy as per DTCN,20-May-2026 03:12 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,10,3359532,JYOTIPRASANNA RAY,19-Jan-2026 01:12 PM,Rejected-Finance,Does not satisfy as per DTCN,20-May-2026 03:12 PM,,,,,,,,,,,,,,,,,,,,,AOC
