Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
eerwd,Internal,,Dipika Majhi,05-Feb-2026 08:15 AM,techsummary_562338.pdf (743.09 KB),1,3223903,AJAYA KUMAR MOHAPATRA,14-Nov-2025 12:28 PM,Rejected-Technical,Technically Qualified,05-Feb-2026 08:15 AM,20-May-2026,"INR 642,684",30.0,Dipika Majhi,20-May-2026 02:42 PM,8023.pdf (743.00 KB),AoC,Finance,Summary,Aniruddha Dora,08-Dec-2025 03:34 PM,finance_562338.pdf,BOQ Comparative Chart,1.0,3223148.0,Ranjan Kumar Jena,INR,"642,684",CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-JAGATSINGHPUR,2025_CERWI_120889_9,Tender Online - 08 of 2025-26,S/R to L039-Erasama Chatua Rd road to Iribina Bhejibari Pachera Road for the year 2025-26,eerwd,Internal,,Dipika Majhi,06-May-2026 12:12 PM,finsummary_562338.pdf (743.09 KB),AOC,"7,550",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,"4,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper Cost, EMD, GSTIN, PAN, Regd. Cert., No relation and Affidavit towards Correctness Certificate",S/R to L039-Erasama Chatua Rd road to Iribina Bhejibari Pachera Road for the year 2025-26,S/R to L039-Erasama Chatua Rd road to Iribina Bhejibari Pachera Road for the year 2025-26,Please refer Tender documents. ,NA ,"7,55,000",Civil Works - Roads,NA ,Tender,90.0,30.0,Jagatsinghpur,754103.0,NA ,NA ,NA ,"O/O the Suptd. Engineer, R. W. Division,",No ,No,"The Executive Engineer, R. W. Division,","The Superintending Engineer, R. W. Division, Jagatsinghpur",CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-JAGATSINGHPUR,Tender Online - 08 of 2025-26,2025_CERWI_120889_9,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,07-Nov-2025 11:00 AM,15-Nov-2025 11:00 AM,07-Nov-2025 11:00 AM,14-Nov-2025 05:00 PM,07-Nov-2025 11:00 AM ,13-Nov-2025 03:00 PM ,07-Nov-2025 11:00 AM,14-Nov-2025 05:00 PM,AOC
,,,,,,2,3223137,ANASUYA MUDULI,13-Nov-2025 11:16 PM,Rejected-Technical,Technically Qualified,05-Feb-2026 08:15 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,3,3224657,ARU PRASAD MOHANTY,14-Nov-2025 04:25 PM,Rejected-Technical,Technically Qualified,05-Feb-2026 08:15 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3210222,BIBHUTI BHUSAN RAY,10-Nov-2025 11:12 PM,Rejected-Technical,Technically Qualified,05-Feb-2026 08:15 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3223626,BIJAYA BHOL,14-Nov-2025 10:51 AM,Rejected-Technical,Technically Qualified,05-Feb-2026 08:15 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3223841,BIKRAM KISHOR ROUT,14-Nov-2025 11:54 AM,Rejected-Technical,Technically Qualified,05-Feb-2026 08:15 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3219568,GAURANG CHARAN SWAIN,12-Nov-2025 10:53 PM,Rejected-Technical,Technically Qualified,05-Feb-2026 08:15 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3224709,M/S SUSIL MALLICK,14-Nov-2025 02:35 PM,Rejected-Technical,Technically Qualified,05-Feb-2026 08:15 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3223148,Ranjan Kumar Jena,14-Nov-2025 12:58 PM,Accepted-AOC,L1 bidder,20-May-2026 02:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3221160,SANJAYA KUMAR BISWAL,13-Nov-2025 09:14 PM,Rejected-Technical,Technically Qualified,05-Feb-2026 08:15 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,11,3225106,SMT. PRAJJALINI SWAIN,14-Nov-2025 04:04 PM,Rejected-Technical,Technically Qualified,05-Feb-2026 08:15 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,12,3224362,SUSHANT NAYAK,14-Nov-2025 01:39 PM,Rejected-Technical,Technically Qualified,05-Feb-2026 08:15 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
