Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Stage
CCE NC SBP,Internal,,SUCHISMITA SAHU,10-Dec-2025 08:03 PM,12-Dec-2025 05:00 PM,techsummary_551625.pdf (418.47 KB),Finance,FINANCIAL BID OPENED,Hemant Naik,12-Dec-2025 06:05 PM,,BOQ Comparative Chart,1,3089277,AMAN BADHAN,19-Sep-2025 10:06 PM,Rejected-Finance,UNSUCCESSFUL THROUGH TRANSPARENT LOTTERY SYSTEM,20-May-2026 11:18 AM,20-May-2026,"INR 66,773,560",270.0,Hemant Naik,20-May-2026 11:28 AM,AGTTILEIMAL.pdf (1912.00 KB),AGT DRAWN,1.0,3087875.0,MS SHREE SHARDA CONSTRUCTIONS,INR,"66,773,560",EIC-CIVIL||SERNB-CIRCLE-NORTHERN,2025_EICCL_117712_5,CCENC(RandB) /05/ 2025-26,Improvement such as widening and strengthening to Tileimal to Pakelpada road from 0-00 km to 4-300 km in the district of Jharsuguda under State Plan for the year 2025-26,Technical,TECHNICAL BID OPENED,Hemant Naik,04-Oct-2025 06:03 PM,,CCE NC SBP,Internal,,Hemant Naik,20-May-2026 11:18 AM,finsummary_551625.pdf (2870.21 KB),AOC,"10,000",0.0,Nil,Nil,No,"7,85,500",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"Online Proof Copy of Tender Cost, Bid Security, GSTIN, PAN, R.C and Affidavit",1.0,ICICI BANK,Improvement such as widening and strengthening to Tileimal to Pakelpada road from 0-00 km to 4-300 km in the district of Jharsuguda under State Plan for the year 2025-26,ROAD WORK,Please refer Tender documents. ,NA ,"7,85,47,890",Civil Works - Roads,NA ,Tender,90.0,270.0,JHARSUGUDA,768201.0,NA ,NA ,NA ,"O/O THE C.C.E, Northern R AND B Circle, SAMBALPUR",No ,No,EIC-CIVIL||SERNB-CIRCLE-NORTHERN,CCENC(RandB) /05/ 2025-26,2025_EICCL_117712_5,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,06-Sep-2025 06:55 PM,22-Sep-2025 11:00 AM,06-Sep-2025 06:55 PM,20-Sep-2025 05:00 PM,06-Sep-2025 06:55 PM ,12-Sep-2025 05:00 PM ,06-Sep-2025 06:55 PM,20-Sep-2025 05:00 PM,12-Dec-2025 05:00 PM,"C.C.E, Northern R AND B Circle, SAMBALPUR","O/O THE C.C.E, Northern R AND B Circle, SAMBALPUR",AOC
,,,,,,,,,,,,,2,3087871,Ashok Kumar Jalan,19-Sep-2025 05:18 PM,Rejected-Finance,UNSUCCESSFUL THROUGH TRANSPARENT LOTTERY SYSTEM,20-May-2026 11:18 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,.pdf,"Ownership of machineries, work experience and MOU for composite Building work etc",2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,3,3087567,BIJAY KUMAR AGARWAL,20-Sep-2025 01:42 PM,Rejected-Finance,UNSUCCESSFUL THROUGH TRANSPARENT LOTTERY SYSTEM,20-May-2026 11:18 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,.pdf,Work experience certificate and other related documents as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,3086682,BIKASH SINGH,20-Sep-2025 09:12 AM,Rejected-Finance,UNSUCCESSFUL THROUGH TRANSPARENT LOTTERY SYSTEM,20-May-2026 11:18 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,Finance,.xls,BILL OF QUANTITY (BOQ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,3085900,Binod Kumar Agrawal,19-Sep-2025 11:09 PM,Rejected-Finance,UNSUCCESSFUL THROUGH TRANSPARENT LOTTERY SYSTEM,20-May-2026 11:18 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3083472,CHAWALA CONSTRUCTION,18-Sep-2025 02:09 PM,Rejected-Finance,UNSUCCESSFUL THROUGH TRANSPARENT LOTTERY SYSTEM,20-May-2026 11:18 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3087069,JAGADAMBA CONSTRUCTION,19-Sep-2025 04:05 PM,Rejected-Finance,UNSUCCESSFUL THROUGH TRANSPARENT LOTTERY SYSTEM,20-May-2026 11:18 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3087875,MS SHREE SHARDA CONSTRUCTIONS,20-Sep-2025 01:18 PM,Accepted-AOC,AGT DRAWN,20-May-2026 11:28 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3083233,M/S SUMEET & ASSOCIATES,18-Sep-2025 04:19 PM,Rejected-Finance,UNSUCCESSFUL THROUGH TRANSPARENT LOTTERY SYSTEM,20-May-2026 11:18 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3090931,MUKESH KUMAR,20-Sep-2025 04:55 PM,Rejected-Finance,UNSUCCESSFUL THROUGH TRANSPARENT LOTTERY SYSTEM,20-May-2026 11:18 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
