Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper Cost, EMD, GSTIN, PAN, Regd. Cert., No relation and Affidavit towards Correctness Certificate",1.0,ICICI BANK,"4,000",0.0,Nil,Nil,No,"The Executive Engineer, R. W. Division,","The Superintending Engineer, R. W. Division, Jagatsinghpur",CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-JAGATSINGHPUR,Tender Online - 08 of 2025-26,2025_CERWI_120889_10,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"5,870",Yes,fixed,,Nil,Nil,07-Nov-2025 11:00 AM,15-Nov-2025 11:00 AM,07-Nov-2025 11:00 AM,14-Nov-2025 05:00 PM,07-Nov-2025 11:00 AM ,13-Nov-2025 03:00 PM ,07-Nov-2025 11:00 AM,14-Nov-2025 05:00 PM,S/R to to L022-Karamanga to Mulugaon Road for the year 2025-26,S/R to to L022-Karamanga to Mulugaon Road for the year 2025-26,Please refer Tender documents. ,NA ,"5,87,000",Civil Works - Roads,NA ,Tender,90.0,30.0,Jagatsinghpur,754103.0,NA ,NA ,NA ,"O/O the Suptd. Engineer, R. W. Division,",No ,No,AOC,eerwd,Internal,,Dipika Majhi,06-May-2026 12:55 PM,finsummary_562342.pdf (732.77 KB),eerwd,Internal,,Dipika Majhi,07-Jan-2026 04:11 PM,techsummary_562342.pdf (732.77 KB),1,3210185,BIBHUTI BHUSAN RAY,10-Nov-2025 11:09 PM,Rejected-Technical,L2 bidder,07-Jan-2026 04:11 PM,CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-JAGATSINGHPUR,2025_CERWI_120889_10,Tender Online - 08 of 2025-26,S/R to to L022-Karamanga to Mulugaon Road for the year 2025-26,1.0,3217072.0,SOUMYA RANJAN DAS,INR,"499,084",14-May-2026,"INR 499,084",30.0,Dipika Majhi,14-May-2026 10:48 AM,8640.pdf (2172.00 KB),AoC,Finance,Summary,Aniruddha Dora,08-Dec-2025 03:38 PM,finance_562342.pdf,BOQ Comparative Chart,AOC
,,.xls,BOQ,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2,3217305,BIJAYA BHOL,12-Nov-2025 02:01 PM,Rejected-Technical,L2 bidder,07-Jan-2026 04:11 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,3223888,JAGANNATH NAYAK,14-Nov-2025 11:57 AM,Rejected-Technical,L2 bidder,07-Jan-2026 04:11 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,3224715,M/S SUSIL MALLICK,14-Nov-2025 02:28 PM,Rejected-Technical,L2 bidder,07-Jan-2026 04:11 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,3224528,NAGENDRA JENA,14-Nov-2025 03:15 PM,Rejected-Technical,L2 bidder,07-Jan-2026 04:11 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,3223264,PRADEEP KUMAR DAS,14-Nov-2025 10:19 AM,Rejected-Technical,L2 bidder,07-Jan-2026 04:11 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,3223153,Ranjan Kumar Jena,14-Nov-2025 01:00 PM,Rejected-Technical,L2 bidder,07-Jan-2026 04:11 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,3225183,RANJANKUMARPOLEI,14-Nov-2025 03:46 PM,Rejected-Technical,L2 bidder,07-Jan-2026 04:11 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,3222707,SIDHANTA NAYAK,13-Nov-2025 08:07 PM,Rejected-Technical,L2 bidder,07-Jan-2026 04:11 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,3217072,SOUMYA RANJAN DAS,14-Nov-2025 12:13 PM,Accepted-AOC,L1 bidder,14-May-2026 10:48 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
