Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper cost, EMD in online mode, RC, PAN, GSTIN, Affidavit and others as per DTCN","4,000",0.0,Nil,Nil,No,1.0,ICICI BANK,CE RW I||RWCIRCLE-ANGUL||RWDIVISION-DHENKANAL,Online DKL-08/2025-26,2025_CERWI_121438_41,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"5,850",Yes,percentage,1.0%,Nil,Nil,18-Nov-2025 09:00 AM,24-Nov-2025 04:00 PM,18-Nov-2025 09:00 AM,24-Nov-2025 02:00 PM,NA ,NA ,18-Nov-2025 09:00 AM,24-Nov-2025 02:00 PM,S/R to T4 ODR Dhenkanal Sankarpur to Padmanavpur road for the year 2025-26,S/R to T4 ODR Dhenkanal Sankarpur to Padmanavpur road for the year 2025-26,Please refer Tender documents. ,NA ,"5,85,000",Civil Works - Roads,NA ,Tender,90.0,60.0,Dhenkanal,759001.0,NA ,NA ,NA ,"SE, RW Division, Dhenkanal",No ,No,"SE, RW Division, Dhenkanal","SE, RW Division, Dhenkanal",AOC,SE,Internal,DAO Estimator,Sonali Sucharita Rout,10-May-2026 10:24 PM,techsummary_565242.pdf (83.63 KB),SE,Internal,DAO Estimator,Sonali Sucharita Rout,10-May-2026 10:28 PM,finsummary_565242.pdf (83.63 KB),Finance,opened,Sonali Sucharita Rout,27-Nov-2025 10:26 AM,,BOQ Comparative Chart,10-May-2026,"INR 496,926.12",60.0,Sonali Sucharita Rout,10-May-2026 10:34 PM,Tender_Comm.pdf (84.00 KB),Awarded,1,3247096,ANGADA KUMAR NAYAK,23-Nov-2025 02:14 PM,Rejected-Finance,Not Awarded,10-May-2026 10:28 PM,CE RW I||RWCIRCLE-ANGUL||RWDIVISION-DHENKANAL,2025_CERWI_121438_41,Online DKL-08/2025-26,S/R to T4 ODR Dhenkanal Sankarpur to Padmanavpur road for the year 2025-26,1.0,3245473.0,JAYALAXMI NATH,INR,"496,926.12",AOC
,,.xls,BOQ,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,2,3250519,AVAYA KUMAR ROUT,24-Nov-2025 01:13 PM,Rejected-Finance,Not Awarded,10-May-2026 10:28 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,3,3244189,DILLIP KUMAR DAS,21-Nov-2025 01:44 PM,Rejected-Finance,Not Awarded,10-May-2026 10:28 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,4,3247352,DILLIP KUMAR JENA,23-Nov-2025 12:57 AM,Rejected-Finance,Not Awarded,10-May-2026 10:28 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,5,3245473,JAYALAXMI NATH,21-Nov-2025 09:04 PM,Accepted-AOC,Awarded,10-May-2026 10:34 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,6,3247916,M/S. RAJ RIYANSH CONSTRUCTIONS,23-Nov-2025 02:32 PM,Rejected-Finance,Not Awarded,10-May-2026 10:28 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,7,3248660,"M/S SAI SHREE CONSTRUCTIONS, PROP. SANGYASENI ROUT",23-Nov-2025 06:53 PM,Rejected-Finance,Not Awarded,10-May-2026 10:28 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,8,3249506,ROSALIN NAYAK,24-Nov-2025 09:40 AM,Rejected-Finance,Not Awarded,10-May-2026 10:28 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,9,3245612,Sudhansu Kumar Dhal,22-Nov-2025 05:39 PM,Rejected-Finance,Not Awarded,10-May-2026 10:28 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,10,3248402,SUJIT KUMAR MAHAMANSINGH,23-Nov-2025 04:57 PM,Rejected-Finance,Not Awarded,10-May-2026 10:28 PM,,,,,,,,,,AOC
