Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
EIC-CIVIL||SERNB-CIRCLE-KHURDA||EE Nayagarh Rnb Division,eTCN08 of 2025-2026,2025_EICCL_119934_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Superintending Engineer,"O/o the S.E RandB Division, Nayagarh",1.0,Fee/PreQual/Technical/Finance,.pdf,"LICENCE, PAN, GST, AFFIDAVIT etc.",24-Oct-2025 11:00 AM,30-Oct-2025 11:00 AM,24-Oct-2025 11:00 AM,29-Oct-2025 05:00 PM,NA ,NA ,24-Oct-2025 11:00 AM,29-Oct-2025 05:00 PM,1.0,ICICI BANK,Construction of Approach road in OAV at Nuagaon under Nuagaon Block in the District of Nayagarh for the year 2025-26,Construction of Approach road in OAV at Nuagaon under Nuagaon Block in the District of Nayagarh for the year 2025-26,Please refer Tender documents. ,NA ,"34,95,875",Civil Works - Buildings,NA ,Tender,90.0,60.0,Khandapada,752069.0,NA ,NA ,NA ,"O/o the S.E RandB Division, Nayagarh",No ,No,1.0,Date Extension,Date,,"34,959",Yes,percentage,1.0%,Nil,Nil,"6,000",0.0,Nil,Nil,No,AOC,11-May-2026,"INR 3,495,875",60.0,Sudipta Panda,11-May-2026 06:53 PM,WoApproachRoadOAVNuagaon.pdf (1015.00 KB),1,3164551,AJAYA KUMAR SAHOO,28-Oct-2025 07:32 PM,Rejected-Finance,Selected through transparency lottery,11-May-2026 06:49 PM,Sanjib Kumar Behera,Internal,,Sudipta Panda,11-May-2026 06:38 PM,techsummary_557849.pdf (2035.22 KB),Sanjib Kumar Behera,Internal,,Sudipta Panda,11-May-2026 06:49 PM,finsummary_557849.pdf (584.52 KB),EIC-CIVIL||SERNB-CIRCLE-KHURDA||EE Nayagarh Rnb Division,2025_EICCL_119934_2,eTCN08 of 2025-2026,Construction of Approach road in OAV at Nuagaon under Nuagaon Block in the District of Nayagarh for the year 2025-26,1.0,3165951.0,SASMITA KHANDA,INR,"3,495,875",Finance,s,Sudipta Panda,11-May-2026 06:33 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2,3164565,AKASH PANDA,28-Oct-2025 07:44 PM,Rejected-Finance,Selected through transparency lottery,11-May-2026 06:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,3162821,AMARESH SAHOO,28-Oct-2025 12:30 PM,Rejected-Finance,Selected through transparency lottery,11-May-2026 06:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,3165992,ANANDA PRADHAN,29-Oct-2025 02:20 PM,Rejected-Finance,Selected through transparency lottery,11-May-2026 06:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,3163984,ARUN SAHOO,28-Oct-2025 04:18 PM,Rejected-Finance,Selected through transparency lottery,11-May-2026 06:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6,3166151,ATYANTA DALABEHERA,29-Oct-2025 03:29 PM,Rejected-Finance,Selected through transparency lottery,11-May-2026 06:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,7,3165660,BAIJAYANTI SAHOO,29-Oct-2025 01:31 PM,Rejected-Finance,Selected through transparency lottery,11-May-2026 06:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,8,3165820,BAIKUNTHANATH SAHU,29-Oct-2025 01:18 PM,Rejected-Finance,Selected through transparency lottery,11-May-2026 06:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,9,3164271,BANAMALI MISHRA,28-Oct-2025 05:33 PM,Rejected-Finance,Selected through transparency lottery,11-May-2026 06:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,10,3166391,BAPU LINGARAJ PRASAD,29-Oct-2025 04:45 PM,Rejected-Finance,Selected through transparency lottery,11-May-2026 06:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
