S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Bank Name,Tender Stage
1.0,3434063.0,SAHIL CONSTRUCTION,INR,"839,328",Finance,Downloaded,Puspanjali Behera,02-Apr-2026 04:07 PM,,BOQ Comparative Chart,Superintending Engineer,Internal,"DAO, Estimator",Puspanjali Behera,02-Apr-2026 04:20 PM,finsummary_584794.pdf (344.80 KB),CE RW I||RWCIRCLE-KENDRAPARA||RW Division II-Jajpur,2026_CERWI_127169_2,Tender Online JJPR-II-09 of 2025-26,S/R to Bandhadiha Janak road for the year 2025-26,Superintending Engineer,Internal,"DAO, Estimator",Puspanjali Behera,02-Apr-2026 04:14 PM,techsummary_584794.pdf (213.81 KB),1,3432721,ALOK KUMAR PRUSTY,16-Mar-2026 12:48 PM,Rejected-Finance,Not selected in the lottery,02-Apr-2026 04:20 PM,02-Apr-2026,"INR 839,328",10.0,Puspanjali Behera,25-May-2026 11:49 AM,501.pdf (64.00 KB),AOC,11-Mar-2026 04:00 PM,17-Mar-2026 05:30 PM,11-Mar-2026 04:00 PM,17-Mar-2026 05:00 PM,11-Mar-2026 04:00 PM ,16-Mar-2026 04:00 PM ,11-Mar-2026 04:00 PM,17-Mar-2026 05:00 PM,S/R to Bandhadiha Janak road for the year 2025-26,S/R to Bandhadiha Janak road for the year 2025-26,Please refer Tender documents. ,NA ,"8,40,000",Civil Works - Roads,NA ,Tender,90.0,10.0,Jaraka,755050.0,NA ,NA ,NA ,Jaraka,No ,No,"8,400",Yes,fixed,,Nil,Nil,CE RW I||RWCIRCLE-KENDRAPARA||RW Division II-Jajpur,Tender Online JJPR-II-09 of 2025-26,2026_CERWI_127169_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Paper Cost, EMD, PAN, GSTIN, REGISTRATION CERTIFICATE","4,000",0.0,Nil,Nil,No,Superintending Engineer,"O/o the Superintending Engineer, Rural Works Division-II, Jajpur at Jaraka",1.0,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3433696,ASHIS KUMAR BAL,16-Mar-2026 06:27 PM,Rejected-Finance,Not selected in the lottery,02-Apr-2026 04:20 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"No Relation certificate, affidavit regarding correctness certificate and other documents as per DTCN",,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3434191,DILLIP KUMAR BEHERA,17-Mar-2026 12:34 PM,Rejected-Finance,Not selected in the lottery,02-Apr-2026 04:20 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3434063,SAHIL CONSTRUCTION,17-Mar-2026 03:29 PM,Accepted-AOC,The work has been awarded to Sahil Construction,25-May-2026 11:50 AM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
