Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage
Finance,Opened,Mausumi Mishra,31-Jan-2026 11:34 AM,,BOQ Comparative Chart,1.0,3371772.0,M/S PRALAYA SAMAL,INR,"3,446,203.08",CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-NIMAPADA,2026_CERWI_124966_1,Tender Online Divn.NPR-14/2025-26,Periodical Maintenance of Astaranga to Papira road for the year 2025-26,"S.E RW Division, Nimapara",Internal,"DAO, Estimator, AEE, RW, Sub-Division, Nimapara/ Konark",Rasmita Sahoo,02-Mar-2026 07:57 PM,finsummary_577362.pdf (753.45 KB),"DAO, Estimator, AEE, RW, Sub-Division, Nimapara/ Konark",Internal,"DAO, Estimator, AEE, RW, Sub-Division, Nimapara/ Konark",Mausumi Mishra,07-Feb-2026 06:09 PM,techsummary_577362.pdf (753.10 KB),04-Mar-2026,"INR 3,446,203.08",90.0,Mausumi Mishra,14-May-2026 07:14 PM,Papira.pdf (741.00 KB),1,3371739,BISWA RANJAN LENKA,29-Jan-2026 12:31 PM,Rejected-Finance,Not Selected in lottery system,02-Mar-2026 07:57 PM,AOC,22-Jan-2026 11:30 AM,30-Jan-2026 11:00 AM,22-Jan-2026 11:30 AM,29-Jan-2026 05:00 PM,22-Jan-2026 11:30 AM ,29-Jan-2026 01:00 PM ,22-Jan-2026 11:30 AM,29-Jan-2026 05:00 PM,Periodical Maintenance of Astaranga to Papira road for the year 2025-26,Road Work,Please refer Tender documents. ,NA ,"40,63,000",Civil Works - Roads,NA ,Tender,90.0,90.0,Nimapara,752106.0,NA ,NA ,NA ,"O/O THE SUPERINTENDING ENGINEER, R.W.D, NIMAPARA",No ,No,"40,630",Yes,percentage,1.0%,Nil,Nil,CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-NIMAPADA,Tender Online Divn.NPR-14/2025-26,2026_CERWI_124966_1,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"PAPER COST, EMD, PAN, GSTIN, RC, AFFIDAVIT AND OTHER DOCUMENTS AS PER DTCN","SUPERINTENDING ENGINEER, R.W DIVISION, NIMAPARA","O/O THE SUPERINTENDING ENGINEER, R.W.D, NIMAPARA",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3372508,KUNAL UNDERTAKINGS LIMITED,29-Jan-2026 03:53 PM,Rejected-Finance,Not Selected in lottery system,02-Mar-2026 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,BOQ,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3372501,MONALISA DAS,29-Jan-2026 03:53 PM,Rejected-Finance,Not Selected in lottery system,02-Mar-2026 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3371772,M/S PRALAYA SAMAL,29-Jan-2026 12:16 PM,Accepted-AOC,Work has been awarded,14-May-2026 07:14 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3372060,RASHMIRANJAN BARIK,29-Jan-2026 01:56 PM,Rejected-Finance,Not Selected in lottery system,02-Mar-2026 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3372598,SAGAR CHANDRA NAYAK,29-Jan-2026 04:39 PM,Rejected-Finance,Not Selected in lottery system,02-Mar-2026 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3365603,SUBHRAMANYU BISWAL,26-Jan-2026 10:15 PM,Rejected-Finance,Not Selected in lottery system,02-Mar-2026 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
