S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
1.0,3482757.0,LAXMI TRADERS,INR,"4,533,593",Finance,ok,Nilakantha Kisan,18-May-2026 11:59 AM,finance_588991.pdf,BOQ Comparative Chart,Nimai Charan Panda,Internal,,Nilakantha Kisan,30-May-2026 11:14 AM,finsummary_588991.pdf (258.63 KB),Municipal Bodies||Belpahar Municipal Council,2026_ORULB_128537_2,EO/BPHM/02/26-27,Open space development at Crematorium in W.N.-3,Nimai Charan Panda,Internal,,Nilakantha Kisan,30-May-2026 10:45 AM,techsummary_588991.pdf (258.63 KB),1,3483627,ABINASH SINGH THAKUR,11-May-2026 10:34 AM,Rejected-AOC,Not win the lottery,30-May-2026 11:22 AM,30-May-2026,"INR 4,533,593",150.0,Nilakantha Kisan,30-May-2026 11:22 AM,2.pdf (245.00 KB),AOC,Municipal Bodies||Belpahar Municipal Council,EO/BPHM/02/26-27,2026_ORULB_128537_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Executive Officer,Belpahar Municipality",At/Po-Belpahar Dist-Jharsuguda Odisha-768218,"6,000",0.0,Nil,Nil,No,"45,336",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,Open space development at Crematorium in W.N.-3,Open space development at Crematorium in W.N.-3,Please refer Tender documents. ,NA ,"45,33,593",Civil Works - Others,NA ,Tender,90.0,150.0,Belpahar Municipality,768218.0,NA ,NA ,NA ,Belpahar Municipality Office,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Scanned copies of required documents as per DTCN,30-Apr-2026 10:00 AM,12-May-2026 11:00 AM,30-Apr-2026 10:00 AM,11-May-2026 05:00 PM,NA ,NA ,30-Apr-2026 10:00 AM,11-May-2026 05:00 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3482917,Chaturbhuja Seth,10-May-2026 10:55 PM,Rejected-AOC,Not win the lottery,30-May-2026 11:22 AM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copies of online deposit receipt of EMD and cost of bid documents,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3484975,JOJHAL SATYAM DORA,11-May-2026 04:07 PM,Rejected-AOC,Not win the lottery,30-May-2026 11:22 AM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3482757,LAXMI TRADERS,10-May-2026 09:02 PM,Accepted-AOC,Tender finalised through transparent lottery system drawn among L1 bidders and winner of lottery,30-May-2026 11:22 AM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3482251,RATHA CONSTRUCTION PRIVATE LIMITED,10-May-2026 05:18 PM,Rejected-AOC,Not win the lottery,30-May-2026 11:22 AM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3478934,SADBHAWANA CONSTRUCTION,08-May-2026 12:18 AM,Rejected-AOC,Not win the lottery,30-May-2026 11:22 AM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
