EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"49,000",Yes,fixed,,Nil,Nil,1,ICICI BANK,Superintending Engineer Angul R and B Division,O/O the Superintending Engineer Angul RB Division,"Construction of 3ph 3w 11kv, 3p4w LT line due to widening and strengthening of Badakera Maidharpur road from 15.0km to 23.732km (Beda chhak to Kansara) in Angul district for the year 2025-26.","Construction of 3ph 3w 11kv, 3p4w LT line due to widening and strengthening of Badakera Maidharpur road from 15.0km to 23.732km (Beda chhak to Kansara) in Angul district for the year 2025-26.",Please refer Tender documents. ,NA ,"48,98,587",Electrical Works,NA ,Tender,90.0,180.0,ANGUL,759122.0,NA ,NA ,NA ,O/O the Superintending Engineer Angul RB Division,No ,No,12-Sep-2025 02:40 PM,23-Sep-2025 11:00 AM,12-Sep-2025 02:40 PM,22-Sep-2025 05:00 PM,NA ,NA ,12-Sep-2025 02:40 PM,22-Sep-2025 05:00 PM,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Bid Cost and EMD online, GSTIN, PAN, RC, Affidavit, and Other documents as per DTCN.",EIC-CIVIL||SERNB-CIRCLE-DHENKANAL||EERNB Angul Division,SE (R and B) Angul-32/ 2025-26,2025_EICCL_117950_6,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,PK HARIPAL,Internal,K BEHERA Sr. DAO G RATHA AEE OSD,Pratap Kumar Haripal,15-May-2026 10:39 AM,finsummary_552283.pdf (477.98 KB),EIC-CIVIL||SERNB-CIRCLE-DHENKANAL||EERNB Angul Division,2025_EICCL_117950_6,SE (R and B) Angul-32/ 2025-26,"Construction of 3ph 3w 11kv, 3p4w LT line due to widening and strengthening of Badakera Maidharpur road from 15.0km to 23.732km (Beda chhak to Kansara) in Angul district for the year 2025-26.",1.0,3094513.0,M/S JAY MAA TARINI ELECTRICAL AND CONSTRUCTION,INR,"4,164,289",Finance,The validity of the tender is subject to the result of detail scrutiny of documents submitted by the bidder online.,Kapilendra Behera,09-Mar-2026 05:14 PM,finance_552283.pdf,BOQ Comparative Chart,1,3095391,AYUSH POWER INFRASTRUCTURE,22-Sep-2025 04:42 PM,Rejected-AOC,Lottery looser,15-May-2026 10:43 AM,15-May-2026,"INR 4,164,289",180.0,Pratap Kumar Haripal,15-May-2026 10:43 AM,WO.pdf (784.00 KB),Agreement No. 1367 P1 of 2025-26 (Contract value excluding GST) Date of Commencement- 19.11.2025 Date of Completion- 18.05.2026,PK HARIPAL,Internal,K BEHERA Sr. DAO G RATHA AEE OSD,Pratap Kumar Haripal,15-May-2026 10:36 AM,techsummary_552283.pdf (371.34 KB),AOC
,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3094513,M/S JAY MAA TARINI ELECTRICAL AND CONSTRUCTION,22-Sep-2025 01:33 PM,Accepted-AOC,Lottery winner,15-May-2026 10:43 AM,,,,,,,,,,,,,,AOC
