Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3230065,ASIT KUMAR BHUYAN,16-Nov-2025 08:50 PM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 04:08 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3231975,ASIT KUMAR ROUT,17-Nov-2025 01:54 PM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 04:08 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,3218769,ASUTOSH PANDA,13-Nov-2025 05:34 PM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 04:08 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3182461,Bibhuti Bhusan Mohapatra,12-Nov-2025 12:40 PM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 04:08 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,3229374,BICHITRA KUMAR NATH,16-Nov-2025 02:07 PM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 04:08 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,3231321,BIJAYA KUMAR ROUT,17-Nov-2025 12:16 PM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 04:08 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,3214450,Bikramjit Barik,12-Nov-2025 02:14 PM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 04:08 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,3232426,BISWADEEP NAYAK,17-Nov-2025 03:11 PM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 04:08 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,3227436,BISWAJIT DAS,15-Nov-2025 01:56 PM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 04:08 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,3223639,DIVYA DEVI PATRA,17-Nov-2025 01:27 PM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 04:08 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,3231147,DURGA PRASAD BEHERA,17-Nov-2025 02:03 PM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 04:08 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,3212028,GOLAK BIHARI PATI,11-Nov-2025 10:48 PM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 04:08 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,3229407,HRUSEKESH NATH,16-Nov-2025 02:28 PM,Accepted-AOC,awarded,21-May-2026 01:43 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,3228303,JYOTI RANJAN NAYAK,15-Nov-2025 09:33 PM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 04:08 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,3232027,KALI PRASAD PANIGRAHI,17-Nov-2025 02:23 PM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 04:08 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,3232385,KALPATARU BEHERA,17-Nov-2025 04:41 PM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 04:08 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,3222109,KARUNAKAR BEHERA,14-Nov-2025 05:53 PM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 04:08 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,3226621,KISHORE KUMAR MOHANTY,15-Nov-2025 10:52 AM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 04:08 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,3228168,MADHUSMITA NAYAK,15-Nov-2025 06:49 PM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 04:08 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,3203886,MANA MISHRA,13-Nov-2025 07:42 AM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 04:08 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,3232858,MANAS RANJAN SAMAL,17-Nov-2025 04:24 PM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 04:08 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,3232598,Manoj Kumar Mohapatra,17-Nov-2025 04:18 PM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 04:08 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,3231708,MUKESH KUMAR SAHOO,17-Nov-2025 01:01 PM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 04:08 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,3231074,NIRAKAR SAMAL,17-Nov-2025 01:54 PM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 04:08 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,3229795,NITYA PRAKASH ROUT,16-Nov-2025 08:23 PM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 04:08 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,3207007,PRADEEP KUMAR BEHERA,14-Nov-2025 07:46 PM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 04:08 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,3232161,PRAJNYA RANJAN NAYAK,17-Nov-2025 02:11 PM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 04:08 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,3232370,Priyabrata Behera,17-Nov-2025 02:58 PM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 04:08 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,3232097,PRIYARANJAN NAYAK,17-Nov-2025 02:01 PM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 04:08 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,3231041,RABINDRA MOHAN DAS,17-Nov-2025 11:17 AM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 04:08 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,3230408,Rajalaxmi Dash,16-Nov-2025 11:34 PM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 04:08 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,3232170,Raj Kumar Sahoo,17-Nov-2025 02:15 PM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 04:08 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,3229032,Raj Ranjan Das,17-Nov-2025 03:28 PM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 04:08 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,3227288,RAKESH KUMAR GHADAI,15-Nov-2025 01:23 PM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 04:08 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,3231009,RATIKANTA NAYAK,17-Nov-2025 11:12 AM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 04:08 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,3225700,Rishab parida,14-Nov-2025 07:13 PM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 04:08 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,3232086,SAMBIT SEKHAR BISWAL,17-Nov-2025 02:00 PM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 04:08 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,3229230,SAMIKSHYA BEURA,16-Nov-2025 01:06 PM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 04:08 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,3212895,SAPAN KUMAR MOHANTY,11-Nov-2025 03:14 PM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 04:08 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,3226797,SARASWAT MISHRA,15-Nov-2025 12:12 PM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 04:08 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,3228908,SATABADI PRIYADARSHINI RAY,16-Nov-2025 11:43 AM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 04:08 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,3230568,SATYABRATA DHAL,17-Nov-2025 08:18 AM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 04:08 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,3221019,Shantanu Maity,13-Nov-2025 03:31 PM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 04:08 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,3228465,SOUMYAKANTA NAYAK,15-Nov-2025 09:16 PM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 04:08 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,3197230,SOUMYA RANJAN MISHRA,08-Nov-2025 01:36 PM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 04:08 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,3226253,SOUMYA RANJAN MOHAPATRA,15-Nov-2025 08:06 PM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 04:08 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,3232395,Sudhakar Nayak,17-Nov-2025 02:56 PM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 04:08 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,3223010,SUKTI MAHAPATRA,13-Nov-2025 11:13 PM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 04:08 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,3232934,SUMAN PRIYADARSANI MOHANTY,17-Nov-2025 04:30 PM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 04:08 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,3231670,SUNIL KUMAR MOHAPATRA,17-Nov-2025 01:25 PM,Rejected-Finance,defeated in transparent lotterydefeated in transparent lottery,02-Feb-2026 04:08 PM,,,,,,,,,,,,,,AOC
