S.No,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,DATE CORRIGENDUM,Date,,1.0,Fee/PreQual/Technical,.pdf,"RC, GST, PAN AND OTHER DOCUMENTS AS PER DETAILED TENDER CALL NOTICE AND ANNEXURE CONDITIONS",08-Nov-2024 12:30 PM,22-Nov-2024 05:30 PM,08-Nov-2024 12:30 PM,22-Nov-2024 05:00 PM,NA ,NA ,08-Nov-2024 12:30 PM,22-Nov-2024 05:00 PM,30-Dec-2024 04:10 PM,1.0,ICICI BANK,EIC-CIVIL||SERNB-CIRCLE-RAYAGADA||EERNB DIVN RAYAGADA I,RC(RANDB)RGD 09/2024-25,2024_EICCL_106312_3,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,Construction of Paddy procurement centre at Kumbhikota in the Dist. of Rayagada,Construction of Paddy procurement centre at Kumbhikota in the Dist. of Rayagada,Please refer Tender documents. ,NA ,"59,60,421",Civil Works - Buildings,"EI,PH ",Tender,90.0,150.0,"RAYAGADA R AND B DIVISION I, RAYAGADA",765001.0,NA ,NA ,NA ,"RAYAGADA R AND B DIVISION I, RAYAGADA",No ,No,"SUPERINTENDING ENGINEER, RAYAGADA R AND B DIVISION","OFFICE OF THE SUPERINTENDINGENGINEER, RAYAGADA R AND B DIVISION I, RAYAGADA ODISHA 765001","10,000",0.0,Nil,Nil,No,"60,200",Yes,fixed,,Nil,Nil,AOC,1,2659669,MELAKA MANIKA RAO,22-Nov-2024 03:43 PM,Rejected-AOC,Disqualified after transparent lottery,13-May-2026 08:48 PM,30-May-2026,"INR 5,066,953.86",150.0,Pratima Sabar,13-May-2026 08:48 PM,Workorder.pdf (134.00 KB),"Superintending Engineer, Rayagada (RandB) Division No I, Rayagada",Internal,"EE estimator, JE estimator, DAO Rayagada (RandB) Division No I",Pratima Sabar,30-Dec-2024 04:08 PM,30-Dec-2024 04:10 PM,techsummary_514048.pdf (736.18 KB),Finance,3 nos bidder BOQ document downloaded.,Pratima Sabar,13-May-2026 08:25 PM,finance_514048.pdf,BOQ Comparative Chart,EIC-CIVIL||SERNB-CIRCLE-RAYAGADA||EERNB DIVN RAYAGADA I,2024_EICCL_106312_3,RC(RANDB)RGD 09/2024-25,Construction of Paddy procurement centre at Kumbhikota in the Dist. of Rayagada,Technical,TENDER EVALAUATION SUMMARY,Pratima Sabar,30-Dec-2024 04:06 PM,technical_514048.pdf,Superitending_Engineer_R-B_Rayagada,Internal,"JE Estimator. EE Estimator, DAO",Pratima Sabar,13-May-2026 08:31 PM,finsummary_514048.pdf (66.71 KB),1.0,2650088.0,"M/S D.S. ENGINEERING AND SERVICES, PROP-SUPRIYA DAS",INR,"5,066,953.86",AOC
,,,,2.0,Finance,.xls,BILL OF QUANTITY,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,2650088,"M/S D.S. ENGINEERING AND SERVICES, PROP-SUPRIYA DAS",20-Nov-2024 06:53 PM,Accepted-AOC,Qualified in transparent lottery system.,13-May-2026 08:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2658778,SOUMYENDRANATH POLAI,21-Nov-2024 09:15 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,30-Dec-2024 04:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2659655,SRI UMASANKAR TURUK,22-Nov-2024 03:39 PM,Rejected-Finance,Disqualified,13-May-2026 08:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2659421,YUDHISTIR BIDIKA,22-Nov-2024 02:06 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,30-Dec-2024 04:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
