Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
"Executive Officer,Gunupur Municipality",Internal,"Municipal Engineer Gunupur Municipality, Asst. Colloctor, O/o Sub-Collector, Gunupur , Executive Officer,Gunupur Municipality, Chairperson Gunupur Municipality",Santosha Kumar Naik,04-Apr-2026 05:55 PM,techsummary_584973.pdf (1224.92 KB),07-May-2026,"INR 4,629,350",120.0,Dandapati Yudhistir,07-May-2026 09:03 PM,3wo.pdf (326.00 KB),the total contract value includes GST,1,3436127,Abani Ranjan Panigrahi,22-Mar-2026 11:18 AM,Rejected-AOC,Unsuccessful bidder in transparent lottery process,07-May-2026 09:03 PM,1.0,3436169.0,Simadri Trinath Rao,INR,"4,629,350",Finance,OPENED,Santosha Kumar Naik,04-Apr-2026 04:53 PM,finance_584973.pdf,BOQ Comparative Chart,"Executive Officer,Gunupur Municipality",Internal,"Municipal Engineer Gunupur Municipality, Asst. Colloctor, O/o Sub-Collector, Gunupur , Executive Officer,Gunupur Municipality, Chairperson Gunupur Municipality",Santosha Kumar Naik,10-Apr-2026 09:35 PM,finsummary_584973.pdf (2231.30 KB),Municipal Bodies||Gunupur Municipal Council,2026_ORULB_127146_3,GUN-MUN-79/2025-26,Improvement of Smashan Ghat near Bhuteswar Temple in Ward No.15,AOC,Municipal Bodies||Gunupur Municipal Council,GUN-MUN-79/2025-26,2026_ORULB_127146_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,1.0,ICICI BANK,Executive officer Gunupur Municipality,Executive officer Gunupur Municipality,12-Mar-2026 11:00 AM,23-Mar-2026 11:00 AM,12-Mar-2026 11:00 AM,22-Mar-2026 05:00 PM,NA ,NA ,12-Mar-2026 11:00 AM,22-Mar-2026 05:00 PM,Improvement of Smashan Ghat near Bhuteswar Temple in Ward No.15,Improvement of Smashan Ghat near Bhuteswar Temple in Ward No.15,Please refer Tender documents. ,NA ,"39,23,178",Civil Works - Others,NA ,Tender,90.0,120.0,Gunupur Municpality area,765022.0,NA ,NA ,NA ,Gunupur Municipality office,No ,No,"6,000",0.0,Nil,Nil,No,"39,232",Yes,percentage,1.0%,Nil,Nil,AOC
,,,,,,,,,,,,,2,3437627,BALAJI BAURI (SC),21-Mar-2026 10:39 AM,Rejected-AOC,Unsuccessful bidder in transparent lottery process,07-May-2026 09:03 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,.xls,BOQ,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,3,3431091,BALAJI PANIGRAHI,14-Mar-2026 08:26 PM,Rejected-AOC,Unsuccessful bidder in transparent lottery process,07-May-2026 09:03 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,3435023,BHASKAR BARADO,18-Mar-2026 05:24 PM,Rejected-AOC,Unsuccessful bidder in transparent lottery process,07-May-2026 09:03 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,3438423,CHANDRA SEKHAR SAHUKAR,22-Mar-2026 02:45 PM,Rejected-AOC,Unsuccessful bidder in transparent lottery process,07-May-2026 09:03 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3436010,CHINNARI VENKATA KRISHNA RAO,19-Mar-2026 03:15 PM,Rejected-AOC,Unsuccessful bidder in transparent lottery process,07-May-2026 09:03 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3431711,Dileep Kumar Choudhury,15-Mar-2026 05:49 PM,Rejected-AOC,Unsuccessful bidder in transparent lottery process,07-May-2026 09:03 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3437642,GANESH BAURI,21-Mar-2026 11:00 AM,Rejected-AOC,Unsuccessful bidder in transparent lottery process,07-May-2026 09:03 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3438031,GUNTAMUKALA GOWRI SANKAR RAO,21-Mar-2026 05:58 PM,Rejected-AOC,Unsuccessful bidder in transparent lottery process,07-May-2026 09:03 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3438445,JANI VENKATA RAO BAURI,22-Mar-2026 04:09 PM,Rejected-AOC,Unsuccessful bidder in transparent lottery process,07-May-2026 09:03 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
