Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,12,3448746,M/S KALINGA METAL PRODUCT (PROP. SMT BASANTILATA MOHANTY,07-Apr-2026 07:10 AM,Rejected-Finance,LOOSER OF THE LOTTERY,30-May-2026 04:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,13,3448721,"M/S MOHANTY INDUSTRIAL ENTERPRISERS -PROPRIETOR ,MALAYA KUMAR MOHANTY",06-Apr-2026 10:57 PM,Rejected-Finance,LOOSER OF THE LOTTERY,30-May-2026 04:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,14,3445268,M/s Pati Enterprises,05-Apr-2026 05:23 PM,Rejected-Finance,LOOSER OF THE LOTTERY,30-May-2026 04:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,15,3447881,M/S. RENUBALA ENTERPRISERS (PROP - RENUBALA DASH),06-Apr-2026 12:54 PM,Rejected-Finance,LOOSER OF THE LOTTERY,30-May-2026 04:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,16,3443176,M/S SAIKRUPA ENTERPRISERS (PROP.UMESH CHANDRA SWAIN),03-Apr-2026 04:34 PM,Rejected-Finance,LOOSER OF THE LOTTERY,30-May-2026 04:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,17,3446540,M/S SAI SHREE INDUSTRIES,06-Apr-2026 08:46 AM,Rejected-Finance,LOOSER OF THE LOTTERY,30-May-2026 04:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,18,3445178,M/S. SANJEEB ENTERPRISERS,05-Apr-2026 12:48 PM,Rejected-Finance,LOOSER OF THE LOTTERY,30-May-2026 04:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,19,3447919,M/S SHREE INDUSTRIES,07-Apr-2026 12:03 PM,Rejected-Finance,LOOSER OF THE LOTTERY,30-May-2026 04:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,20,3449011,ORIFEB INDUSTRIES,07-Apr-2026 09:37 AM,Rejected-Finance,LOOSER OF THE LOTTERY,30-May-2026 04:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,21,3448229,PRAGATI ENGINEERING,06-Apr-2026 02:04 PM,Rejected-Technical,NON RESPONSIVE DUE TO INSUFFICIENT FORM-J,30-May-2026 12:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,22,3448461,Sarkar Engineering Works,06-Apr-2026 04:55 PM,Rejected-Finance,LOOSER OF THE LOTTERY,30-May-2026 04:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,23,3445773,"Shree Jagannath Steel Industries, Prop. KRUSHNA CHANDRA SASMAL",03-Apr-2026 11:39 AM,Rejected-Finance,LOOSER OF THE LOTTERY,30-May-2026 04:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,24,3442519,SPS INDUSTRY,05-Apr-2026 01:22 PM,Rejected-Finance,LOOSER OF THE LOTTERY,30-May-2026 04:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,25,3442512,SUSHIL KUMAR DAS,05-Apr-2026 01:32 PM,Rejected-Finance,LOOSER OF THE LOTTERY,30-May-2026 04:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
