Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
Chief Engineer Mech - WR Bhubaneswar||SE Mechanical Circle Bhubaneswar||EE Mechanical Division Bhubaneswar,SE/MDB-30(D)/W/2025-26,2026_CEMWR_127633_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,26-Mar-2026 10:00 AM,07-Apr-2026 04:00 PM,26-Mar-2026 10:00 AM,07-Apr-2026 03:30 PM,26-Mar-2026 10:00 AM ,07-Apr-2026 03:30 PM ,26-Mar-2026 10:00 AM,07-Apr-2026 03:30 PM,"4,000",0.0,Nil,Nil,No,"8,200",No,fixed,,Nil,Nil,"Superintending Engineer, Mechanical Division, BBSR","O/o the Superintending Engineer, Mechanical Division, Bhubaneswar",1.0,ICICI BANK,"Supply, Fabrication, Transportation, Erection and Commissioning of Gates and hoists of Atri CD in Begunia block of Khordha District under MI Division, Khordha for the year of 2025-26.","Supply, Fabrication, Transportation, Erection and Commissioning of Gates and hoists of Atri CD in Begunia block of Khordha District under MI Division, Khordha for the year of 2025-26.",Please refer Tender documents. ,NA ,"8,16,873",Mechanical Works,NA ,Tender,90.0,20.0,"Begunia, Khordha",752062.0,NA ,NA ,NA ,Bhubaneswar,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC, GST, PAN, EPF, ESI, Affidavits and all other documents as per DTCN",AOC,1,3449035,ABHISEKH ENTERPRISERS,07-Apr-2026 10:55 AM,Rejected-Finance,LOOSER OF THE LOTTERY,30-May-2026 04:42 PM,30-May-2026,"INR 816,873.44",20.0,Jyoti Ranjan Pradhan,30-May-2026 05:07 PM,AOC30D.pdf (859.00 KB),"SE, MECHANICAL DIVISION, BBSR",Internal,"DAO, ESTIMATOR",Jyoti Ranjan Pradhan,30-May-2026 12:19 PM,techsummary_586425.pdf (921.00 KB),"SE, MECHANICAL DIVISION, BBSR",Internal,"DAO, ESTIMATOR",Jyoti Ranjan Pradhan,30-May-2026 04:42 PM,finsummary_586425.pdf (673.26 KB),Chief Engineer Mech - WR Bhubaneswar||SE Mechanical Circle Bhubaneswar||EE Mechanical Division Bhubaneswar,2026_CEMWR_127633_1,SE/MDB-30(D)/W/2025-26,"Supply, Fabrication, Transportation, Erection and Commissioning of Gates and hoists of Atri CD in Begunia block of Khordha District under MI Division, Khordha for the year of 2025-26.",1.0,3445406.0,M/S Abirvab Steel Product,INR,"816,873.44",Finance,25nos. of bids are downloaded. All the bids are admitted for technical evaluation.,Jyoti Ranjan Pradhan,07-Apr-2026 06:49 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC,2,3448377,"ACHYUTA NANDA SWAIN ,PROPRIETOR M/S. ADITYA ENTERPRISER.",07-Apr-2026 12:08 AM,Rejected-Finance,LOOSER OF THE LOTTERY,30-May-2026 04:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3445358,BANASHREE BHUYAN,07-Apr-2026 11:42 AM,Rejected-Finance,LOOSER OF THE LOTTERY,30-May-2026 04:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3445212,DASH ENGINEERING AND WORKS,05-Apr-2026 01:00 PM,Rejected-Finance,LOOSER OF THE LOTTERY,30-May-2026 04:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3445335,LAXMIDHRA BHUYAN,07-Apr-2026 08:51 AM,Rejected-Finance,LOOSER OF THE LOTTERY,30-May-2026 04:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3448841,MANGALA PRASAD PARIDA,07-Apr-2026 08:17 AM,Rejected-Technical,NON RESPONSIVE DUE TO INSUFFICIENT FORM-J,30-May-2026 12:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3445406,M/S Abirvab Steel Product,07-Apr-2026 09:59 AM,Accepted-AOC,LOTTERY WINNER AND SUCCESSFUL BIDDER,30-May-2026 05:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3442541,M/s. ASHIRBAD INDUSTRIES Prp. PRAKASH CHANDRA LENKA,06-Apr-2026 01:08 PM,Rejected-Finance,LOOSER OF THE LOTTERY,30-May-2026 04:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3445337,M/S Ashreebad Fabricators,07-Apr-2026 10:47 AM,Rejected-Finance,LOOSER OF THE LOTTERY,30-May-2026 04:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3442549,M/s. BHAGABATI INDUSTRIES Prop. NIRANJAN PANDA,06-Apr-2026 12:58 PM,Rejected-Finance,LOOSER OF THE LOTTERY,30-May-2026 04:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,11,3447843,M/S. DASH ENTERPRISERS (PROP - RAJEEB LOCHAN DASH),06-Apr-2026 01:23 PM,Rejected-Finance,LOOSER OF THE LOTTERY,30-May-2026 04:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
