Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
EXECUTIVE OFFICER,ANANDAPUR MUNICIPALITY,CONSTRUCTION OF CREMATORIUM AT WARD NO-13,CONSTRUCTION OF CREMATORIUM AT WARD NO-13,Please refer Tender documents. ,NA ,"5,08,994",Civil Works - Others,NA ,Tender,180.0,90.0,ANANDAPUR MUNICIPALITY,758021.0,NA ,NA ,NA ,ANANDAPUR MUNICIPALITY,No ,No,"4,000",0.0,Nil,Nil,No,Municipal Bodies||Anandapur Municipal Council,AM-ANDP-05/2025-26,2026_ORULB_126190_8,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Technical,1,ICICI BANK,"5,090",Yes,percentage,1.0%,Nil,Nil,19-Feb-2026 12:00 PM,27-Feb-2026 11:00 AM,19-Feb-2026 12:00 PM,26-Feb-2026 05:00 PM,NA ,NA ,19-Feb-2026 12:00 PM,26-Feb-2026 05:00 PM,AOC,26-May-2026,"INR 570,583",90.0,Debaprasad Bal,26-May-2026 11:33 AM,commite.pdf (170.00 KB),1,3412707,M/s. Shantiram Agency,26-Feb-2026 03:48 PM,Accepted-AOC,k,26-May-2026 11:33 AM,cp,Internal,,Debaprasad Bal,26-May-2026 11:26 AM,techsummary_581638.pdf (169.96 KB),Municipal Bodies||Anandapur Municipal Council,2026_ORULB_126190_8,AM-ANDP-05/2025-26,CONSTRUCTION OF CREMATORIUM AT WARD NO-13,cp,Internal,,Debaprasad Bal,26-May-2026 11:29 AM,finsummary_581638.pdf (169.96 KB),Finance,k,Debaprasad Bal,06-Mar-2026 05:17 PM,finance_581638.pdf,BOQ Comparative Chart,1.0,3412707.0,M/s. Shantiram Agency,INR,"570,583",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,financial,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,AOC,,,,,,,2,3412425,Sri Jagannath Agency and Consultancy Service,26-Feb-2026 03:49 PM,Rejected-Finance,k,26-May-2026 11:29 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
