Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
07-Nov-2025 10:00 AM,18-Nov-2025 11:00 AM,07-Nov-2025 10:00 AM,17-Nov-2025 05:00 PM,07-Nov-2025 10:00 AM ,17-Nov-2025 05:00 PM ,07-Nov-2025 10:00 AM,17-Nov-2025 05:00 PM,01-Dec-2025 10:00 AM,1.0,Fee/PreQual/Technical,.pdf,"Contractor R.C, PAN, GSTIN, Affidavits, NRC, undertaking and any other documents as per SBD/DTCN",AUL 15 Protection to Scoured bank of Nuna left on Gopalpur Akhadasahi OAE from RD 5350 M to 5423 M.,Protection to Scoured bank of Nuna left on Gopalpur Akhadasahi OAE from RD 5350 M to 5423 M.,Please refer Tender documents. ,NA ,"79,50,132",Civil Works - Others,NA ,Tender,90.0,180.0,Aul,754219.0,NA ,NA ,NA ,"S.E, Aul Embkt. Division, Aul",No ,No,"79,600",Yes,fixed,,Nil,Nil,"S.E, Aul Embkt. Division, Aul","S.E, Aul Embkt. Division, Aul-754219",CE AND BM MBBS CHANDIKOLE||EASTERN CIRCLE II CHANDIKOLE||AUL Embankment Div AUL,e-Procurement Notice No.AED-15 OF 2025-26,2025_AULE_120859_14,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,"10,000",Nil,Nil,No,AOC,AUL Embankment Div AUL,Internal,AUL Embankment Div AUL,Kshirod Kumar Mohapatra,22-Dec-2025 08:15 PM,finsummary_562092.pdf (470.08 KB),CE AND BM MBBS CHANDIKOLE||EASTERN CIRCLE II CHANDIKOLE||AUL Embankment Div AUL,2025_AULE_120859_14,e-Procurement Notice No.AED-15 OF 2025-26,AUL 15 Protection to Scoured bank of Nuna left on Gopalpur Akhadasahi OAE from RD 5350 M to 5423 M.,Technical,52 Nos Bidders Participated,Sambit Kumar Sahoo,21-Nov-2025 03:17 PM,,1.0,3229405.0,GOURI SHANKAR SAMAL,INR,"6,758,407",1,3233008,AMIT KUMAR BEHERA,17-Nov-2025 04:50 PM,Rejected-Finance,Not won in the transparent Lottery,22-Dec-2025 08:15 PM,22-May-2026,"INR 6,758,407",180.0,Sambit Kumar Sahoo,22-May-2026 01:22 PM,15.pdf (129.00 KB),"L1 bid of Sri GOURI SHANKAR SAMAL selected through transparent lottery system accepted by the S.E., Aul Embankment Division for award of contract.",Finance,All the bidders have been downloaded successfully.,Sambit Kumar Sahoo,02-Dec-2025 07:52 PM,finance_562092.pdf,BOQ Comparative Chart,"Aul Embankment Division, Aul",Internal,,Sambit Kumar Sahoo,30-Nov-2025 04:49 PM,01-Dec-2025 10:00 AM,techsummary_562092.pdf (789.98 KB),AOC
,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2,3230821,AMLAN KUMAR PANDA,17-Nov-2025 11:50 AM,Rejected-Finance,Not won in the transparent Lottery,22-Dec-2025 08:15 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,3,3229518,ARUN KUMAR SAMAL,17-Nov-2025 02:42 PM,Rejected-Finance,Not won in the transparent Lottery,22-Dec-2025 08:15 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,4,3228716,Ashwini Kumar Nayak,16-Nov-2025 09:49 AM,Rejected-Finance,Not won in the transparent Lottery,22-Dec-2025 08:15 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,5,3229045,ASWINI KUMAR ROUT,16-Nov-2025 04:39 PM,Rejected-Finance,Not won in the transparent Lottery,22-Dec-2025 08:15 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,6,3226358,BARADA PRASANNA PANDA,16-Nov-2025 12:16 PM,Rejected-Finance,Not won in the transparent Lottery,22-Dec-2025 08:15 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,7,3228130,BHABANI PRASAD NAYAK,17-Nov-2025 01:05 PM,Rejected-Finance,Not won in the transparent Lottery,22-Dec-2025 08:15 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,8,3231970,BIBEKANANDA MISHRA,17-Nov-2025 01:45 PM,Rejected-Finance,Not won in the transparent Lottery,22-Dec-2025 08:15 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,9,3228150,BIBHU BHUSAN DALAI,16-Nov-2025 12:31 PM,Rejected-Finance,Not won in the transparent Lottery,22-Dec-2025 08:15 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,10,3231757,BIKASH KUMAR NATH SHARMA,17-Nov-2025 01:35 PM,Rejected-Finance,Not won in the transparent Lottery,22-Dec-2025 08:15 PM,,,,,,,,,,,,,,,,,,,,,AOC
