S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,Special Repair to FNM road to Chadheigaon Road for the year 2021-22,Road Works,Please refer Tender documents. ,NA ,"13,26,000",Civil Works - Roads,NA ,Tender,60.0,NA ,Nimapara,752106.0,NA ,NA ,NA ,"OFFICE OF THE EXECUTIVE ENGINEER, R.W.D NIMAPARA",No ,No,CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-NIMAPADA,Tender Online-Divn.NPR-08/2021-22,2021_CERWI_73447_7,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"PAPER COST, EMD, PAN, GSTIN, RC, AFFIDAVIT AND OTHER DOCUMENTS AS PER DTCN","EXECUTIVE ENGINEER, R.W.D NIMAPARA","OFFICE OF THE EXECUTIVE ENGINEER, R.W.D NIMAPARA",04-Dec-2021 11:00 AM,10-Dec-2021 05:00 PM,04-Dec-2021 11:00 AM,10-Dec-2021 02:00 PM,04-Dec-2021 11:00 AM ,09-Dec-2021 05:00 PM ,04-Dec-2021 11:00 AM,10-Dec-2021 02:00 PM,0.0,No,fixed,,Nil,Nil,AOC,"S.E RW Division, Nimapara",Internal,"DAO, Estimator, AEE, RW, Sub-Division, Nimapara/ Konark",Rasmita Sahoo,17-Apr-2026 02:02 PM,finsummary_379160.pdf (481.25 KB),Finance,All bidders are Qualified,Parthadev Sahoo,12-Dec-2021 01:07 PM,finance_379160.pdf,BOQ Comparative Chart,23-Apr-2026,"INR 1,127,306.56",90.0,Mausumi Mishra,06-May-2026 07:38 PM,FNM.pdf (737.00 KB),1,1732156,AKSHAYA KUMAR BEHERA,09-Dec-2021 11:27 PM,Accepted-AOC,AOC finalised,06-May-2026 07:38 PM,CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-NIMAPADA,2021_CERWI_73447_7,Tender Online-Divn.NPR-08/2021-22,Special Repair to FNM road to Chadheigaon Road for the year 2021-22,1.0,1732156.0,AKSHAYA KUMAR BEHERA,INR,"1,127,306.56",Executive Engineer,Internal,"DAO, Estimator, AEE, RW, Sub-Division, Nimapara/ Kakatpur",Parthadev Sahoo,12-Dec-2021 01:35 PM,techsummary_379160.pdf (307.64 KB),AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,1732616,BISHNU BHOI,10-Dec-2021 12:08 PM,Rejected-Finance,Not Selected in lottery system,17-Apr-2026 02:02 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,1729291,BISWANATH TRIPATHY,08-Dec-2021 02:13 PM,Rejected-Finance,Not Selected in lottery system,17-Apr-2026 02:02 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,1731494,HRUDANANDA MISHRA,09-Dec-2021 04:01 PM,Rejected-Finance,Not Selected in lottery system,17-Apr-2026 02:02 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,1730831,KHITISH PRASAD MOHANTY,09-Dec-2021 11:50 AM,Rejected-Finance,Not Selected in lottery system,17-Apr-2026 02:02 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,1728374,NILAKANTHA MOHAPATRA,07-Dec-2021 08:50 PM,Rejected-Finance,Not Selected in lottery system,17-Apr-2026 02:02 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7,1732455,NIRANJAN SAHOO,10-Dec-2021 11:28 AM,Rejected-Finance,Not Selected in lottery system,17-Apr-2026 02:02 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,8,1728122,PABITRA MOHAN SAHOO,07-Dec-2021 06:16 PM,Rejected-Finance,Not Selected in lottery system,17-Apr-2026 02:02 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,9,1730529,PRAVAT KUMAR MOHAPATRA,09-Dec-2021 08:19 AM,Rejected-Finance,Not Selected in lottery system,17-Apr-2026 02:02 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,10,1732273,TRUPTI RANJAN SWAIN,10-Dec-2021 08:34 AM,Rejected-Finance,Not Selected in lottery system,17-Apr-2026 02:02 PM,,,,,,,,,,,,,,,,AOC
