Cover No,Cover,Document Type,Description,Name,Address,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper Cost, EMD, GSTIN, PAN, Regd. Cert, No Relation and affidavit towards Correctness Certificate","O/O the Suptd. Engineer, R. W. Division,","O/O the Suptd. Engineer, R. W. Division,",1.0,ICICI BANK,S/R to Gopalpur to Budhisahi Road for the year 2025-26,S/R to Gopalpur to Budhisahi Road for the year 2025-26,Please refer Tender documents. ,NA ,"5,03,000",Civil Works - Roads,NA ,Tender,90.0,30.0,Jagatsinghpur,754103.0,NA ,NA ,NA ,"O/O the Suptd. Engineer, R. W. Division,",No ,No,"4,000",0.0,Nil,Nil,No,CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-JAGATSINGHPUR,Tender Online - 04 of 2025-26,2025_CERWI_119523_48,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"5,030",Yes,fixed,,Nil,Nil,16-Oct-2025 09:00 AM,29-Oct-2025 11:00 AM,16-Oct-2025 11:00 AM,28-Oct-2025 05:00 PM,16-Oct-2025 11:00 AM ,24-Oct-2025 03:00 PM ,16-Oct-2025 11:00 AM,28-Oct-2025 05:00 PM,AOC,eerwd,Internal,,Dipika Majhi,08-Jan-2026 08:41 PM,techsummary_556283.pdf (732.33 KB),eerwd,Internal,,Dipika Majhi,06-May-2026 12:26 PM,finsummary_556283.pdf (732.33 KB),Finance,Summary,Dipika Majhi,08-Jan-2026 08:36 PM,finance_556283.pdf,BOQ Comparative Chart,14-May-2026,"INR 427,763",30.0,Dipika Majhi,14-May-2026 10:55 AM,8664.pdf (2118.00 KB),AoC,1.0,3157219.0,SANJAYA KUMAR BISWAL,INR,"427,763",CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-JAGATSINGHPUR,2025_CERWI_119523_48,Tender Online - 04 of 2025-26,S/R to Gopalpur to Budhisahi Road for the year 2025-26,1,3154865,AJAYA KUMAR BHUYAN,26-Oct-2025 04:09 PM,Rejected-Technical,L2 bidder,08-Jan-2026 08:41 PM,AOC
,,.xls,BOQ,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3149628,AJAYA KUMAR BISWAL,24-Oct-2025 10:03 PM,Rejected-Technical,L2 bidder,08-Jan-2026 08:41 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3163058,BARANYA SENAPATI,28-Oct-2025 01:51 PM,Rejected-Technical,L2 bidder,08-Jan-2026 08:41 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3134279,DEEPTI MAYEE DALAI,24-Oct-2025 11:07 AM,Rejected-Technical,L2 bidder,08-Jan-2026 08:41 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3141191,HARA PRASAD MOHANTY,26-Oct-2025 04:52 PM,Rejected-Technical,L2 bidder,08-Jan-2026 08:41 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3161567,M/S. ALOKA KUMAR MOHANTY,27-Oct-2025 10:27 PM,Rejected-Technical,L2 bidder,08-Jan-2026 08:41 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3163470,M/S SUDHIR SAMAL,28-Oct-2025 04:12 PM,Rejected-Technical,L2 bidder,08-Jan-2026 08:41 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3155251,NAGENDRA JENA,28-Oct-2025 09:25 AM,Rejected-Technical,L2 bidder,08-Jan-2026 08:41 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3144292,NIRUPAMA BEHERA,22-Oct-2025 10:06 PM,Rejected-Technical,L2 bidder,08-Jan-2026 08:41 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3154668,PRABIR BHATTA,26-Oct-2025 03:16 PM,Rejected-Technical,L2 bidder,08-Jan-2026 08:41 PM,AOC
