S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,Date Corrigendum,Date,,1.0,ICICI BANK,"S.E R.W Division, Udala","S.E R.W Division, Udala","25,210",Yes,percentage,1.0%,Nil,Nil,"6,000",0.0,Nil,Nil,No,29-Jan-2026 06:55 PM,11-Feb-2026 05:30 PM,29-Jan-2026 06:55 PM,11-Feb-2026 05:00 PM,29-Jan-2026 06:55 PM ,11-Feb-2026 03:00 PM ,29-Jan-2026 06:55 PM,11-Feb-2026 05:00 PM,CE RW I||RWCIRCLE-BARIPADA||RW Division Udala,08(Onilne)/RWD/UDALA/2025-26,2026_CERWI_125185_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper cost, EMD, RC, PAN, GSTIN, Affidavits, and other required documents as per DTCN.",Kaptipada to Chuniposi Road for the year 2025-26.,Kaptipada to Chuniposi Road for the year 2025-26.,Please refer Tender documents. ,NA ,"25,21,000",Civil Works - Roads,NA ,Tender,90.0,30.0,"SE RW Division, Udala",757041.0,NA ,NA ,NA ,"Office of the S.E R.W Division, Udala",No ,No,AOC,CE RW I||RWCIRCLE-BARIPADA||RW Division Udala,2026_CERWI_125185_3,08(Onilne)/RWD/UDALA/2025-26,Kaptipada to Chuniposi Road for the year 2025-26.,SE RWD Udala,Internal,,Haripriya Behera,19-May-2026 12:21 PM,finsummary_578226.pdf (323.59 KB),Finance,04 Nos of bidders admitted,Haripriya Behera,19-May-2026 12:14 PM,,BOQ Comparative Chart,1.0,3392112.0,AJIT KUMAR BEHERA,INR,"1,714,233.51",19-May-2026,"INR 1,714,233.51",30.0,Haripriya Behera,19-May-2026 12:24 PM,TCN8KaptipadaA.pdf (542.00 KB),1,3392112,AJIT KUMAR BEHERA,11-Feb-2026 04:18 PM,Accepted-AOC,L1,19-May-2026 12:24 PM,SE RWD Udala,Internal,,Haripriya Behera,19-May-2026 12:18 PM,techsummary_578226.pdf (323.59 KB),AOC
,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3392092,SASMITA RANI PATTANAYAK,11-Feb-2026 02:14 PM,Rejected-AOC,L2,19-May-2026 12:24 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3392119,SOURAV PALATA,11-Feb-2026 03:23 PM,Rejected-AOC,L4,19-May-2026 12:24 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3392243,SUKANTI BINDHANI,11-Feb-2026 12:57 PM,Rejected-AOC,L3,19-May-2026 12:24 PM,,,,,,,AOC
