Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Sanjib Kumar Behera,Internal,,Sanjib Kumar Behera,09-Sep-2025 04:14 PM,12-Sep-2025 12:00 PM,techsummary_545822.pdf (1101.75 KB),Finance,S,Sanjib Kumar Behera,18-May-2026 07:59 AM,,BOQ Comparative Chart,1,3001149,BASANTA KUMAR MOHANTY,16-Jul-2025 04:00 PM,Rejected-Technical,The bidder has not fulfilled all the eligibility criteria as per DTCN clause No.16.1,09-Sep-2025 04:14 PM,18-May-2026,"INR 4,850,511",120.0,Sanjib Kumar Behera,18-May-2026 08:10 AM,WoPPCJamusahi.pdf (1040.00 KB),1.0,3001153.0,SATYAJIT SAHU,INR,"4,850,511",Technical,s,Sudipta Panda,19-Jul-2025 12:10 PM,,EIC-CIVIL||SERNB-CIRCLE-KHURDA||EE Nayagarh Rnb Division,2025_EICCL_115313_2,eTCN03/2025-2026,Construction of Paddy Procurement Centre at Jamusahi district Nayagarh in Odisha ( 800 Sqft Cover Pindi),Sanjib Kumar Behera,Internal,,Sanjib Kumar Behera,18-May-2026 08:08 AM,finsummary_545822.pdf (521.64 KB),AOC,"57,058",Yes,percentage,1.0%,Nil,Nil,EIC-CIVIL||SERNB-CIRCLE-KHURDA||EE Nayagarh Rnb Division,eTCN03/2025-2026,2025_EICCL_115313_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,11-Jul-2025 12:20 PM,17-Jul-2025 11:00 AM,11-Jul-2025 12:20 PM,16-Jul-2025 05:00 PM,NA ,NA ,11-Jul-2025 12:20 PM,16-Jul-2025 05:00 PM,12-Sep-2025 12:00 PM,"10,000",0.0,Nil,Nil,No,Superintending Engineer,Nayagarh RandB Division,1.0,Fee/PreQual/Technical,.pdf,"DTCN, LICENCE, AFFIDAVIT, SCHEDULE, PAN, GST etc",1.0,ICICI BANK,Construction of Paddy Procurement Centre at Jamusahi district Nayagarh in Odisha ( 800 Sqft Cover Pindi),Construction of Paddy Procurement Centre at Jamusahi district Nayagarh in Odisha ( 800 Sqft Cover Pindi),Please refer Tender documents. ,NA ,"57,05,813",Civil Works - Buildings,NA ,Tender,90.0,120.0,Nayagarh,752069.0,NA ,NA ,NA ,Nayagarh RandB Division,No ,No,AOC
,,,,,,,,,,,,,2,3001158,DEVIPRASAD DASH,16-Jul-2025 04:00 PM,Rejected-Finance,Selected through transparency lottery,18-May-2026 08:08 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,3,3001109,JITENDRA KUMAR DASH,16-Jul-2025 03:39 PM,Rejected-Finance,Selected through transparency lottery,18-May-2026 08:08 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,3000957,JYOTIRANJAN BEHERA,16-Jul-2025 01:48 PM,Rejected-Finance,Selected through transparency lottery,18-May-2026 08:08 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,3000408,MAMATA MANJARI SAHOO,16-Jul-2025 10:56 AM,Rejected-Finance,Selected through transparency lottery,18-May-2026 08:08 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3001226,PRASANT KUMAR GURU,16-Jul-2025 04:41 PM,Rejected-Finance,Selected through transparency lottery,18-May-2026 08:08 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3000256,RAKESH KUMAR SAHOO,15-Jul-2025 07:04 PM,Rejected-Finance,Selected through transparency lottery,18-May-2026 08:08 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3001218,SATYAJIT SAHOO,16-Jul-2025 04:35 PM,Rejected-Finance,Selected through transparency lottery,18-May-2026 08:08 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3001153,SATYAJIT SAHU,16-Jul-2025 04:30 PM,Accepted-AOC,AOC,18-May-2026 08:10 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3000263,SUMANT KUMAR BARIK,15-Jul-2025 07:03 PM,Rejected-Finance,Selected through transparency lottery,18-May-2026 08:08 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
