Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
SR to RD road to Traseli Via Badungia Road for the year 2025-26,SR to RD road to Traseli Via Badungia Road for the year 2025-26,Please refer Tender documents. ,NA ,"16,95,034",Civil Works - Roads,NA ,Tender,90.0,30.0,"Executive Engineer RWD Balliguda, Kandhamal",762103.0,NA ,NA ,NA ,Executive Engineer RWD Balliguda,No ,No,Executive Engineer RWD Balliguda,Executive Engineer RWD Balliguda,1.0,ICICI BANK,"16,950",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Affidavit, GSTIN, PAN, RC, Machinery and as per DTCN Cost of tender Paper","6,000",0.0,Nil,Nil,No,CE RW I||RWCIRCLE-BERHAMPUR||EE RW Divn. Baliguda,Online Tender- 17/EERWDBLG/2025-26,2026_CERWI_125375_15,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,02-Feb-2026 01:30 PM,10-Feb-2026 11:30 AM,02-Feb-2026 01:30 PM,09-Feb-2026 05:00 PM,02-Feb-2026 01:30 PM ,08-Feb-2026 05:00 PM ,02-Feb-2026 01:30 PM,09-Feb-2026 05:00 PM,AOC,DAO/EE,Internal,DAO/EE,Mahendra Kalet,07-May-2026 11:31 AM,techsummary_578814.pdf (583.93 KB),DAO/EE,Internal,DAO/EE,Mahendra Kalet,07-May-2026 11:40 AM,finsummary_578814.pdf (583.93 KB),Finance,"Successful bidder Bilarsen Paraseth, C Class Contractor declared as winner in lottery",Mahendra Kalet,07-May-2026 11:26 AM,finance_578814.pdf,BOQ Comparative Chart,1,3384988,AKASH KUMAR NAYAK,09-Feb-2026 03:13 PM,Rejected-Technical,Unccessful bidder,07-May-2026 11:31 AM,CE RW I||RWCIRCLE-BERHAMPUR||EE RW Divn. Baliguda,2026_CERWI_125375_15,Online Tender- 17/EERWDBLG/2025-26,SR to RD road to Traseli Via Badungia Road for the year 2025-26,1.0,3385696.0,BILARSEN PARASETH,INR,"1,271,276",07-May-2026,"INR 1,271,276",30.0,Mahendra Kalet,07-May-2026 11:45 AM,Work.pdf (584.00 KB),"Successful bidder Bilarsen Paraseth, C Class Contractor declared as winner in lottery",AOC
,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,.pdf,Valid Mail ID and Whatsapp No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,3385696,BILARSEN PARASETH,09-Feb-2026 01:56 PM,Accepted-AOC,"Successful bidder Bilarsen Paraseth, C Class Contractor declared as winner in lottery",07-May-2026 11:45 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,3385329,MINATI BEHERA,07-Feb-2026 06:41 PM,Rejected-Technical,Unccessful bidder,07-May-2026 11:31 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,3385923,M/S NIMRAD DIGAL,09-Feb-2026 10:22 AM,Rejected-Technical,Unccessful bidder,07-May-2026 11:31 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,3385880,PINTU NAYAK,09-Feb-2026 11:00 AM,Rejected-Technical,Unccessful bidder,07-May-2026 11:31 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,3386067,PRAKASH CHANDRA NAYAK,08-Feb-2026 03:07 PM,Rejected-Technical,Unccessful bidder,07-May-2026 11:31 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7,3387195,RAJASHREE CONSTRUCTION,09-Feb-2026 11:34 AM,Rejected-Technical,Unccessful bidder,07-May-2026 11:31 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,8,3386015,SRIDHAR BEBARTTA,09-Feb-2026 04:35 PM,Rejected-Technical,Unccessful bidder,07-May-2026 11:31 AM,,,,,,,,,,,,,,,,,AOC
