Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage
Providing Paver Block work at OCC colony in Ward No. 47,Providing Paver Block work at OCC colony in Ward No. 47,Please refer Tender documents. ,NA ,"5,08,440",Civil Works - Others,NA ,Tender,120.0,45.0,BMC AREA,751022.0,"Office Chamber of EE Central Tender Cell,BMC ","UG Floor, Central Tender Cell,BMC ",18-Feb-2026 04:00 PM ,"Central Tender Cell,BMC",No ,No,Municipal Bodies||Bhubaneswar Municipal Corporation,BMC-EE-Tender Cell-70/2025-26 Dt. 11.02.2026,2026_ORULB_125882_10,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"4,000",0.0,Nil,Nil,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,Scanned copies of all documents,14-Feb-2026 10:30 AM,24-Feb-2026 11:00 AM,14-Feb-2026 10:30 AM,23-Feb-2026 05:00 PM,14-Feb-2026 10:30 AM ,18-Feb-2026 01:30 PM ,14-Feb-2026 10:30 AM,23-Feb-2026 05:00 PM,"5,100",Yes,fixed,,Nil,Nil,Executive Engineer (Central Tender Cell),"Central Tender Cell,BMC,ICOMC Tower, Pin-751022",AOC,City engineer,Internal,"EECENTRALTENDERCELL,EEDRAINAGEDIVISION,EEEDIVISIONII,DYCOMMISSIONER(LEGAL),CHIEFFINACEOFFICER",Lipsa Parida,05-May-2026 05:13 PM,techsummary_580962.pdf (1589.25 KB),City engineer,Internal,"EECENTRALTENDERCELL,EEDRAINAGEDIVISION,EEEDIVISIONII,DYCOMMISSIONER(LEGAL),CHIEFFINACEOFFICER",Lipsa Parida,05-May-2026 05:18 PM,finsummary_580962.pdf (1589.24 KB),Finance,11 bids opened successfully,Lipsa Parida,24-Feb-2026 11:55 AM,finance_580962.pdf,BOQ Comparative Chart,1.0,3406787.0,TAPAN KUMAR SAMAL,INR,"599,959",Municipal Bodies||Bhubaneswar Municipal Corporation,2026_ORULB_125882_10,BMC-EE-Tender Cell-70/2025-26 Dt. 11.02.2026,Providing Paver Block work at OCC colony in Ward No. 47,1,3408426,AJAY KUMAR BEHERA,23-Feb-2026 02:36 PM,Rejected-Finance,Rejected,05-May-2026 05:18 PM,05-May-2026,"INR 599,959",45.0,Lipsa Parida,05-May-2026 05:22 PM,WO_70_10.pdf (498.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3407153,BIPLAB KUMAR PATRA,21-Feb-2026 06:28 PM,Rejected-Finance,Rejected,05-May-2026 05:18 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3408332,DIPTIRANJAN RAYASINGH,23-Feb-2026 01:58 PM,Rejected-Finance,Rejected,05-May-2026 05:18 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3402010,GYANA RANJAN PATRA,19-Feb-2026 07:44 PM,Rejected-Finance,Rejected,05-May-2026 05:18 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3407576,JAGANNATH BEHERA,22-Feb-2026 05:19 PM,Rejected-Finance,Rejected,05-May-2026 05:18 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3407262,MAMATA ROY,21-Feb-2026 08:39 PM,Rejected-Finance,Rejected,05-May-2026 05:18 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3407245,SATYAJIT ROY,21-Feb-2026 08:21 PM,Rejected-Finance,Rejected,05-May-2026 05:18 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3401967,SUBHASHREE SAHOO,19-Feb-2026 07:12 PM,Rejected-Finance,Rejected,05-May-2026 05:18 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3407169,SUPRA SUCHISMITA MISHRA,21-Feb-2026 06:57 PM,Rejected-Finance,Rejected,05-May-2026 05:18 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3408411,SWAGAT RANJAN PATRA,23-Feb-2026 02:24 PM,Rejected-Finance,Rejected,05-May-2026 05:18 PM,,,,,,,AOC
