Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
30-May-2026,"INR 700,416",60.0,Jyoti Prakash Samal,30-May-2026 12:25 PM,PMGSYlaboratory.pdf (983.00 KB),CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-PURI,2025_CERWI_121194_26,Online-09 Dt. 10.10.2025,"Construction of PMGSY Laboratory Room for R.W. Division,Puri in the District of Puri for the year 2024-25.",1.0,3237953.0,SUJATA PRIYADARSHINI,INR,"700,416",1,3235130,ANIL KUMAR SAHU,19-Nov-2025 08:44 PM,Rejected-Finance,"As 1st successful lottery winner is accepted, hence others are considered as rejected.",30-May-2026 12:21 PM,Finance,All are admitted for finalisation.,Rina Kumari Sasmal,15-Dec-2025 02:06 PM,,BOQ Comparative Chart,"Er.Jyoti Prakash Samal,SE",Internal,"Sri Nitesh kumar Kandhway, Smt. Kshyanaprava Mohanty, Smt. Rina Kumari Sasmal, Smt Ipsita Patra,Sri Raj Kishore Pal",Jyoti Prakash Samal,30-May-2026 12:21 PM,finsummary_563949.pdf (983.29 KB),"Er.Jyoti Prakash Samal,SE",Internal,"Sri Nitesh kumar Kandhway, Smt. Kshyanaprava Mohanty, Smt. Rina Kumari Sasmal, Smt Ipsita Patra,Sri Raj Kishore Pal",Jyoti Prakash Samal,30-May-2026 12:17 PM,techsummary_563949.pdf (983.29 KB),AOC,"4,000",0.0,Nil,Nil,No,1.0,ICICI BANK,"Superintending Engineer,Rural Works Division,Puri","O/o Superintending Engineer,R.W Division,Puri",1.0,Fee/PreQual/Technical/Finance,.pdf,"Cost of tender paper, EMD, APS, PAN, GSTIN, Registration Certificate and other documents as per DTCN",CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-PURI,Online-09 Dt. 10.10.2025,2025_CERWI_121194_26,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"Construction of PMGSY Laboratory Room for R.W. Division,Puri in the District of Puri for the year 2024-25.","Construction of PMGSY Laboratory Room for R.W. Division,Puri in the District of Puri for the year 2024-25.",Please refer DTCN. ,NA ,"8,40,000",Civil Works - Buildings,NA ,Tender,90.0,60.0,Puri,752001.0,NA ,NA ,NA ,"O/o Superintending Engineer,R.W Division,Puri",No ,No,14-Nov-2025 04:00 PM,26-Nov-2025 11:30 AM,14-Nov-2025 04:00 PM,25-Nov-2025 05:00 PM,14-Nov-2025 04:00 PM ,24-Nov-2025 01:30 PM ,14-Nov-2025 04:00 PM,25-Nov-2025 05:00 PM,"8,400",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,2,3233740,"CLEANX, PROP-TALUCHHA BALABHADRA MAHAPATRA",20-Nov-2025 07:47 PM,Rejected-Finance,"As 1st successful lottery winner is accepted, hence others are considered as rejected.",30-May-2026 12:21 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,2.0,ICICI NEFT/RTGS,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,3,3247134,DEVRAJ MISHRA,23-Nov-2025 11:05 AM,Rejected-Finance,"As 1st successful lottery winner is accepted, hence others are considered as rejected.",30-May-2026 12:21 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,4,3245605,HARIHARA UPADHYAYA,24-Nov-2025 06:41 PM,Rejected-Finance,"As 1st successful lottery winner is accepted, hence others are considered as rejected.",30-May-2026 12:21 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,5,3252889,ORITECH ENGINEERS PROP PRAKASH KUMAR PRADHAN,25-Nov-2025 07:18 AM,Rejected-Finance,"As 1st successful lottery winner is accepted, hence others are considered as rejected.",30-May-2026 12:21 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,6,3252789,RANJULATA NAYAK,25-Nov-2025 03:43 PM,Rejected-Finance,"As 1st successful lottery winner is accepted, hence others are considered as rejected.",30-May-2026 12:21 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,7,3237953,SUJATA PRIYADARSHINI,23-Nov-2025 04:58 PM,Accepted-AOC,"She is the 1st successful lottery winner, so her rate is accepted and awarded.",30-May-2026 12:25 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,8,3245699,SURENDRA BEHERA,21-Nov-2025 11:47 PM,Rejected-Finance,"As 1st successful lottery winner is accepted, hence others are considered as rejected.",30-May-2026 12:21 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,9,3239576,UMA SANKAR SHARMA,22-Nov-2025 02:30 PM,Rejected-Finance,"As 1st successful lottery winner is accepted, hence others are considered as rejected.",30-May-2026 12:21 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
