EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2763595,GIRIDHARI LAL AGRAWAL,18-Jan-2025 04:59 PM,Rejected-Finance,Not selected in lottery,17-Oct-2025 08:53 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2743263,Jyotirmaya Singh,17-Jan-2025 09:57 PM,Rejected-Finance,Not selected in lottery,17-Oct-2025 08:53 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2763463,KAMALA AGRAWAL,18-Jan-2025 04:05 PM,Rejected-Finance,Not selected in lottery,17-Oct-2025 08:53 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,14,2763629,KASHINATH MOHARANA,18-Jan-2025 04:45 PM,Rejected-Finance,Not selected in lottery,17-Oct-2025 08:53 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,15,2760811,Manoj Kumar Agrawal,17-Jan-2025 09:37 PM,Rejected-Finance,Not selected in lottery,17-Oct-2025 08:53 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,16,2762762,MITTAL INFRAPROJECTS,18-Jan-2025 01:55 PM,Rejected-Finance,Not selected in lottery,17-Oct-2025 08:53 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,17,2761709,MOHANLAL AGRAWAL,18-Jan-2025 02:08 PM,Rejected-Finance,Not selected in lottery,17-Oct-2025 08:53 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,18,2759898,m/s Anand Kumar Agrawal,17-Jan-2025 03:29 PM,Rejected-Technical,Disqualified,22-May-2025 06:40 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,19,2761727,"M/s Arnav Construction, Prop.Dibya Kishor Padhi",18-Jan-2025 01:23 PM,Rejected-Finance,Not selected in lottery,17-Oct-2025 08:53 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2761014,M/S HEMANTA AGRAWAL AND CO,17-Jan-2025 08:56 PM,Rejected-Finance,Not selected in lottery,17-Oct-2025 08:53 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,21,2763384,M/S HEMANTA KUMAR SHARMA,18-Jan-2025 04:34 PM,Rejected-Finance,Not selected in lottery,17-Oct-2025 08:53 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,22,2763393,M/S JAGADISH PRASAD AGRAWAL,18-Jan-2025 04:34 PM,Rejected-Finance,Not selected in lottery,17-Oct-2025 08:53 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,23,2763428,M/S RAMESH KUMAR AGRAWAL,18-Jan-2025 03:57 PM,Rejected-Finance,Not selected in lottery,17-Oct-2025 08:53 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,24,2749305,M/s SHREE INFRA AND CO,14-Jan-2025 04:17 PM,Rejected-Finance,Not selected in lottery,17-Oct-2025 08:53 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,25,2760848,M/S SHREE SHYAM INFRA PROP. SRI LOKESH SHARMA,17-Jan-2025 07:14 PM,Rejected-Finance,Not selected in lottery,17-Oct-2025 08:53 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,26,2750764,M/S S R CONSTRUCTIONS,16-Jan-2025 06:38 PM,Accepted-AOC,Agreement drawn,25-May-2026 02:07 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,27,2760503,M/S SRI OMI INFRA,17-Jan-2025 05:36 PM,Rejected-Finance,Not selected in lottery,17-Oct-2025 08:53 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,28,2763178,MS TILAK CHAND AGRAWAL,18-Jan-2025 03:51 PM,Rejected-Finance,Not selected in lottery,17-Oct-2025 08:53 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,29,2757539,MUKESH KUMAR AGRAWAL,16-Jan-2025 11:40 PM,Rejected-Finance,Not selected in lottery,17-Oct-2025 08:53 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,30,2761836,MUND INFRAPROJECTS,18-Jan-2025 09:06 AM,Rejected-Finance,Not selected in lottery,17-Oct-2025 08:53 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,31,2761350,NANU AGRAWAL,18-Jan-2025 03:36 PM,Rejected-Finance,Not selected in lottery,17-Oct-2025 08:53 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,32,2763095,NILESH KUMAR AGRAWAL,18-Jan-2025 03:11 PM,Rejected-Finance,Not selected in lottery,17-Oct-2025 08:53 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,33,2745127,Raghunandan Agrawal,17-Jan-2025 08:28 PM,Rejected-Finance,Not selected in lottery,17-Oct-2025 08:53 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,34,2760974,R.B.S Constructions,17-Jan-2025 08:05 PM,Rejected-Finance,Not selected in lottery,17-Oct-2025 08:53 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,35,2761738,RUPESH AGRAWAL PROP. R S INFRA,18-Jan-2025 07:33 AM,Rejected-Finance,Not selected in lottery,17-Oct-2025 08:53 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,36,2761801,RYTHAM AGRAWAL,18-Jan-2025 08:33 AM,Rejected-Finance,Not selected in lottery,17-Oct-2025 08:53 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,37,2737060,SANJAYA KUMAR AGRAWAL,15-Jan-2025 06:00 PM,Rejected-Finance,Not selected in lottery,17-Oct-2025 08:53 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,38,2752839,SHIVA RANJAN SAHU,16-Jan-2025 06:39 AM,Rejected-Finance,Not selected in lottery,17-Oct-2025 08:53 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,39,2760470,SHREE BISWAKARMA INFRA,18-Jan-2025 12:41 AM,Rejected-Finance,Not selected in lottery,17-Oct-2025 08:53 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,40,2762664,SHREE GANESHJEE CONSTRUCTION,18-Jan-2025 03:08 PM,Rejected-Finance,Not selected in lottery,17-Oct-2025 08:53 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,41,2763059,SILVER CREEK CONSTRUCTIONS,18-Jan-2025 03:54 PM,Rejected-Finance,Not selected in lottery,17-Oct-2025 08:53 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,42,2762157,SUDHIR KUMAR PANDA,18-Jan-2025 11:36 AM,Rejected-Finance,Not selected in lottery,17-Oct-2025 08:53 PM,,,,,,,,,,,,,,AOC
