Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
EIC Civil cum Roads Odisha,Internal,,Pradipta Kumar Nayak,05-Jan-2026 12:41 PM,08-Jan-2026 11:30 AM,techsummary_552059.pdf (387.66 KB),Finance,Opening,Bijaya Laxmi Panda,08-Jan-2026 12:40 PM,,BOQ Comparative Chart,12-May-2026,"INR 231,035,580",420.0,Pradipta Kumar Nayak,12-May-2026 02:01 PM,malandapuragrt.pdf (1548.00 KB),4514 P1 of 2025-26,1,3098298,Ashirbad Eng & Construction Private Limited,25-Sep-2025 12:02 PM,Rejected-AOC,L1 bidder,12-May-2026 02:01 PM,1.0,3098798.0,BIJOY BUILDCONS PVT. LTD.,INR,"231,035,580",EIC-CIVIL,2025_EICCL_117887_1,CE-ROADS-I-12/2025-26,Improvement of Malandapur-Singhpur road on Budha Kharasua Left from 0/000 km to 12/442 km in the district of Jajpur under State Plan,Technical,Opening,Bijaya Laxmi Panda,26-Sep-2025 01:21 PM,,EIC Civil Roads-I,Internal,,Pradipta Kumar Nayak,12-May-2026 01:55 PM,finsummary_552059.pdf (1548.29 KB),AOC,"Chief Engineer, Roads-I, Odisha","O/o the E.I.C (Civil-Cum-Roads), Odisha, Nirman Soudha, New Building, Unit-V, Bhubaneswar",Improvement of Malandapur-Singhpur road on Budha Kharasua Left from 0/000 km to 12/442 km in the district of Jajpur under State Plan,Improvement of Malandapur-Singhpur road on Budha Kharasua Left from 0/000 km to 12/442 km in the district of Jajpur under State Plan,Please refer Tender documents. ,NA ,"27,17,74,591",Civil Works - Roads,NA ,Tender,90.0,420.0,Panikoili Division,751001.0,NA ,NA ,NA ,"O/o the E.I.C (Civil-Cum-Roads), Odisha",No ,No,"10,000",0.0,Nil,Nil,No,1.0,ICICI BANK,EIC-CIVIL,CE-ROADS-I-12/2025-26,2025_EICCL_117887_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Online proof copy of Tender Cost and EMD, GSTIN, PAN, RC and Affidavit","27,18,000",Yes,fixed,,Nil,Nil,10-Sep-2025 06:00 PM,26-Sep-2025 11:30 AM,10-Sep-2025 06:00 PM,25-Sep-2025 05:30 PM,NA ,NA ,10-Sep-2025 06:00 PM,25-Sep-2025 05:30 PM,08-Jan-2026 11:30 AM,AOC
,,,,,,,,,,,,,,,,,,,,2,3098327,BALBHADRA DEVELOPERS PRIVATE LIMITED,25-Sep-2025 10:17 AM,Rejected-AOC,L1 bidder,12-May-2026 02:01 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,.pdf,Machineries and work experience,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,3,3086349,Bhagabati build and constructions Pvt Ltd,22-Sep-2025 01:35 PM,Rejected-AOC,L1 bidder,12-May-2026 02:01 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other documents as per DTCN,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,4,3098798,BIJOY BUILDCONS PVT. LTD.,25-Sep-2025 12:39 PM,Accepted-AOC,Selected as lowest bidder,12-May-2026 02:01 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of quantities,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,5,3099955,BP Constructions and Engineers PVT. LTD.,25-Sep-2025 03:27 PM,Rejected-Technical,Disqualified,05-Jan-2026 12:41 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,6,3098087,KAPILASH INFRASOL PROJECTS PRIVATE LIMITED,25-Sep-2025 11:24 AM,Rejected-AOC,L1 bidder,12-May-2026 02:01 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,7,3098148,MESSERS BIRAJA CONSTRUCTION,24-Sep-2025 06:34 PM,Rejected-Technical,Disqualified,05-Jan-2026 12:41 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,8,3096328,M/S GOURAV CONTRUCTION,24-Sep-2025 06:56 PM,Rejected-AOC,L1 bidder,12-May-2026 02:01 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,9,3100512,M/S KBM CONSTRUCTION,25-Sep-2025 05:02 PM,Rejected-AOC,L1 bidder,12-May-2026 02:01 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,10,3099672,ROUT INFRASTRUCTURE PRIVATE LIMITED,25-Sep-2025 01:49 PM,Rejected-AOC,L1 bidder,12-May-2026 02:01 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,11,3084728,SIBA PRASAD PARIDA,22-Sep-2025 08:20 AM,Rejected-AOC,L1 bidder,12-May-2026 02:01 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,12,3090247,SRIJAGANNATH CONSTRUCTION,24-Sep-2025 03:26 PM,Rejected-AOC,L1 bidder,12-May-2026 02:01 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,13,3089818,TARINI CONDEV PRIVATE LIMITED,22-Sep-2025 11:47 AM,Rejected-AOC,L1 bidder,12-May-2026 02:01 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,14,3098773,UNITED ROAD CONSTRUCTIONS PVT LTD,25-Sep-2025 05:15 PM,Rejected-Technical,Disqualified,05-Jan-2026 12:41 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
