Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Stage
Finance,Ninten Bidders found,Anup Kumar Behera,18-Jan-2026 07:25 PM,finance_568595.pdf,BOQ Comparative Chart,Chief Construction Engineer,Internal,E.E DAO ESTIMATOR,Anup Kumar Behera,15-Jan-2026 01:47 PM,17-Jan-2026 05:00 PM,techsummary_568595.pdf (942.70 KB),19-May-2026,"INR 10,070,768",450.0,Anup Kumar Behera,19-May-2026 08:36 AM,Document.pdf (230.00 KB),REFUND OF E.M.D,1,3293747,AMIT KUMAR MAHAPATRA,10-Dec-2025 07:39 PM,Rejected-AOC,0,19-May-2026 08:36 AM,1.0,3290329.0,PRABIR PRABHUPADA ACHARYA,INR,"10,070,768",Chief Construction Engineer,Internal,E.E DAO ESTIMATOR,Anup Kumar Behera,19-May-2026 08:33 AM,finsummary_568595.pdf (229.77 KB),Technical,Nineteen Bidders found,Anup Kumar Behera,12-Dec-2025 01:22 PM,technical_568595.pdf,CE RW I||RWCIRCLE-ANGUL,2025_CERWI_122356_2,Building Online-AGL- 23/2025-26,Construction of Day Care PHC Building at Patrapada under Parjang Block in the District of Dhenkanal for the year 2024-25.,AOC,Construction of Day Care PHC Building at Patrapada under Parjang Block in the District of Dhenkanal for the year 2024-25.,Construction of Day Care PHC Building at Patrapada under Parjang Block in the District of Dhenkanal for the year 2024-25.,Please refer Tender documents. ,NA ,"1,18,47,000",Civil Works - Buildings,NA ,Tender,90.0,450.0,Kamakhyanagar,759018.0,NA ,NA ,NA ,"Office of the Chief Construction Engineer,RWC,Angu",No ,No,01-Dec-2025 01:10 PM,12-Dec-2025 10:00 AM,01-Dec-2025 01:10 PM,11-Dec-2025 05:00 PM,01-Dec-2025 01:10 PM ,10-Dec-2025 01:00 PM ,01-Dec-2025 01:10 PM,11-Dec-2025 05:00 PM,17-Jan-2026 05:00 PM,"1,18,470",Yes,percentage,1.0%,Nil,Nil,"10,000",0.0,Nil,Nil,No,"Chief Construction Engineer,RWC,Angul",At-Hakimpada Po-Hakimpada District- Angul Pin-759143,CE RW I||RWCIRCLE-ANGUL,Building Online-AGL- 23/2025-26,2025_CERWI_122356_2,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Paper cost, EMD 1 percent of the estimated cost,GSTPANRCAffidavit regarding correctness,Joint Ventu",1.0,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,,2,3290603,Bhupati Bhusan Routray,08-Dec-2025 09:47 PM,Rejected-AOC,0,19-May-2026 08:36 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Labour licence,Similar nature of work,Annual Turn Over,Work in hand,No relation, No Litigation certi",2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,,,,,,3,3294784,BIRENDRA SAHOO,11-Dec-2025 12:19 PM,Rejected-AOC,0,19-May-2026 08:36 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Machinery own obtained on hire,Balance sheet Bidder Contact address and other documents as per DTCN",,,AOC
,,,,,,,,,,,,,,,,,,,,4,3293536,BISWAJIT SAMAL,10-Dec-2025 04:31 PM,Rejected-AOC,0,19-May-2026 08:36 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantities in xls sheet,,,AOC
,,,,,,,,,,,,,,,,,,,,5,3294690,CHITRASEN BISWAL,11-Dec-2025 11:57 AM,Rejected-AOC,0,19-May-2026 08:36 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,6,3293968,DIGDARSAN BEHERA,10-Dec-2025 07:27 PM,Rejected-AOC,0,19-May-2026 08:36 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,7,3295166,DINESH KUMAR PANY,11-Dec-2025 01:38 PM,Rejected-AOC,0,19-May-2026 08:36 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,8,3293853,DINESH KUMAR SAHOO,10-Dec-2025 07:49 PM,Rejected-AOC,0,19-May-2026 08:36 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,9,3294441,JEETENDRA KUMAR BEHERA,11-Dec-2025 11:44 AM,Rejected-AOC,0,19-May-2026 08:36 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,10,3293929,JITENDRA KUMAR ROUT,10-Dec-2025 07:02 PM,Rejected-AOC,0,19-May-2026 08:36 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
