EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage
"15,500",Yes,fixed,,Nil,Nil,Superintending Engineer,"RURAL WORKS DIVISION, KESINGA","6,000",0.0,Nil,Nil,No,27-Oct-2025 05:00 PM,10-Nov-2025 11:00 AM,27-Oct-2025 05:00 PM,07-Nov-2025 05:00 PM,27-Oct-2025 05:00 PM ,03-Nov-2025 11:00 AM ,27-Oct-2025 05:00 PM,07-Nov-2025 05:00 PM,CE RW I||RWCIRCLE-BHAWANIPATNA||RW Division Kesinga,RWKSNG-online-06/25-26,2025_CERWI_120160_45,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"TPC, EMD, GSTIN, PAN Card, RC, Affidavits NRC, and required documents as DTCN",1.0,ICICI BANK,S/R to PWD Road to Antarla road Boxell culvert (1x4x3) for the year 25-26,S/R to PWD Road to Antarla road Boxell culvert (1x4x3) for the year 25-26,Please refer Tender documents. ,NA ,"15,25,194",Civil Works - Roads,NA ,Tender,90.0,60.0,KESINGA,766012.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, KESINGA",No ,No,AOC,Kanan Pradhan,Internal,,Kanan Pradhan,04-Jan-2026 06:38 PM,techsummary_558963.pdf (513.11 KB),Kanan Pradhan,Internal,,Kanan Pradhan,04-Jan-2026 06:45 PM,finsummary_558963.pdf (513.11 KB),Finance,22 nos bidder participated,Tapan Kumar Badnayak,15-Nov-2025 01:11 PM,,BOQ Comparative Chart,1.0,3176447.0,RAJESH DAS,INR,"1,296,567",CE RW I||RWCIRCLE-BHAWANIPATNA||RW Division Kesinga,2025_CERWI_120160_45,RWKSNG-online-06/25-26,S/R to PWD Road to Antarla road Boxell culvert (1x4x3) for the year 25-26,1,3181991,BIBHUTI PRASAD RANA,05-Nov-2025 11:55 PM,Rejected-Finance,As per transparent lottery system,04-Jan-2026 06:45 PM,02-Feb-2026,"INR 1,296,567",60.0,Kanan Pradhan,25-May-2026 04:57 PM,3023.pdf (491.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of quantities,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3170867,DOLAMANI CHOUDHURY,31-Oct-2025 10:29 PM,Rejected-Finance,As per transparent lottery system,04-Jan-2026 06:45 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3191440,GHANASHYAM SAHU,07-Nov-2025 11:15 AM,Rejected-Finance,As per transparent lottery system,04-Jan-2026 06:45 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3182343,Gunabanta Behera,04-Nov-2025 08:22 PM,Rejected-Finance,As per transparent lottery system,04-Jan-2026 06:45 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3185170,HEMAKANTI BEHERA,07-Nov-2025 11:05 AM,Rejected-Finance,As per transparent lottery system,04-Jan-2026 06:45 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3180603,Jagnyasen Panda,05-Nov-2025 01:27 AM,Rejected-Finance,As per transparent lottery system,04-Jan-2026 06:45 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3181880,JAY SHRI RAM TRADERS,04-Nov-2025 06:24 PM,Rejected-Finance,As per transparent lottery system,04-Jan-2026 06:45 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3190400,MEENA DEVI,06-Nov-2025 09:31 PM,Rejected-Finance,As per transparent lottery system,04-Jan-2026 06:45 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3171800,NEMICHAND AGRAWAL,04-Nov-2025 03:59 PM,Rejected-Finance,As per transparent lottery system,04-Jan-2026 06:45 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3194235,PRAKASHINI PATTJOSHI,07-Nov-2025 04:07 PM,Rejected-Finance,As per transparent lottery system,04-Jan-2026 06:45 PM,,,,,,,AOC
