S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,ICICI BANK,CE RW I||RWCIRCLE-ANGUL,Bridge Online-AGL-27/2025-26,2025_CERWI_123445_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,"2,29,210",Yes,percentage,1.0%,Nil,Nil,"Chief Construction Engineer,RWC,Angul",Hakimpada Angul,1.0,Fee/PreQual/Technical,.pdf,"Paper cost, EMD,GST,PAN,RC,Affidavit ATO and other documents as per DTCN",18-Dec-2025 03:00 PM,30-Dec-2025 10:00 AM,18-Dec-2025 03:00 PM,29-Dec-2025 05:00 PM,18-Dec-2025 03:00 PM ,26-Dec-2025 01:00 PM ,18-Dec-2025 03:00 PM,29-Dec-2025 05:00 PM,20-Feb-2026 10:00 AM,Construction of Weir (6 x 10.77mtr) on Bridge over Badjore nallah at 1/250 km on Bedapada to Ghodadian road,Construction of Weir (6 x 10.77mtr) on Bridge over Badjore nallah at 1/250 km on Bedapada to Ghodadian road,NA ,NA ,"2,29,20,973",Civil Works - Bridges,NA ,Tender,90.0,180.0,Dhenkanal,759143.0,NA ,NA ,NA ,"Office of the Chief Construction Engineer,RWC,Angu",No ,No,AOC,1,3332162,ABHAYA KUMAR SAHOO,29-Dec-2025 02:42 PM,Rejected-AOC,0,13-May-2026 06:53 PM,13-May-2026,"INR 19,485,119.034",180.0,Anup Kumar Behera,13-May-2026 06:53 PM,BadjoreBedapada27.pdf (406.00 KB),REFUND OF E.M.D,Finance,Nineteen Bidders found,Anup Kumar Behera,20-Feb-2026 11:35 AM,finance_572217.pdf,BOQ Comparative Chart,Chief Construction Engineer,Internal,E.E DAO ESTIMATOR,Anup Kumar Behera,16-Feb-2026 05:33 PM,20-Feb-2026 10:00 AM,techsummary_572217.pdf (746.80 KB),19485119.034,Internal,E.E DAO ESTIMATOR,Anup Kumar Behera,13-May-2026 06:48 PM,finsummary_572217.pdf (406.29 KB),Technical,19nos bidder found,Anup Kumar Behera,01-Jan-2026 11:19 AM,technical_572217.pdf,CE RW I||RWCIRCLE-ANGUL,2025_CERWI_123445_1,Bridge Online-AGL-27/2025-26,Construction of Weir (6 x 10.77mtr) on Bridge over Badjore nallah at 1/250 km on Bedapada to Ghodadian road,1.0,3335621.0,Anirudha Gopinath Rath,INR,"19,485,119.034",AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantities in xls sheet,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,3335621,Anirudha Gopinath Rath,29-Dec-2025 11:03 AM,Accepted-AOC,Winner of lottery among the 1st lowest bidders,13-May-2026 06:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3326491,ASHOK KUMAR BEHERA,26-Dec-2025 04:02 PM,Rejected-AOC,0,13-May-2026 06:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3330575,Bhupati Bhusan Routray,28-Dec-2025 11:29 PM,Rejected-AOC,0,13-May-2026 06:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3332924,BRAHMANANDA SAHOO,27-Dec-2025 11:18 PM,Rejected-AOC,0,13-May-2026 06:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3334796,DILLIP KUMAR SAHOO,28-Dec-2025 08:45 PM,Rejected-AOC,0,13-May-2026 06:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3337752,DINESH KUMAR PANY,29-Dec-2025 04:34 PM,Rejected-AOC,0,13-May-2026 06:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3333771,Hemanta Prusty,28-Dec-2025 01:31 PM,Rejected-AOC,0,13-May-2026 06:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3333158,JYOTISANKARA SAHOO,28-Dec-2025 08:17 AM,Rejected-AOC,0,13-May-2026 06:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3332517,MANAS RANJAN MOHARANA,29-Dec-2025 02:42 PM,Rejected-AOC,0,13-May-2026 06:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
