Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,11,3394926,LAXMIDHAR BARIK,13-Feb-2026 01:53 PM,Rejected-Technical,By The Tender Committee,25-Mar-2026 12:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,12,3394792,MAA SAMALEI TRADERS,13-Feb-2026 01:00 PM,Rejected-Technical,By The Tender Committee,25-Mar-2026 12:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,13,3394930,MANOJ KUMAR NAYAK,13-Feb-2026 01:56 PM,Rejected-Technical,By The Tender Committee,25-Mar-2026 12:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,14,3398463,MANORANJAN JENA,16-Feb-2026 01:40 PM,Rejected-Technical,By The Tender Committee,25-Mar-2026 12:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,15,3395791,MESSERS SHIVA CONSTRUCTION,16-Feb-2026 04:42 PM,Rejected-Technical,By The Tender Committee,25-Mar-2026 12:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,16,3398644,MS KANHA CONSTRUCTION,16-Feb-2026 02:06 PM,Rejected-Technical,By The Tender Committee,25-Mar-2026 12:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,17,3397745,M/S OM CONSTRUCTION,16-Feb-2026 10:46 AM,Rejected-Technical,By The Tender Committee,25-Mar-2026 12:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,18,3399434,MUKESH RAJAK,16-Feb-2026 04:47 PM,Rejected-Technical,By The Tender Committee,25-Mar-2026 12:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,19,3399115,NIKHILA KALAKAR PRADHAN,16-Feb-2026 03:52 PM,Rejected-Technical,By The Tender Committee,25-Mar-2026 12:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,20,3399101,PRAKASH KUMAR DAS,16-Feb-2026 03:58 PM,Rejected-Technical,By The Tender Committee,25-Mar-2026 12:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,21,3388564,PRAMOD KUMAR MOHANTY,12-Feb-2026 06:57 PM,Rejected-Technical,By The Tender Committee,25-Mar-2026 12:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,22,3396560,PRAVAT KUMAR BEHURA,15-Feb-2026 12:29 PM,Rejected-Technical,By The Tender Committee,25-Mar-2026 12:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,23,3395680,PRITI RANJAN SAMAL,14-Feb-2026 12:57 PM,Rejected-Technical,By The Tender Committee,25-Mar-2026 12:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,24,3398459,RABINDRA KUMAR JENA,16-Feb-2026 01:31 PM,Rejected-Technical,By The Tender Committee,25-Mar-2026 12:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,25,3395742,RAJENDRA NAIK,14-Feb-2026 01:32 PM,Rejected-Technical,By The Tender Committee,25-Mar-2026 12:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,26,3397720,RIDHI CONSTRUCTION,16-Feb-2026 11:57 AM,Rejected-Technical,By The Tender Committee,25-Mar-2026 12:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,27,3398713,SANJAYA KUMAR ROUT,16-Feb-2026 02:20 PM,Rejected-Technical,By The Tender Committee,25-Mar-2026 12:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,28,3394385,SASMITA SAMAL,14-Feb-2026 10:08 PM,Rejected-Technical,By The Tender Committee,25-Mar-2026 12:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,29,3397908,SHIVAM TRADERS,16-Feb-2026 11:42 AM,Rejected-Technical,By The Tender Committee,25-Mar-2026 12:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,30,3399335,SIBARAM SAHU,16-Feb-2026 04:29 PM,Rejected-Technical,By The Tender Committee,25-Mar-2026 12:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,31,3399342,SUBHADRA ENTERPRISES,16-Feb-2026 04:30 PM,Rejected-Technical,By The Tender Committee,25-Mar-2026 12:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,32,3398686,SUDHANSHU JENA,16-Feb-2026 02:18 PM,Rejected-Technical,By The Tender Committee,25-Mar-2026 12:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,33,3399265,SUSANTA KUMAR SETHI,16-Feb-2026 04:11 PM,Rejected-Technical,By The Tender Committee,25-Mar-2026 12:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,34,3395653,SUSHIL KUMAR SINGH,14-Feb-2026 12:37 PM,Accepted-AOC,By The Tender COmmittee,11-May-2026 12:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,35,3398758,SWADESH ROUT,16-Feb-2026 02:33 PM,Rejected-Technical,By The Tender Committee,25-Mar-2026 12:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,36,3399395,"TRILOK NATH CONSTRUCTION ,PROPRIETOR - ANAND CHANDEL",16-Feb-2026 04:42 PM,Rejected-Technical,By The Tender Committee,25-Mar-2026 12:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
