Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Cover No,Cover,Document Type,Description,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Finance,open,Sushil Kumar Nayak,06-May-2026 06:50 AM,finance_559386.pdf,BOQ Comparative Chart,06-May-2026,"INR 3,214,596",30.0,Sushil Kumar Nayak,06-May-2026 07:35 AM,A.pdf (249.00 KB),1,3194120,BISHESWAR ROUT,07-Nov-2025 03:18 PM,Rejected-AOC,Disqualified,06-May-2026 07:35 AM,CE RW I||RWCIRCLE-BARIPADA||RW Division Karanjia,2025_CERWI_120169_27,RWDKNJ-09/25-26,Periodical Maintenance such as SDBC to Kendujuani-Hatigoda to Thakurmunda Road for the year 25-26.,1.0,3189974.0,CHAKRADHAR DAS,INR,"3,214,596",Sushil Nayak,Internal,,Sushil Kumar Nayak,06-May-2026 07:06 AM,techsummary_559386.pdf (646.90 KB),Sushil Nayak,Internal,,Sushil Kumar Nayak,06-May-2026 07:26 AM,finsummary_559386.pdf (603.53 KB),AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC, PAN, GSTIN, AFFIDAVIT AS PER DTCN.",1.0,ICICI BANK,"37,814",Yes,percentage,1.0%,Nil,Nil,CE RW I||RWCIRCLE-BARIPADA||RW Division Karanjia,RWDKNJ-09/25-26,2025_CERWI_120169_27,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"The SE, RWD Karanjia","O/o The SE, RWD Karanjia",Periodical Maintenance such as SDBC to Kendujuani-Hatigoda to Thakurmunda Road for the year 25-26.,Periodical Maintenance such as SDBC to Kendujuani-Hatigoda to Thakurmunda Road for the year 25-26.,Periodical Maintenance such as SDBC to Kendujuani-Hatigoda to Thakurmunda Road for the year 25-26. ,NA ,"37,81,433",Civil Works - Roads,NA ,Tender,90.0,30.0,RWD Karanjia,757037.0,NA ,NA ,NA ,"O/o The SE, RWD Karanjia",No ,No,29-Oct-2025 11:00 AM,08-Nov-2025 11:00 AM,29-Oct-2025 11:00 AM,07-Nov-2025 05:00 PM,29-Oct-2025 11:00 AM ,06-Nov-2025 01:00 PM ,29-Oct-2025 11:00 AM,07-Nov-2025 05:00 PM,"6,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,2,3189974,CHAKRADHAR DAS,06-Nov-2025 04:24 PM,Accepted-AOC,Qualified,06-May-2026 07:35 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,.xls,BOQ,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,3,3193952,CHINMAYA RANJAN SAHANI,07-Nov-2025 02:52 PM,Rejected-AOC,Disqualified,06-May-2026 07:35 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,4,3181806,DEBASISH SAMAL,04-Nov-2025 06:00 PM,Rejected-AOC,Disqualified,06-May-2026 07:35 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,5,3189623,NITYANANDA SAHOO,06-Nov-2025 03:34 PM,Rejected-AOC,Disqualified,06-May-2026 07:35 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,6,3190133,PRAKASH GHADEI,06-Nov-2025 04:46 PM,Rejected-AOC,Disqualified,06-May-2026 07:35 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,7,3173490,Purna Chandra Behera,02-Nov-2025 11:20 PM,Rejected-AOC,Disqualified,06-May-2026 07:35 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,8,3189476,RANJAN KUMAR SWAIN,06-Nov-2025 03:20 PM,Rejected-AOC,Disqualified,06-May-2026 07:35 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,9,3182292,SAROJ KUMAR SETHI,05-Nov-2025 03:49 PM,Rejected-AOC,Disqualified,06-May-2026 07:35 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,10,3187699,SATYAJIT JENA,06-Nov-2025 11:11 AM,Rejected-AOC,Disqualified,06-May-2026 07:35 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
