Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
Executive Engineer,Internal,"Executive Engineer, Assistant Executive Engineer(Estr.), Divisional Accountant , Dy.Executive Engineer(Mech.), Head Clerk, J.E. (Civil)",BIPRA SOREN,26-Mar-2026 05:00 PM,techsummary_573830.pdf (7026.47 KB),28-Apr-2026,"INR 2,527,277",90.0,BIPRA SOREN,14-May-2026 01:31 PM,Pkg15.pdf (4432.00 KB),AWARD OF CONTRACT,1,3370266,ABHINANDAN PANDA,30-Jan-2026 02:37 AM,Rejected-Finance,L3 not Selected,17-Apr-2026 01:14 PM,Finance,Bid Opening summary uploaded as per bidding. The L1 bidder will be accepted after Technical evaluation.,BIPRA SOREN,17-Mar-2026 07:55 PM,finance_573830.pdf,BOQ Comparative Chart,1.0,3373269.0,SEELA RAJEYA REDDY,INR,"2,527,277",Orissa Lift Irrigation Corporation||LI Western Circle Bhawanipatna||LI Division Bhawanipatna,2025_OLIC_123977_15,OLIC-BPT-05/2025-26 Dt.24.12.2025,INSTALLATION AND ENERGISATION OF DENDOGUDA-V L.I. PROJECT UNDER KESINGA BLOCK IN KALAHANDI DISTRICT OUT OF RIDF-2025-26,Executive Engineer,Internal,"Executive Engineer, Assistant Executive Engineer(Estr.), Divisional Accountant , Dy.Executive Engineer(Mech.), Head Clerk, J.E. (Civil)",BIPRA SOREN,17-Apr-2026 01:14 PM,finsummary_573830.pdf (4211.02 KB),AOC,Orissa Lift Irrigation Corporation||LI Western Circle Bhawanipatna||LI Division Bhawanipatna,OLIC-BPT-05/2025-26 Dt.24.12.2025,2025_OLIC_123977_15,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,"Executive Engineer L.I.Division,Bhawanipatna",At - Infront of GOVT ITI Po- Bhawanipatna Dist- Kalahandi,"7,080",0.0,Nil,Nil,No,"29,729",Yes,fixed,,Nil,Nil,INSTALLATION AND ENERGISATION OF DENDOGUDA-V L.I. PROJECT UNDER KESINGA BLOCK IN KALAHANDI DISTRICT OUT OF RIDF-2025-26,INSTALLATION AND ENERGISATION OF DENDOGUDA-V L.I. PROJECT UNDER KESINGA BLOCK IN KALAHANDI DISTRICT OUT OF RIDF-2025-26,Please refer to Tender Documents ,NA ,"29,72,917",Civil Works - Lift Irrigation Schemes,NA ,Tender,90.0,90.0,KESINGA,766012.0,NA ,NA ,NA ,"O/OThe Executive EngineerL.I.Division,Bhawanipatna",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Paper Cost,EMD, GSTIN, PAN, Affidavit,Civil and HT License, Joint Venture, Others as per DTCN",01-Jan-2026 11:00 AM,31-Jan-2026 11:00 AM,01-Jan-2026 11:00 AM,30-Jan-2026 05:00 PM,01-Jan-2026 11:00 AM ,22-Jan-2026 05:00 PM ,01-Jan-2026 11:00 AM,30-Jan-2026 05:00 PM,AOC
,,,,,,,,,,,,,2,3373259,Bikash Chandra Panigrahi,30-Jan-2026 02:02 AM,Rejected-Finance,L3 not Selected,17-Apr-2026 01:14 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantities,,,,,,,,,AOC
,,,,,,,,,,,,,3,3371896,BISHAL AGRAWALLA,29-Jan-2026 08:46 PM,Rejected-Finance,L3 not Selected,17-Apr-2026 01:14 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,3371581,CHINMAYA MISHRA,30-Jan-2026 07:35 AM,Rejected-Finance,L3 not Selected,17-Apr-2026 01:14 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,3371160,DHARMENDRA KUMAR JOSHI,30-Jan-2026 04:45 PM,Rejected-Finance,L3 not Selected,17-Apr-2026 01:14 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3372063,DURGA PRASAD BAG,30-Jan-2026 09:12 AM,Rejected-Finance,L3 not Selected,17-Apr-2026 01:14 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3364915,GITANJALI PADHAN,27-Jan-2026 08:27 AM,Rejected-Finance,L3 not Selected,17-Apr-2026 01:14 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3372880,JATIN PAL,30-Jan-2026 01:16 PM,Rejected-Finance,L3 not Selected,17-Apr-2026 01:14 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3371704,KARAN MISHRA,30-Jan-2026 01:50 AM,Rejected-Finance,L3 not Selected,17-Apr-2026 01:14 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3370895,MOHAMMED SALMAN,29-Jan-2026 03:21 PM,Rejected-Finance,L3 not Selected,17-Apr-2026 01:14 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,11,3364642,M/S ADARSH AGENCY (PROP. ADARSH PRATAP SINGH),29-Jan-2026 01:18 PM,Rejected-Finance,L3 not Selected,17-Apr-2026 01:14 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,12,3373972,M/S PAYAL INFRA,30-Jan-2026 02:06 PM,Rejected-Finance,L3 not Selected,17-Apr-2026 01:14 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,13,3366639,"M/S SHIVANI INFRASTRUCTURE AND SUPPLIERS, PROP. YASH AGRAWAL",29-Jan-2026 11:21 AM,Rejected-Finance,L3 not Selected,17-Apr-2026 01:14 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,14,3371974,Nikhil Indoria,29-Jan-2026 06:30 PM,Rejected-Finance,L3 not Selected,17-Apr-2026 01:14 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,15,3372575,NILESH KUMAR JAIN,30-Jan-2026 11:05 AM,Rejected-Finance,L3 not Selected,17-Apr-2026 01:14 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,16,3374432,POOJA MITTAL,30-Jan-2026 03:42 PM,Rejected-Finance,L3 not Selected,17-Apr-2026 01:14 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,17,3370431,PRADEEP KUMAR AGRAWALLA,30-Jan-2026 02:40 PM,Rejected-Finance,L3 not Selected,17-Apr-2026 01:14 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,18,3370014,PRASANNA SETHI,30-Jan-2026 12:38 AM,Rejected-Finance,L3 not Selected,17-Apr-2026 01:14 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,19,3372485,RATHA MEHER,29-Jan-2026 03:50 PM,Rejected-Finance,L3 not Selected,17-Apr-2026 01:14 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,20,3372406,sangram keshari pradhan,30-Jan-2026 12:07 PM,Rejected-Finance,L3 not Selected,17-Apr-2026 01:14 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
