S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,ICICI BANK,01-Aug-2025 11:00 AM,18-Aug-2025 11:00 AM,01-Aug-2025 11:00 AM,16-Aug-2025 05:00 PM,01-Aug-2025 11:00 AM ,14-Aug-2025 05:00 PM ,01-Aug-2025 11:00 AM,16-Aug-2025 05:00 PM,26-Aug-2025 11:00 AM,CE RW I||RWCIRCLE-SAMBALPUR,Online-RWCSBP-09/2025-26,2025_CERWI_116255_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Construction of Rushika Womens Hotel Building at Mahatma Gandhi Degree College Bhukta in the District of Bargarh for 2025-26.,Construction of Rushika Womens Hotel Building at Mahatma Gandhi Degree College Bhukta in the District of Bargarh for 2025-26.,NA ,NA ,"2,54,51,256",Civil Works - Buildings,NA ,Tender,90.0,365.0,Bargarh,768028.0,NA ,NA ,NA ,"RURAL WORKS CIRCLE , SAMBALPUR",No ,No,Circle Officer,"RURAL WORKS CIRCLE , SAMBALPUR",1.0,Fee/PreQual/Technical,.pdf,"GSTIN,RC,PAN,TENDER COST,EMD,AFFIDAVIT OTHER DOCUMENTS AS PER DTCN","10,000",0.0,Nil,Nil,No,"2,54,513",Yes,fixed,,Nil,Nil,AOC,1,3037162,ANKIT MEHER,15-Aug-2025 05:58 PM,Rejected-Finance,L2 bidder,28-Apr-2026 12:16 PM,28-Apr-2026,"INR 22,908,675",365.0,Sujit Behera,18-May-2026 11:21 AM,TECH.pdf (26.00 KB),AOC,SUJIT BEHERA,Internal,EE ESTIMATOR DAO,Sujit Behera,20-Aug-2025 05:24 PM,26-Aug-2025 11:00 AM,techsummary_547843.pdf (590.52 KB),Finance,3 NOS BIDDER,Madhusmita Mohanty,26-Aug-2025 01:33 PM,finance_547843.pdf,BOQ Comparative Chart,CE RW I||RWCIRCLE-SAMBALPUR,2025_CERWI_116255_1,Online-RWCSBP-09/2025-26,Construction of Rushika Womens Hotel Building at Mahatma Gandhi Degree College Bhukta in the District of Bargarh for 2025-26.,Technical,4 NOS BIDDER,Madhusmita Mohanty,18-Aug-2025 11:44 AM,technical_547843.pdf,Sujit Behera,Internal,,Sujit Behera,28-Apr-2026 12:16 PM,finsummary_547843.pdf (26.40 KB),1.0,3033202.0,TALAT ZABEEN,INR,"22,908,675",AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,AOC,2,3034424,Jiten Patel,13-Aug-2025 12:03 PM,Rejected-Finance,NOT QUALIFIED IN LOTTERY SYSTEM,28-Apr-2026 12:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3038123,ROHIT KUMAR SHARMA,16-Aug-2025 02:10 PM,Rejected-Technical,Due to non submission of RC and PAN asper DTCN clause No.1C and D respectively,20-Aug-2025 05:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3033202,TALAT ZABEEN,12-Aug-2025 01:42 PM,Accepted-AOC,AOC,18-May-2026 11:21 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
