S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
1.0,ICICI BANK,EE CENTRAL TENDER CELL,"UG Floor,Central Tender Cell, ICOMC Tower, BMC",Internal Drainage of Dharma Vihar Colony Khandagiri in Ward No. 63,Internal Drainage of Dharma Vihar Colony Khandagiri in Ward No. 63,Please refer Tender documents. ,NA ,"1,69,48,545",Civil Works - Others,NA ,Tender,120.0,180.0,BMC Area,751022.0,Office chamber of EE (Central Tender Cell) ,"UG Floor,Central Tender Cell, ICOMC Tower, BMC ",13-May-2025 04:30 PM ,"Central Tender Cell, BMC",No ,No,09-May-2025 04:00 PM,26-May-2025 03:30 PM,09-May-2025 04:00 PM,26-May-2025 03:00 PM,09-May-2025 04:00 PM ,13-May-2025 12:30 PM ,09-May-2025 04:00 PM,26-May-2025 03:00 PM,18-Jun-2025 03:00 PM,"10,000",0.0,Nil,Nil,No,"1,69,500",Yes,fixed,,Nil,Nil,Municipal Bodies||Bhubaneswar Municipal Corporation,BMC-EE-Tender Cell-12/2025-26 dt. 03.05.2025,2025_ORULB_113237_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,scanned copies of all documents,AOC,Municipal Bodies||Bhubaneswar Municipal Corporation,2025_ORULB_113237_2,BMC-EE-Tender Cell-12/2025-26 dt. 03.05.2025,Internal Drainage of Dharma Vihar Colony Khandagiri in Ward No. 63,Technical,3 bids opened successfully,Lipsa Parida,27-May-2025 11:03 AM,technical_538909.pdf,City Engineer,Internal,"EECENTRALTENDERCELL,EEDRAINAGEDIVISION,DYCOMMISSIONER(LEGAL),CHIEFFINACEOFFICER",Lipsa Parida,20-May-2026 03:59 PM,finsummary_538909.pdf (971.41 KB),1.0,2929487.0,PYARI MOHAN PATNAIK,INR,"20,597,261",20-May-2026,"INR 20,597,261",180.0,Lipsa Parida,20-May-2026 04:06 PM,wo_19_25.pdf (1545.00 KB),1,2927847,BIJAYA KUMAR PARIDA,21-May-2025 08:00 PM,Rejected-Technical,Technically Disqualified,18-Jun-2025 11:08 AM,City Engineer,Internal,"EETENDERCELL,EEDRAINAGE,ADDCOMMISSIONER(LEGAL)BMC,CFO,CITYENGINEER",Lipsa Parida,18-Jun-2025 11:08 AM,18-Jun-2025 03:00 PM,techsummary_538909.pdf (247.79 KB),Finance,2 bids opened successfully,Lipsa Parida,18-Jun-2025 03:44 PM,finance_538909.pdf,BOQ Comparative Chart,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2929487,PYARI MOHAN PATNAIK,23-May-2025 05:46 PM,Accepted-AOC,1st lowest,20-May-2026 04:06 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2929465,SUBODHA KUMAR DEHURI,23-May-2025 05:59 PM,Accepted-Finance,,18-Jun-2025 03:44 PM,,,,,,,,,,,,,,AOC
