EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"54,992",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,EIC-CIVIL||SERNB-CIRCLE-KHURDA||EERNB-DIVN-PURI,TCN No 68 of 2025-26,2026_EICCL_127702_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"RC,PAN,GST,EMD,COST OF TENDER PAPER,AFFIDAVIT AND ALL OTHER DOCUMENTS AS PER APPROVED DTCN","Improvement of road from Swargadwar to Baliapanda road via Bidhaba Ashram from 0/540 km to 0/620 km, 0/830 km to 1/260 km, 1/310 km to 1/330 km, 1/430 km to 1/450 km and from 1/490 km to 1/524 km in the District of Puri under State Plan for the year","Improvement of road from Swargadwar to Baliapanda road via Bidhaba Ashram from 0/540 km to 0/620 km, 0/830 km to 1/260 km, 1/310 km to 1/330 km, 1/430 km to 1/450 km and from 1/490 km to 1/524 km in the District of Puri under State Plan for the year",Please refer Tender documents. ,NA ,"54,99,232",Civil Works - Roads,NA ,Tender,90.0,30.0,Puri,752001.0,NA ,NA ,NA ,O/o the S E R and B Division Puri,No ,No,Er.Soumya Ranjan Dwibedi,O/o the S E R and B Division Puri,"10,000",0.0,Nil,Nil,No,30-Mar-2026 04:00 PM,09-Apr-2026 11:00 AM,30-Mar-2026 04:00 PM,08-Apr-2026 05:00 PM,NA ,NA ,30-Mar-2026 04:00 PM,08-Apr-2026 05:00 PM,21-Apr-2026 03:00 PM,AOC,12-May-2026,"INR 3,580,550",30.0,Soumya Ranjan Dwibedi,12-May-2026 01:23 PM,AoC.pdf (1347.00 KB),The bidder has quoted lowest rate among the qualified bidder so that the work has been awarded to him,1,3451032,CHANDAN SAHOO,08-Apr-2026 04:56 PM,Rejected-AOC,Rejected,12-May-2026 01:23 PM,Er. Soumya Ranjan Dwibedi,Internal,Sri Abadhuta Prasad Das Smt Smita Pal,Soumya Ranjan Dwibedi,21-Apr-2026 02:33 PM,21-Apr-2026 03:00 PM,techsummary_586695.pdf (541.93 KB),Finance,Total 7 Nos bidder are admitted,Smita Pal,21-Apr-2026 06:46 PM,,BOQ Comparative Chart,Technical,Total 7 Nos Bidder are participated in the online tender,Soumya Ranjan Dwibedi,09-Apr-2026 01:27 PM,,EIC-CIVIL||SERNB-CIRCLE-KHURDA||EERNB-DIVN-PURI,2026_EICCL_127702_1,TCN No 68 of 2025-26,"Improvement of road from Swargadwar to Baliapanda road via Bidhaba Ashram from 0/540 km to 0/620 km, 0/830 km to 1/260 km, 1/310 km to 1/330 km, 1/430 km to 1/450 km and from 1/490 km to 1/524 km in the District of Puri under State Plan for the year",Er. Soumya Ranjan Dwibedi,Internal,Sri Abadhuta Prasad Das Smt Smita Pal,Soumya Ranjan Dwibedi,12-May-2026 01:17 PM,finsummary_586695.pdf (416.71 KB),1.0,3447871.0,RAMAKANTA BISWAL,INR,"3,580,550",AOC
,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,2.0,Finance,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2,3449459,CHINMAYA DASH,08-Apr-2026 10:11 AM,Rejected-AOC,Rejected,12-May-2026 01:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,3450432,DAMODAR SETHI,08-Apr-2026 12:55 PM,Rejected-AOC,Rejected,12-May-2026 01:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,3450260,KARTIKA MALLICK,08-Apr-2026 11:13 AM,Rejected-AOC,Rejected,12-May-2026 01:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,3448307,NAROTTAM SETHY,06-Apr-2026 02:59 PM,Rejected-AOC,Rejected,12-May-2026 01:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,3447871,RAMAKANTA BISWAL,08-Apr-2026 11:11 AM,Accepted-AOC,The bidder has quoted lowest rate among the qualified bidder so that the work has been awarded to him,12-May-2026 01:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,3449992,SUBHASHREE DAS,07-Apr-2026 11:29 PM,Rejected-AOC,Rejected,12-May-2026 01:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
