Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Stage
COLLECTOR SUNDARGARH,Internal,"AEE, ITDA, SE, MI Division, PA, ITDA, Sundargarh",LAXMAN SAHOO,02-Feb-2026 07:04 PM,03-Feb-2026 11:00 AM,techsummary_566794.pdf (478.56 KB),Finance,Tender Status,Sudam Chandra Patel,03-Feb-2026 07:29 PM,finance_566794.pdf,BOQ Comparative Chart,26-Apr-2026,"INR 13,947,061",330.0,LAXMAN SAHOO,20-May-2026 10:43 AM,Dumabahal.pdf (352.00 KB),AOC,1,3288703,BHABANI SHANKAR PATEL,11-Dec-2025 08:46 PM,Rejected-AOC,Not qualified in Transparent Lottery,20-May-2026 10:43 AM,1.0,3306473.0,SUBASH CHANDRA LAKRA,INR,"13,947,061",ST and SC Development Deptt||ITDA Sundergarh,2025_STSCD_121904_5,ITDASNG-05/2025-26,Construction of 50 seated PSH building at Dumabahal in Lephripara Block,Technical,Tender Status,LAXMAN SAHOO,02-Feb-2026 12:28 PM,technical_566794.pdf,COLLECTOR SUNDARGARH,Internal,"PA, ITDA, Sundargarh, AEE, ITDA, Sundargarh and SE, MI Division, Sundargarh",LAXMAN SAHOO,09-Mar-2026 12:24 PM,finsummary_566794.pdf (500.61 KB),AOC,"10,000",0.0,Nil,Nil,No,"1,64,064",Yes,fixed,,Nil,Nil,ST and SC Development Deptt||ITDA Sundergarh,ITDASNG-05/2025-26,2025_STSCD_121904_5,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,Construction of 50 seated PSH building at Dumabahal in Lephripara Block,Construction of 50 seated PSH building at Dumabahal in Lephripara Block,Please refer Tender documents. ,NA ,"1,64,06,376",Civil Works - Buildings,NA ,Tender,90.0,330.0,Sundargarh,770001.0,NA ,NA ,NA ,ITDA Sundargarh,No ,No,1.0,ICICI BANK,Project Administrartor,ITDA Sundargarh,28-Nov-2025 11:00 AM,17-Dec-2025 11:00 AM,28-Nov-2025 11:00 AM,16-Dec-2025 05:00 PM,NA ,NA ,28-Nov-2025 11:00 AM,16-Dec-2025 05:00 PM,03-Feb-2026 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,"Liscence, pancard, GSTIN, Affidavits and other documents as per DTCN",AOC
,,,,,,,,,,,,,,,,,,,,2,3307349,BIKASH RANJAN PATTANAIK,16-Dec-2025 01:40 PM,Rejected-AOC,Not qualified in Transparent Lottery,20-May-2026 10:43 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC
,,,,,,,,,,,,,,,,,,,,3,3305364,BIKRAM PATEL,16-Dec-2025 01:16 AM,Rejected-AOC,Not qualified in Transparent Lottery,20-May-2026 10:43 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,4,3304355,HIMANCHAL CHOUDHURY,15-Dec-2025 04:31 PM,Rejected-AOC,Not qualified in Transparent Lottery,20-May-2026 10:43 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,5,3304659,MINAKETAN GARDIA,16-Dec-2025 10:40 AM,Rejected-AOC,Not qualified in Transparent Lottery,20-May-2026 10:43 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,6,3308768,MOHIT PATEL,16-Dec-2025 04:45 PM,Rejected-AOC,Not qualified in Transparent Lottery,20-May-2026 10:43 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,7,3305990,PRABIR KUMAR SAMAL,16-Dec-2025 09:49 AM,Rejected-AOC,Not qualified in Transparent Lottery,20-May-2026 10:43 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,8,3301450,PRITAM PRATAP NAIK,14-Dec-2025 04:37 PM,Rejected-AOC,Not qualified in Transparent Lottery,20-May-2026 10:43 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,9,3302521,RAJIB LOCHAN ACHARYA,15-Dec-2025 10:52 AM,Rejected-AOC,Not qualified in Transparent Lottery,20-May-2026 10:43 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,10,3306473,SUBASH CHANDRA LAKRA,16-Dec-2025 12:20 PM,Accepted-AOC,Agreement executed by 2nd lowest bidder in Transparent lottery,20-May-2026 10:43 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
