Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Stage
Finance,33 Nos of bidders admitted,Akshaya Kumar Naik,03-Mar-2026 12:23 PM,,BOQ Comparative Chart,"CCE RW Circle, Baripada",Internal,,Akshaya Kumar Naik,06-Feb-2026 06:17 PM,11-Feb-2026 11:00 AM,techsummary_570810.pdf (2502.15 KB),04-May-2026,"INR 37,599,948",365.0,Akshaya Kumar Naik,25-May-2026 11:16 AM,Rajabasa.pdf (1623.00 KB),1,3313297,ASHOK KUMAR DAS,20-Dec-2025 03:52 PM,Rejected-AOC,L1,25-May-2026 11:16 AM,1.0,3297124.0,Ranjit Kumar Sahu,INR,"37,599,948","CCE RW Circle, Baripada",Internal,,Akshaya Kumar Naik,11-Mar-2026 12:21 PM,finsummary_570810.pdf (2305.10 KB),Technical,33 Nos of bidders participated,Akshaya Kumar Naik,06-Feb-2026 05:56 PM,,CE RW I||RWCIRCLE-BARIPADA,2025_CERWI_122893_1,NCB401,Construction of bridge over Local Nallah at 6.200Km on Rajabasa to Gunjasahi Road in the District of Mayurbhanj,AOC,"4,42,300",Yes,percentage,1.0%,Nil,Nil,CE RW I||RWCIRCLE-BARIPADA,NCB401,2025_CERWI_122893_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,Construction of bridge over Local Nallah at 6.200Km on Rajabasa to Gunjasahi Road in the District of Mayurbhanj,Construction of bridge over Local Nallah at 6.200Km on Rajabasa to Gunjasahi Road in the District of Mayurbhanj,NA ,NA ,"4,42,30,000",Civil Works - Bridges,NA ,Tender,90.0,365.0,Mayurbhanj,757105.0,NA ,NA ,NA ,"RURAL WORKS CIRCLE, BARIPADA",No ,No,1.0,ICICI BANK,"10,000",0.0,Nil,Nil,No,Circle Officer,"RURAL WORKS CIRCLE, BARIPADA",10-Dec-2025 09:00 AM,22-Dec-2025 11:00 AM,10-Dec-2025 09:00 AM,20-Dec-2025 05:00 PM,10-Dec-2025 09:00 AM ,19-Dec-2025 05:00 PM ,10-Dec-2025 09:00 AM,20-Dec-2025 05:00 PM,11-Feb-2026 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,"Paper cost, RC, PAN, GSTIN and EMD etc as per DTCN",AOC
,,,,,,,,,,,,,,,,,,,2,3319095,ASIM KUMAR MOULIK,20-Dec-2025 01:06 PM,Rejected-AOC,L1,25-May-2026 11:16 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,.pdf,"ATO, similar nature of work experience etc as per DTCN",AOC
,,,,,,,,,,,,,,,,,,,3,3313511,BASUDEB SAHU,19-Dec-2025 11:29 AM,Rejected-AOC,L1,25-May-2026 11:16 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Machineries, Affidavit etc as per DTCN",AOC
,,,,,,,,,,,,,,,,,,,4,3303424,DEBANANDA BEHERA,16-Dec-2025 10:21 AM,Rejected-AOC,L1,25-May-2026 11:16 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC
,,,,,,,,,,,,,,,,,,,5,3319079,JEETESH RANJAN BEHERA,20-Dec-2025 02:20 PM,Rejected-AOC,L1,25-May-2026 11:16 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,6,3316627,KIRAN KUMAR DAS,19-Dec-2025 07:39 PM,Rejected-AOC,L1,25-May-2026 11:16 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,7,3315387,KRUSHNA KUMAR KHANDELWAL,20-Dec-2025 03:15 PM,Rejected-AOC,L1,25-May-2026 11:16 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,8,3316845,LALIT KUMAR MOHANTY,19-Dec-2025 06:31 PM,Rejected-AOC,L1,25-May-2026 11:16 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,9,3317674,LAXMI KANTA MOHAKUD,20-Dec-2025 01:31 PM,Rejected-AOC,L1,25-May-2026 11:16 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,10,3316946,LOKESH SHARMA,20-Dec-2025 01:22 PM,Rejected-AOC,L1,25-May-2026 11:16 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
