S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage
1.0,3187230.0,RAJESH KUMAR AGARWAL,INR,"63,897,549.67",A.K Sahoo,Internal,,Binata Kishan,31-Jan-2026 04:12 PM,finsummary_558320.pdf (24.92 KB),CE RW I||RW-CIRCLE-SUNDARGARH,2025_CERWI_120068_5,RWCCESNG-16 of 2025-26,Improvement to road from Dalakudar to Barbeda road under MMSY-Improvement to existing RD roads in the Dist of Sundargarh for the year 2025-26.,Technical,8 Nos. of Bidders,Ashoka Kumar Sahoo,12-Nov-2025 10:39 AM,,Finance,eight nos. bidder only,Smita Patel,24-Dec-2025 08:30 PM,finance_558320.pdf,BOQ Comparative Chart,Ashoka Kumar Sahoo,Internal,Ashoka Kumar Sahoo,Ashoka Kumar Sahoo,18-Dec-2025 04:57 PM,23-Dec-2025 11:00 AM,techsummary_558320.pdf (437.80 KB),02-May-2026,"INR 63,897,549.67",365.0,Ashoka Kumar Sahoo,02-May-2026 01:44 PM,3051.pdf (346.00 KB),1,3207015,AJAY TIWARI,10-Nov-2025 01:43 PM,Rejected-Finance,Unsuccessful bidder,31-Jan-2026 04:12 PM,AOC,"CCE RW Circle, Sundargarh","O/O The CCE RW Circle, Sundargarh",CE RW I||RW-CIRCLE-SUNDARGARH,RWCCESNG-16 of 2025-26,2025_CERWI_120068_5,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"7,51,647",Yes,percentage,1.0%,Nil,Nil,"10,000",0.0,Nil,Nil,No,1.0,Other Corrigendum,Other,,27-Oct-2025 11:00 AM,11-Nov-2025 11:00 AM,27-Oct-2025 11:00 AM,10-Nov-2025 05:00 PM,27-Oct-2025 11:00 AM ,07-Nov-2025 05:00 PM ,27-Oct-2025 11:00 AM,10-Nov-2025 05:00 PM,23-Dec-2025 11:00 AM,Improvement to road from Dalakudar to Barbeda road under MMSY-Improvement to existing RD roads in the Dist of Sundargarh for the year 2025-26.,Improvement to road from Dalakudar to Barbeda road under MMSY-Improvement to existing RD roads in the Dist of Sundargarh for the year 2025-26.,Please refer Tender documents. ,NA ,"7,51,64,745",Civil Works - Roads,NA ,Tender,90.0,365.0,Rourkela,769004.0,NA ,NA ,NA ,"O/O The CCE RW Circle, Sundargarh",No ,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"Registration Certificate, GSTIN, PAN, Tender Paper Cost, EMD etc as per DTCN",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3203497,AKSHAYA KUMAR MOHAPATRA,10-Nov-2025 04:41 PM,Rejected-Finance,Unsuccessful bidder,31-Jan-2026 04:12 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,"Work in Hand, Work Experience, Turn Over, Machineries, Other Documents as per DTCN.",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3183752,BIJAY KUMAR AGRAWAL,05-Nov-2025 12:21 PM,Rejected-Finance,Unsuccessful bidder,31-Jan-2026 04:12 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3183978,CHAKADOLA CONSTRUCTION (P) LTD,06-Nov-2025 06:56 PM,Rejected-Finance,Unsuccessful bidder,31-Jan-2026 04:12 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3170333,PRANIR INFRACON PRIVATE LIMITED,10-Nov-2025 08:48 AM,Rejected-Finance,Unsuccessful bidder,31-Jan-2026 04:12 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3187230,RAJESH KUMAR AGARWAL,09-Nov-2025 04:53 PM,Accepted-AOC,Successful bidder by lottery,02-May-2026 01:44 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3205446,RAMESH KUMAR JENA,10-Nov-2025 04:21 PM,Rejected-Finance,Unsuccessful bidder,31-Jan-2026 04:12 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3205218,SAPNESWAR CONSTRUCTION PRIVATE LIMITED,10-Nov-2025 02:53 PM,Rejected-Finance,Unsuccessful bidder,31-Jan-2026 04:12 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
