S.No,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,S.No.1,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,Date Corrigendum,Date,,1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper cost, EMD, RC, PAN, GSTIN, Affidavits, and other required documents as per DTCN.",1,ICICI BANK,"6,720",Yes,percentage,1.0%,Nil,Nil,PWD Road to Kirkichia Road for the year 2025-26.,PWD Road to Kirkichia Road for the year 2025-26.,Please refer Tender documents. ,NA ,"6,72,000",Civil Works - Roads,NA ,Tender,90.0,30.0,"SE RW Division, Udala",757041.0,NA ,NA ,NA ,"Office of the S.E R.W Division, Udala",No ,No,29-Jan-2026 06:55 PM,11-Feb-2026 05:30 PM,29-Jan-2026 06:55 PM,11-Feb-2026 05:00 PM,29-Jan-2026 06:55 PM ,11-Feb-2026 03:00 PM ,29-Jan-2026 06:55 PM,11-Feb-2026 05:00 PM,"4,000",0.0,Nil,Nil,No,"S.E R.W Division, Udala","S.E R.W Division, Udala",CE RW I||RWCIRCLE-BARIPADA||RW Division Udala,08(Onilne)/RWD/UDALA/2025-26,2026_CERWI_125185_4,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,SE RWD Udala,Internal,,Haripriya Behera,19-May-2026 12:40 PM,finsummary_578227.pdf (715.16 KB),CE RW I||RWCIRCLE-BARIPADA||RW Division Udala,2026_CERWI_125185_4,08(Onilne)/RWD/UDALA/2025-26,PWD Road to Kirkichia Road for the year 2025-26.,1.0,3392745.0,Debendra sial,INR,"473,758.48",Finance,02 Nos of bidders admitted,Haripriya Behera,19-May-2026 12:26 PM,,BOQ Comparative Chart,19-May-2026,"INR 473,758.48",30.0,Haripriya Behera,19-May-2026 12:43 PM,TCN8KirkichiaA.pdf (715.00 KB),1,3392745,Debendra sial,11-Feb-2026 04:46 PM,Accepted-AOC,L1,19-May-2026 12:43 PM,SE RWD Udala,Internal,,Haripriya Behera,19-May-2026 12:37 PM,techsummary_578227.pdf (325.20 KB),AOC
,,,,,,.xls,BOQ,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3392259,SUKANTI BINDHANI,11-Feb-2026 01:04 PM,Rejected-AOC,L2,19-May-2026 12:43 PM,,,,,,,AOC
