Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Executive Engineer,Internal,"DAO, Estimator, AEE, RW, Sub-Division, Nimapara",Satyajit Dalai,30-Jun-2022 04:06 PM,techsummary_400233.pdf (437.08 KB),16-Apr-2026,"INR 1,052,733.82",90.0,Mausumi Mishra,07-May-2026 05:45 PM,Sarada.pdf (754.00 KB),1,1865814,DEBENDRANATH MAHARI,07-Jun-2022 11:20 AM,Rejected-Finance,Not Selected in lottery system,15-Apr-2026 10:34 AM,1.0,1866674.0,RAMESH CHANDRA PATRA,INR,"1,052,733.82",Finance,All bidders are Qualified,Satyajit Dalai,30-Jun-2022 12:48 PM,,BOQ Comparative Chart,"S.E RW Division, Nimapara",Internal,"DAO, Estimator, AEE, RW, Sub-Division, Nimapara/ Konark",Rasmita Sahoo,15-Apr-2026 10:34 AM,finsummary_400233.pdf (441.79 KB),CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-NIMAPADA,2022_CERWI_78014_15,Tender Online-Divn.NPR-01/20222-23,Routine Maintenance of P.K road to Sarada Road for the year 2022-23,AOC,Routine Maintenance of P.K road to Sarada Road for the year 2022-23,Road Works,Please refer Tender documents. ,NA ,"12,38,000",Civil Works - Roads,NA ,Tender,90.0,90.0,Nimapara,752106.0,NA ,NA ,NA ,"OFFICE OF THE EXECUTIVE ENGINEER, R.W.D NIMAPARA",No ,No,"6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,27-May-2022 11:00 AM,09-Jun-2022 11:00 AM,27-May-2022 11:00 AM,08-Jun-2022 05:00 PM,27-May-2022 11:00 AM ,07-Jun-2022 05:00 PM ,27-May-2022 11:00 AM,08-Jun-2022 05:00 PM,"EXECUTIVE ENGINEER, R.W.D NIMAPARA","OFFICE OF THE EXECUTIVE ENGINEER, R.W.D NIMAPARA",1.0,Fee/PreQual/Technical/Finance,.pdf,"PAPER COST, EMD, PAN, GSTIN, RC, AFFIDAVIT AND OTHER DOCUMENTS AS PER DTCN",0.0,No,fixed,,Nil,Nil,CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-NIMAPADA,Tender Online-Divn.NPR-01/20222-23,2022_CERWI_78014_15,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,2,1863632,GAGAN BIHARI PATRA,06-Jun-2022 07:28 PM,Rejected-Finance,Not Selected in lottery system,15-Apr-2026 10:34 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,3,1854753,Jayanta Kumar Nayak,02-Jun-2022 04:10 PM,Rejected-Finance,Not Selected in lottery system,15-Apr-2026 10:34 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,4,1859667,KARNA CHANDRA BHOLA,01-Jun-2022 03:03 PM,Rejected-Finance,Not Selected in lottery system,15-Apr-2026 10:34 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,5,1861748,LALATENDU BEURA,03-Jun-2022 12:40 PM,Rejected-Finance,Not Selected in lottery system,15-Apr-2026 10:34 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,6,1866409,M/S BISHNU CHARAN SENAPATI,08-Jun-2022 12:37 AM,Rejected-Finance,Not Selected in lottery system,15-Apr-2026 10:34 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,7,1862106,PABITRA MOHAN SAHOO,03-Jun-2022 05:16 PM,Rejected-Finance,Not Selected in lottery system,15-Apr-2026 10:34 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,8,1866815,PRADIPTA KUMAR ACHARYA,08-Jun-2022 03:35 PM,Rejected-Finance,Not Selected in lottery system,15-Apr-2026 10:34 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,9,1866729,RAJKISHORE NAYAK,08-Jun-2022 02:13 PM,Rejected-Finance,Not Selected in lottery system,15-Apr-2026 10:34 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,10,1866674,RAMESH CHANDRA PATRA,08-Jun-2022 01:43 PM,Accepted-AOC,Work has been awarded to in lottery system,07-May-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
