Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
"Superintending Engineer Ganjam (R and B) Division No.I, Berhampur",Internal,Sr. DAO and A.E.E Estimator,Somanath Tripathy,15-May-2026 03:33 PM,techsummary_580610.pdf (903.60 KB),1,3398379,BAPINI SETHY,16-Feb-2026 01:42 PM,Accepted-AOC,Win due to 1st lowest,15-May-2026 03:42 PM,15-May-2026,"INR 323,191",30.0,Somanath Tripathy,15-May-2026 03:42 PM,39.pdf (904.00 KB),Contract Awarded to Smt / Sri Bapini Sethy,Finance,"3Nos Bidder are participate, Tender Under Scrutiny.",Somanath Tripathy,18-Feb-2026 11:54 AM,finance_580610.pdf,BOQ Comparative Chart,1.0,3398379.0,BAPINI SETHY,INR,"323,191",EIC-CIVIL||SERNB-CIRCLE-BERHAMPUR||EERNB-DIVN-GANJAM I,2026_EICCL_125827_1,SE60/2025-26,S/R to KAnchuru Ralaba road such as constrn. of hume pipe culvert ch 3/700 km,"Superintending Engineer Ganjam (R and B) Division No.I, Berhampur",Internal,Sr. DAO and A.E.E Estimator,Somanath Tripathy,15-May-2026 03:36 PM,finsummary_580610.pdf (903.60 KB),AOC,S/R to KAnchuru Ralaba road such as constrn. of hume pipe culvert ch 3/700 km,S/R to KAnchuru Ralaba road such as constrn. of hume pipe culvert ch 3/700 km,NA ,NA ,"4,14,347",Civil Works - Roads,NA ,Tender,90.0,30.0,Ganjam,760005.0,NA ,NA ,NA ,Office Of The SE Ganjam RandB Div l,No ,No,EIC-CIVIL||SERNB-CIRCLE-BERHAMPUR||EERNB-DIVN-GANJAM I,SE60/2025-26,2026_EICCL_125827_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,superintending engineer Ganjam RandB div l,Office Of The Superintending Engineer Ganjam RandB Div l,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost EMD Online RC,PAN, GSTIN, Affidavit Other Documents and Forms as per DTCN.","2,000",0.0,Nil,Nil,No,10-Feb-2026 05:30 PM,17-Feb-2026 11:30 AM,10-Feb-2026 05:30 PM,16-Feb-2026 04:30 PM,10-Feb-2026 05:30 PM ,16-Feb-2026 04:00 PM ,10-Feb-2026 05:30 PM,16-Feb-2026 04:30 PM,"4,200",Yes,fixed,,Nil,Nil,AOC
,,,,,,2,3399220,SRIKANTA KUMAR NAYAK,16-Feb-2026 04:14 PM,Rejected-AOC,reject due to 3rd lowest,15-May-2026 03:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,Boq,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,3,3399285,TEJASWANI SAHU,16-Feb-2026 04:18 PM,Rejected-AOC,reject due to 2nd lowest,15-May-2026 03:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
