Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
"Construction of drain from GM 9 to GM 13 at Basanti Colony in Ward No. 17 under RMC, Rourkela",Works,Please refer Tender documents. ,NA ,"4,88,000",Civil Works - Others,NA ,Tender,90.0,30.0,Rourkela,769012.0,NA ,NA ,NA ,"Rourkela Municipal Corporation, Rourkela",No ,No,"Municipal Commissioner, RMC","Rourkela Municipal Corporation, Rourkela",1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, Affidavit, PAN, EMD, GST, Paper Cost and other documents as per DTCN","4,880",Yes,fixed,,Nil,Nil,07-Feb-2026 06:00 PM,17-Feb-2026 11:00 AM,07-Feb-2026 06:00 PM,16-Feb-2026 05:00 PM,NA ,NA ,07-Feb-2026 06:00 PM,16-Feb-2026 05:00 PM,1.0,ICICI BANK,Rourkela Municipal Corporation,MC/RMC/08/2026,2026_RMC_125706_7,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"2,000",Nil,Nil,No,AOC,1,3398911,BABULA NAYAK,16-Feb-2026 03:03 PM,Rejected-Technical,By The Tender Committee,25-Mar-2026 01:16 PM,Commissioner,External,"Audit Officer, Executive Engineer, Superintending Engineer, Joint Commissioner",Birendra Nanda,25-Mar-2026 01:16 PM,techsummary_580131.pdf (4130.57 KB),Finance,EMD refund,Birendra Nanda,25-Mar-2026 12:42 PM,finance_580131.pdf,BOQ Comparative Chart,1.0,3398427.0,SANJULATA ROUT,INR,"487,534.26",11-May-2026,"INR 487,534.26",30.0,Manas Biswal,11-May-2026 12:22 PM,BID08.pdf (4131.00 KB),Awarded to Sanjulata Rout,Commissioner,External,"Audit Officer, Executive Engineer, Superintending Engineer, Joint Commissioner",Manas Biswal,11-May-2026 11:55 AM,finsummary_580131.pdf (4130.56 KB),Rourkela Municipal Corporation,2026_RMC_125706_7,MC/RMC/08/2026,"Construction of drain from GM 9 to GM 13 at Basanti Colony in Ward No. 17 under RMC, Rourkela",AOC
,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,AOC,2,3398454,BABULI CHANDRA PAIKARAY,16-Feb-2026 01:30 PM,Rejected-Technical,By The Tender Committee,25-Mar-2026 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3393128,BRAJA MOHAN BEURA,12-Feb-2026 03:30 PM,Rejected-Technical,By The Tender Committee,25-Mar-2026 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3397644,CHAKRA TANTY,16-Feb-2026 09:31 AM,Rejected-Technical,By The Tender Committee,25-Mar-2026 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3394818,MAA SAMALEI TRADERS,13-Feb-2026 01:26 PM,Rejected-Technical,By The Tender Committee,25-Mar-2026 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3398504,MANORANJAN JENA,16-Feb-2026 01:54 PM,Rejected-Technical,By The Tender Committee,25-Mar-2026 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3398182,MITRA SEKHAR PARIDA,16-Feb-2026 12:41 PM,Rejected-Technical,By The Tender Committee,25-Mar-2026 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3397823,M/S OM CONSTRUCTION,16-Feb-2026 11:13 AM,Rejected-Technical,By The Tender Committee,25-Mar-2026 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3399007,NIRANJAN SWAIN,16-Feb-2026 03:32 PM,Rejected-Technical,By The Tender Committee,25-Mar-2026 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3398361,PRAFULLA CHANDRA PARIDA,16-Feb-2026 01:14 PM,Rejected-Technical,By The Tender Committee,25-Mar-2026 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,11,3395864,R N DEVELOPERS,14-Feb-2026 03:08 PM,Rejected-Technical,By The Tender Committee,25-Mar-2026 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,12,3398299,SANDEEP KUMAR SAMAL,16-Feb-2026 01:03 PM,Rejected-Technical,By The Tender Committee,25-Mar-2026 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,13,3398427,SANJULATA ROUT,16-Feb-2026 01:24 PM,Accepted-AOC,By The Tender Committee,11-May-2026 12:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,14,3398117,S.K. INFRA PROJECTS,16-Feb-2026 12:33 PM,Rejected-Technical,By The Tender Committee,25-Mar-2026 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,15,3399022,SUBHADRA ENTERPRISES,16-Feb-2026 03:49 PM,Rejected-Technical,By The Tender Committee,25-Mar-2026 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,16,3395687,SUSHIL KUMAR SINGH,14-Feb-2026 12:59 PM,Rejected-Technical,By The Tender Committee,25-Mar-2026 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
