Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Improvement of Sikhapali-Podia road from 0/000 km to 37/500 km in the district of Malkangiri under State Plan,Improvement of Sikhapali-Podia road from 0/000 km to 37/500 km in the district of Malkangiri under State Plan,Please refer Tender documents. ,NA ,"46,23,84,535",Civil Works - Roads,NA ,Tender,90.0,730.0,Malkangiri Division,751001.0,NA ,NA ,NA ,"O/o the E.I.C (Civil-Cum-Roads), Odisha",No ,No,"10,000",0.0,Nil,Nil,No,"46,24,000",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"Online proof copy of Tender Cost and EMD, GSTIN, PAN, RC and Affidavit",1.0,ICICI BANK,"Chief Engineer, Roads-I, Odisha","O/o the E.I.C (Civil-Cum-Roads), Odisha, Nirman Soudha, New Building, Unit-V, Bhubaneswar",EIC-CIVIL,CE-ROADS-I-07/2025-26,2025_EICCL_116025_4,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,24-Jul-2025 01:30 PM,13-Aug-2025 11:30 AM,24-Jul-2025 01:30 PM,12-Aug-2025 05:30 PM,NA ,NA ,24-Jul-2025 01:30 PM,12-Aug-2025 05:30 PM,25-Nov-2025 11:00 AM,AOC,1,3031146,BIRENDRA KUMAR NAYAK,12-Aug-2025 03:04 PM,Rejected-Finance,Other than L1 and L2 bidder,11-Dec-2025 06:49 PM,06-May-2026,"INR 393,073,093",730.0,Pradipta Kumar Nayak,14-May-2026 04:03 PM,AGT_Copy_Sikhapali_Podia.pdf (2043.00 KB),04 P1 of 2026-27,EIC Civil cum Roads Odisha,Internal,,Pradipta Kumar Nayak,20-Nov-2025 07:51 PM,25-Nov-2025 11:00 AM,techsummary_547209.pdf (358.88 KB),Finance,Opening,Pradipta Kumar Nayak,25-Nov-2025 01:15 PM,,BOQ Comparative Chart,EIC-CIVIL,2025_EICCL_116025_4,CE-ROADS-I-07/2025-26,Improvement of Sikhapali-Podia road from 0/000 km to 37/500 km in the district of Malkangiri under State Plan,Technical,Opening,Pradipta Kumar Nayak,13-Aug-2025 01:18 PM,,CE Roads-II Odisha,Internal,,Pradipta Kumar Nayak,11-Dec-2025 06:49 PM,finsummary_547209.pdf (161.84 KB),1.0,3028046.0,NANDA INFRA CONSTRUCTION PRIVATE LIMITED,INR,"393,073,093",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Machineries and work experience,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,3031391,BMS PROJECTS,11-Aug-2025 11:48 PM,Rejected-AOC,L1 bidder,14-May-2026 04:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other documents as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3032432,JMBG CONSTRUCTION,11-Aug-2025 11:38 PM,Rejected-AOC,L1 bidder,14-May-2026 04:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of quantities,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3026705,KAPILASH INFRASOL PROJECTS PRIVATE LIMITED,12-Aug-2025 12:50 PM,Rejected-AOC,L1 bidder,14-May-2026 04:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3030847,M/s Tara Tarini Constructions Pvt. Ltd.,11-Aug-2025 11:57 AM,Rejected-AOC,L1 bidder,14-May-2026 04:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3028046,NANDA INFRA CONSTRUCTION PRIVATE LIMITED,09-Aug-2025 07:35 PM,Accepted-AOC,Selected as L1 bidder,14-May-2026 04:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3031114,PM CONTRACTORS PRIVATE LIMITED,12-Aug-2025 01:31 PM,Rejected-AOC,L1 bidder,14-May-2026 04:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3022954,SRI RAGHAVENDRA CONSTRUCTIONS,12-Aug-2025 04:42 PM,Rejected-AOC,L1 bidder,14-May-2026 04:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3021390,VENKATA PANDURANGA CONSTRUCTIONS PRIVATE LIMITED,11-Aug-2025 08:04 PM,Rejected-Technical,Disqualified,20-Nov-2025 07:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
