EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"83,100",Yes,fixed,,Nil,Nil,CE AND BM MBBS CHANDIKOLE||EASTERN CIRCLE II CHANDIKOLE||AUL Embankment Div AUL,e-Procurement Notice No.AED-14 OF 2025-26,2025_AULE_119654_11,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,18-Oct-2025 10:00 AM,28-Oct-2025 11:00 AM,18-Oct-2025 10:00 AM,27-Oct-2025 05:00 PM,18-Oct-2025 10:00 AM ,24-Oct-2025 05:00 PM ,18-Oct-2025 10:00 AM,27-Oct-2025 05:00 PM,13-Nov-2025 05:00 PM,"10,000",Nil,Nil,No,1.0,ICICI BANK,AUL 12 Protection to Scoured bank on River Kharasrota Right near village Balakati near Gadagadi Bridge,Protection to Scoured bank on River Kharasrota Right near village Balakati near Gadagadi Bridge,Please refer Tender documents. ,NA ,"83,01,905",Civil Works - Others,NA ,Tender,90.0,180.0,AUL,754219.0,NA ,NA ,NA ,"S.E, Aul Embkt. Division, Aul",No ,No,1.0,Fee/PreQual/Technical,.pdf,"Contractor R.C, PAN, GSTIN, Affidavits, NRC, undertaking and any other documents as per SBD/DTCN.","S.E, Aul Embkt. Division, Aul","S.E, Aul Embankment Division, Aul-754219",AOC,Technical,67 Nos Bidders Participated,Kshirod Kumar Mohapatra,31-Oct-2025 05:42 PM,,CE AND BM MBBS CHANDIKOLE||EASTERN CIRCLE II CHANDIKOLE||AUL Embankment Div AUL,2025_AULE_119654_11,e-Procurement Notice No.AED-14 OF 2025-26,AUL 12 Protection to Scoured bank on River Kharasrota Right near village Balakati near Gadagadi Bridge,AUL Embankment Div AUL,Internal,AUL Embankment Div AUL,Sambit Kumar Sahoo,11-Dec-2025 06:37 PM,finsummary_556632.pdf (233.93 KB),1.0,3158280.0,MRUTUNJAYA MOHANTY,INR,"7,057,450",20-May-2026,"INR 7,057,450",180.0,Sambit Kumar Sahoo,20-May-2026 01:12 PM,12.pdf (1623.00 KB),"L1 bid of Sri MRUTUNJAYA MOHANTY selected through transparent lottery system accepted by the S.E., Aul Embankment Division for award of contract.",1,3157465,ABHIJEET JENA,27-Oct-2025 11:45 AM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 06:37 PM,"S.E, Aul Embakment Division, Aul",Internal,"DAO Aul Embakment Division, Aul, AEE (Estimator), Aul Embakment Division, Aul",Sambit Kumar Sahoo,13-Nov-2025 04:01 PM,13-Nov-2025 05:00 PM,techsummary_556632.pdf (153.99 KB),Finance,All the bids are downloaded successfully.,Sambit Kumar Sahoo,16-Nov-2025 11:15 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3158386,ABINASH MALLIK,27-Oct-2025 12:27 PM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 06:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3139016,AJIT KUMAR SAHOO,21-Oct-2025 02:38 PM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 06:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3158767,ALEKHA PRASAD NATH,27-Oct-2025 02:24 PM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 06:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3152435,AMIT KUMAR BEHERA,26-Oct-2025 05:28 PM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 06:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3145164,ANIL KUMAR SWAIN,23-Oct-2025 02:00 PM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 06:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3155234,ANSU ANIDITA JENA,26-Oct-2025 05:45 PM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 06:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3147504,Ashish Samal,26-Oct-2025 03:09 AM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 06:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3155505,ASHUTOSH NAYAK,26-Oct-2025 06:41 PM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 06:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3154786,ASHUTOSH PARIDA,27-Oct-2025 04:54 AM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 06:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3139243,ASWINI KUMAR ROUT,21-Oct-2025 04:38 PM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 06:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3155355,BHABANI PRASAD NAYAK,27-Oct-2025 11:31 AM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 06:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,3155814,BIBEKANANDA MISHRA,26-Oct-2025 07:44 PM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 06:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3152710,BIBHUTI BHUSAN NATH,26-Oct-2025 02:19 PM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 06:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,3152409,BIBRAT KUMAR NATH,26-Oct-2025 06:21 PM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 06:37 PM,,,,,,,,,,,,,,AOC
