EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,3154167,BISWAJIT NAYAK,26-Oct-2025 01:32 PM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 06:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,3153052,BISWA RANJAN BAI,26-Oct-2025 01:52 PM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 06:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,3157501,DAITARI MOHANTA,27-Oct-2025 10:26 AM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 06:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,3146686,DEBENDRA MOHANTY,23-Oct-2025 08:27 PM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 06:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,3135538,DEEPAK KUMAR NAYAK,19-Oct-2025 05:08 PM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 06:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,3151978,DEEPTI RANJAN PANDA,25-Oct-2025 06:09 PM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 06:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,3152072,EKAPARNA DAS,25-Oct-2025 06:07 PM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 06:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,3143869,Gyanendra Dhar,22-Oct-2025 09:02 PM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 06:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,3140347,KAMALAKANTA MOHARANA,24-Oct-2025 09:09 PM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 06:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,3160046,LITU BISWAL,27-Oct-2025 04:52 PM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 06:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,3151257,LWEET PATTANAYAK,25-Oct-2025 01:48 PM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 06:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,3147949,MAA CONSTRUCTION,27-Oct-2025 02:58 PM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 06:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,3159419,MANIKA JIT,27-Oct-2025 02:32 PM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 06:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,3153241,Manoj Kumar Sethi,26-Oct-2025 06:03 PM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 06:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,3145491,MANORANJAN ROUT,23-Oct-2025 01:39 PM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 06:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,3158280,MRUTUNJAYA MOHANTY,27-Oct-2025 12:15 PM,Accepted-AOC,"L1 bid of Sri MRUTUNJAYA MOHANTY selected through transparent lottery system accepted by the S.E., Aul Embankment Division for award of contract.",20-May-2026 01:12 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,3142941,M/S P.K. CONSTRUCTIONS,26-Oct-2025 09:40 AM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 06:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,3157879,M/s- Soumendra Keshari Sethi,27-Oct-2025 12:19 PM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 06:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,3152651,NIBEDITA SWAIN,25-Oct-2025 08:52 PM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 06:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,3156781,NIHAR RANJAN NAYAK,27-Oct-2025 02:47 PM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 06:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,3149384,NILESH DAS,24-Oct-2025 06:35 PM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 06:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,3147412,Pabitra Jena,25-Oct-2025 01:58 AM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 06:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,3152769,PRADEEP KUMAR SAHOO,26-Oct-2025 12:52 PM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 06:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,3149806,PRAJNA PRAGLAVA PAIKRAY,26-Oct-2025 11:36 AM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 06:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,3155906,Pratyusha Panda,26-Oct-2025 09:05 PM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 06:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,3141781,PRAVAS MOHANTY,22-Oct-2025 11:18 AM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 06:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,3153312,PRIYABRATA SAHOO,26-Oct-2025 11:31 AM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 06:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,3153634,RAJAT KUMAR BEHERA,26-Oct-2025 06:04 PM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 06:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,3152433,RAJIBA KUMAR GAHAN,26-Oct-2025 08:39 AM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 06:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,3156146,RAKESH PARIDA,27-Oct-2025 06:35 AM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 06:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,3157517,RITESH RANJAN BARIK,27-Oct-2025 11:56 AM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 06:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,3147101,SAMIR KUMAR DAS,24-Oct-2025 09:13 AM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 06:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,3152864,SAMRAT KUMAR BEHERA,27-Oct-2025 10:46 AM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 06:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,3159435,SANDEEP KUMAR BEHERA,27-Oct-2025 04:16 PM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 06:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,3158202,SARADA PRASAD SAHOO,27-Oct-2025 12:08 PM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 06:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,3147196,SARIKA SATAPATHY,23-Oct-2025 10:48 PM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 06:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,3154143,SASHIKANTA ROUT,27-Oct-2025 08:42 AM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 06:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,3152586,SASMITA SAMAL,25-Oct-2025 08:35 PM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 06:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,3148004,SASWATIPRAJNYA NAYAK,27-Oct-2025 11:20 AM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 06:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,3151382,SATYAJIT MALLICK,25-Oct-2025 03:02 PM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 06:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,3157310,SATYAJIT SAMAL,27-Oct-2025 01:13 PM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 06:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,3156162,SIPUN MALLICK,27-Oct-2025 11:14 AM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 06:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,3149837,SK SAKIR,25-Oct-2025 12:47 AM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 06:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,3158883,SMRUTI RANJAN BEURIA,27-Oct-2025 01:40 PM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 06:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,3159517,SOURAV MINAKETAN,27-Oct-2025 03:24 PM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 06:37 PM,,,,,,,,,,,,,,AOC
