Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No.1,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
20-Feb-2024 11:00 AM,11-Mar-2024 11:00 AM,20-Feb-2024 11:00 AM,07-Mar-2024 05:30 PM,20-Feb-2024 11:00 AM ,07-Mar-2024 05:30 PM ,20-Feb-2024 11:00 AM,07-Mar-2024 05:30 PM,07-Jun-2024 11:00 AM,"6,000",0.0,Nil,Nil,No,"46,320",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-NAYAGARH,NAYAGARH13202324,2024_CERWI_101460_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Divisional Officer,"RURAL WORKS DIVISION, NAYAGARH",1.0,Corrigendum,Date,,New construction of Day-Care Sub-Center-cum-Health and Wellness center building at Godipada under Odagaon Block in the District of Nayagarh for the year 2023-24,New construction of Day-Care Sub-Center-cum-Health and Wellness center building at Godipada under Odagaon Block in the District of Nayagarh for the year 2023-24,NA ,NA ,"46,32,027",Civil Works - Buildings,NA ,Tender,90.0,180.0,Nayagarh,752070.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, NAYAGARH",No ,No,1.0,Fee/PreQual/Technical,.pdf,DTCN.pdf Valid PAN GSTin Contractor license and other documents as per DTCN,AOC,EE,Internal,"EE, DAO AND ESTIMATOR",Chittaranjan Mishra,14-May-2026 01:51 PM,finsummary_494877.pdf (2529.56 KB),Technical,TECHNICAL EVALUATION SHEET,Chittaranjan Mishra,03-Jun-2024 04:52 PM,technical_494877.pdf,CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-NAYAGARH,2024_CERWI_101460_1,NAYAGARH13202324,New construction of Day-Care Sub-Center-cum-Health and Wellness center building at Godipada under Odagaon Block in the District of Nayagarh for the year 2023-24,1.0,2471305.0,DEBASHIS MOHAPATRA,INR,"3,937,686",1,2471289,AMIT KUMAR PRUSTY,07-Mar-2024 01:34 PM,Rejected-AOC,L1,14-May-2026 01:55 PM,14-May-2026,"INR 3,937,686",180.0,Chittaranjan Mishra,14-May-2026 01:55 PM,2782.pdf (634.00 KB),03P1 OF 2025-26,Finance,Technical Evaluation committee,Chittaranjan Mishra,14-May-2026 01:46 PM,finance_494877.pdf,BOQ Comparative Chart,EE,Internal,"EE, DAO and ESTIMATOR",Chittaranjan Mishra,03-Jun-2024 04:53 PM,07-Jun-2024 11:00 AM,techsummary_494877.pdf (2528.77 KB),AOC
,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ.xls,AOC,,,,,,,,,,,,,,,,,,,,,2,2471305,DEBASHIS MOHAPATRA,07-Mar-2024 09:38 AM,Accepted-AOC,AOC,14-May-2026 01:55 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,3,2471720,JAMBESWAR GHADEI,07-Mar-2024 04:47 PM,Rejected-AOC,L1,14-May-2026 01:55 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,4,2471671,PRADIPTA KUMAR BEHERA,07-Mar-2024 03:35 PM,Rejected-AOC,L1,14-May-2026 01:55 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,5,2471590,SUMITRA PRADHAN,07-Mar-2024 02:10 PM,Rejected-AOC,L1,14-May-2026 01:55 PM,,,,,,,,,,,,,,,,,,,,,AOC
