Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"10,000",Nil,Nil,No,"S.E, Aul Embkt. Division, Aul","S.E, Aul Embkt. Division, Aul-754219","67,800",Yes,fixed,,Nil,Nil,CE AND BM MBBS CHANDIKOLE||EASTERN CIRCLE II CHANDIKOLE||AUL Embankment Div AUL,e-Procurement Notice No.AED-15 OF 2025-26,2025_AULE_120859_13,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Contractor R.C, PAN, GSTIN, Affidavits, NRC, undertaking and any other documents as per SBD/DTCN",07-Nov-2025 10:00 AM,18-Nov-2025 11:00 AM,07-Nov-2025 10:00 AM,17-Nov-2025 05:00 PM,07-Nov-2025 10:00 AM ,17-Nov-2025 05:00 PM ,07-Nov-2025 10:00 AM,17-Nov-2025 05:00 PM,01-Dec-2025 10:00 AM,AUL 14 Protection to Scoured bank on Gobari Right from RD 3300 M to 3390 M of Mahakalapada Chhapali Saline Embankment,Protection to Scoured bank on Gobari Right from RD 3300 M to 3390 M of Mahakalapada Chhapali Saline Embankment,Please refer Tender documents. ,NA ,"67,72,237",Civil Works - Others,NA ,Tender,90.0,180.0,Aul,754219.0,NA ,NA ,NA ,"S.E, Aul Embkt. Division, Aul",No ,No,1.0,ICICI BANK,AOC,Technical,49 Nos Bidders Participated,Sambit Kumar Sahoo,21-Nov-2025 03:03 PM,,CE AND BM MBBS CHANDIKOLE||EASTERN CIRCLE II CHANDIKOLE||AUL Embankment Div AUL,2025_AULE_120859_13,e-Procurement Notice No.AED-15 OF 2025-26,AUL 14 Protection to Scoured bank on Gobari Right from RD 3300 M to 3390 M of Mahakalapada Chhapali Saline Embankment,AUL Embankment Div AUL,Internal,AUL Embankment Div AUL,Kshirod Kumar Mohapatra,21-Dec-2025 12:43 PM,finsummary_562090.pdf (462.37 KB),1.0,3228663.0,Silpa Dani,INR,"5,757,078",1,3228881,ACHARYA CONSTRUCTIONS,17-Nov-2025 11:54 AM,Rejected-Finance,Not won in the transparent Lottery,21-Dec-2025 12:43 PM,22-May-2026,"INR 5,757,078",180.0,Sambit Kumar Sahoo,22-May-2026 01:19 PM,14.pdf (128.00 KB),"L1 bid of Sri Silpa Dani selected through transparent lottery system accepted by the S.E., Aul Embankment Division for award of contract.","Aul Embankment Division, Aul",Internal,,Sambit Kumar Sahoo,30-Nov-2025 04:42 PM,01-Dec-2025 10:00 AM,techsummary_562090.pdf (754.87 KB),Finance,All the bidders have been downloaded successfully.,Sambit Kumar Sahoo,04-Dec-2025 11:41 AM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,2,3232965,AMIT KUMAR BEHERA,17-Nov-2025 04:48 PM,Rejected-Finance,Not won in the transparent Lottery,21-Dec-2025 12:43 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,3,3226220,AMIYA RANJAN DAS,14-Nov-2025 10:28 PM,Rejected-Finance,Not won in the transparent Lottery,21-Dec-2025 12:43 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,4,3226536,ANNADA PRASANNA OJHA,17-Nov-2025 08:00 AM,Rejected-Finance,Not won in the transparent Lottery,21-Dec-2025 12:43 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,5,3230370,ANSHUMAN TRIPATHY,16-Nov-2025 11:57 PM,Rejected-Finance,Not won in the transparent Lottery,21-Dec-2025 12:43 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,6,3232727,Arundhati Pradhan,17-Nov-2025 04:06 PM,Rejected-Finance,Not won in the transparent Lottery,21-Dec-2025 12:43 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,7,3228709,Ashwini Kumar Nayak,16-Nov-2025 09:46 AM,Rejected-Finance,Not won in the transparent Lottery,21-Dec-2025 12:43 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,8,3229041,ASWINI KUMAR ROUT,16-Nov-2025 04:38 PM,Rejected-Finance,Not won in the transparent Lottery,21-Dec-2025 12:43 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,9,3226357,BARADA PRASANNA PANDA,16-Nov-2025 12:10 PM,Rejected-Finance,Not won in the transparent Lottery,21-Dec-2025 12:43 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,10,3227359,BHABANI PRASAD NAYAK,17-Nov-2025 10:00 AM,Rejected-Finance,Not won in the transparent Lottery,21-Dec-2025 12:43 PM,,,,,,,,,,,,,,,,,,,,,AOC
