Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,11,2992663,ASHOK KUMAR NEGI,07-Jul-2025 09:19 PM,Rejected-Finance,Through Transparent Lottery process,13-Oct-2025 09:44 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,12,2991132,ASHOK KUMAR PADHAN,06-Jul-2025 01:33 PM,Accepted-AOC,AOC,01-May-2026 07:20 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,13,2990864,Ashutosh Mishra,06-Jul-2025 12:25 PM,Rejected-Finance,Through Transparent Lottery process,13-Oct-2025 09:44 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,14,2991614,ASWINI KUMAR SAHU,06-Jul-2025 09:08 PM,Rejected-Finance,Through Transparent Lottery process,13-Oct-2025 09:44 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,15,2990940,ATUL KUMAR BANSAL,06-Jul-2025 12:44 AM,Rejected-Finance,Through Transparent Lottery process,13-Oct-2025 09:44 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,16,2988796,BANAMALI NAIK,07-Jul-2025 08:41 PM,Rejected-Finance,Through Transparent Lottery process,13-Oct-2025 09:44 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,17,2985738,Banishree Mishra,02-Jul-2025 01:00 AM,Rejected-Finance,Through Transparent Lottery process,13-Oct-2025 09:44 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,18,2992134,BHAWANI SANKAR PANDA,07-Jul-2025 08:04 PM,Rejected-Finance,Through Transparent Lottery process,13-Oct-2025 09:44 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,19,2992768,Bhojraj Rana,07-Jul-2025 10:20 PM,Rejected-Finance,Through Transparent Lottery process,13-Oct-2025 09:44 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,20,2981453,DEEPAK RANJAN BEHERA,07-Jul-2025 08:14 PM,Rejected-Finance,Through Transparent Lottery process,13-Oct-2025 09:44 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,21,2989251,DOLAMANI CHOUDHURY,04-Jul-2025 05:57 PM,Rejected-Finance,Through Transparent Lottery process,13-Oct-2025 09:44 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,22,2989081,DOLINATH SAHU,05-Jul-2025 06:47 PM,Rejected-Finance,Through Transparent Lottery process,13-Oct-2025 09:44 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,23,2992712,DUSILA SAHU,07-Jul-2025 10:06 PM,Rejected-Finance,Through Transparent Lottery process,13-Oct-2025 09:44 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,24,2991155,GHANASHYAM SAHU,06-Jul-2025 11:33 AM,Rejected-Finance,Through Transparent Lottery process,13-Oct-2025 09:44 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,25,2993504,GITANJALI MEHER,08-Jul-2025 05:06 PM,Rejected-Finance,Through Transparent Lottery process,13-Oct-2025 09:44 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,26,2992380,GITANJALI PADHAN,08-Jul-2025 05:06 PM,Rejected-Finance,Through Transparent Lottery process,13-Oct-2025 09:44 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,27,2993321,Gyanendra Dhar,08-Jul-2025 03:48 PM,Rejected-Finance,Through Transparent Lottery process,13-Oct-2025 09:44 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,28,2991075,JITENDRA BARIHA,06-Jul-2025 10:05 AM,Rejected-Finance,Through Transparent Lottery process,13-Oct-2025 09:44 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,29,2989796,LIKUN KUMAR MOHANTY,08-Jul-2025 01:20 PM,Rejected-Finance,Through Transparent Lottery process,13-Oct-2025 09:44 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,30,2991139,Madan Nayak,07-Jul-2025 07:44 PM,Rejected-Finance,Through Transparent Lottery process,13-Oct-2025 09:44 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,31,2989302,MADHAB KUMAR MAHAPATRA,06-Jul-2025 12:16 PM,Rejected-Finance,Through Transparent Lottery process,13-Oct-2025 09:44 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,32,2986920,MANOJ KUMAR NAYAK,03-Jul-2025 08:31 PM,Rejected-Finance,Through Transparent Lottery process,13-Oct-2025 09:44 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,33,2991250,Manoranjan Nayak,06-Jul-2025 01:18 PM,Rejected-Finance,Through Transparent Lottery process,13-Oct-2025 09:44 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,34,2991247,MEENA DEVI,06-Jul-2025 06:13 PM,Rejected-Finance,Through Transparent Lottery process,13-Oct-2025 09:44 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,35,2990847,MITRA BHANU SAHU,06-Jul-2025 06:34 PM,Rejected-Finance,Through Transparent Lottery process,13-Oct-2025 09:44 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,36,2992688,MOHAMMED SOFEL,08-Jul-2025 12:47 PM,Rejected-Finance,Through Transparent Lottery process,13-Oct-2025 09:44 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,37,2990049,MOHINI PANDA,05-Jul-2025 08:45 PM,Rejected-Finance,Through Transparent Lottery process,13-Oct-2025 09:44 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,38,2984853,M/S SWARAJ TRADERS,01-Jul-2025 12:10 PM,Rejected-Finance,Through Transparent Lottery process,13-Oct-2025 09:44 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,39,2992647,NANDA KISHOR AGRAWAL,07-Jul-2025 08:45 PM,Rejected-Finance,Through Transparent Lottery process,13-Oct-2025 09:44 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,40,2992993,Nandini Sahu,08-Jul-2025 01:31 PM,Rejected-Finance,Through Transparent Lottery process,13-Oct-2025 09:44 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,41,2992799,NARAYANA MEHER,08-Jul-2025 12:30 PM,Rejected-Finance,Through Transparent Lottery process,13-Oct-2025 09:44 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,42,2985532,NARESH KUMAR DAS,01-Jul-2025 07:32 PM,Rejected-Finance,Through Transparent Lottery process,13-Oct-2025 09:44 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,43,2984580,NEMICHAND AGRAWAL,02-Jul-2025 06:38 PM,Rejected-Finance,Through Transparent Lottery process,13-Oct-2025 09:44 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,44,2988343,PARAMANANDA SAHU,03-Jul-2025 11:24 PM,Rejected-Finance,Through Transparent Lottery process,13-Oct-2025 09:44 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,45,2992990,PREMANANDA BEHERA,08-Jul-2025 11:59 AM,Rejected-Finance,Through Transparent Lottery process,13-Oct-2025 09:44 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,46,2986471,PRIYALATA PANDA,05-Jul-2025 10:13 AM,Rejected-Finance,Through Transparent Lottery process,13-Oct-2025 09:44 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,47,2985485,RAJESH DAS,01-Jul-2025 07:59 PM,Rejected-Finance,Through Transparent Lottery process,13-Oct-2025 09:44 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,48,2992869,RAMESH KUMAR NAIK,08-Jul-2025 04:42 AM,Rejected-Finance,Through Transparent Lottery process,13-Oct-2025 09:44 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,49,2991140,RASHMIREKHA PANDA,06-Jul-2025 10:22 PM,Rejected-Finance,Through Transparent Lottery process,13-Oct-2025 09:44 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,50,2987178,Rasmita Pattnaik,03-Jul-2025 12:10 PM,Rejected-Finance,Through Transparent Lottery process,13-Oct-2025 09:44 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,51,2990659,RATHA MEHER,08-Jul-2025 02:12 PM,Rejected-Finance,Through Transparent Lottery process,13-Oct-2025 09:44 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,52,2987599,Sachidananda Majhi,06-Jul-2025 06:02 PM,Rejected-Finance,Through Transparent Lottery process,13-Oct-2025 09:44 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,53,2988697,Sanjaya Kumar Padhan,07-Jul-2025 08:03 PM,Rejected-Finance,Through Transparent Lottery process,13-Oct-2025 09:44 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,54,2986271,SARADA KUMARI RAO,04-Jul-2025 12:28 AM,Rejected-Finance,Through Transparent Lottery process,13-Oct-2025 09:44 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,55,2988726,SARAT HARIJAN,04-Jul-2025 04:39 PM,Rejected-Finance,Through Transparent Lottery process,13-Oct-2025 09:44 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,56,2991086,SARITA SAHOO,06-Jul-2025 08:09 PM,Rejected-Finance,Through Transparent Lottery process,13-Oct-2025 09:44 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,57,2985835,SHASHI BHUSAN PRAHARAJ,02-Jul-2025 01:14 AM,Rejected-Finance,Through Transparent Lottery process,13-Oct-2025 09:44 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,58,2987121,SITESH KUMAR NAHAK,04-Jul-2025 12:59 AM,Rejected-Finance,Through Transparent Lottery process,13-Oct-2025 09:44 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,59,2993285,Sobhabati Meher,08-Jul-2025 03:26 PM,Rejected-Finance,Through Transparent Lottery process,13-Oct-2025 09:44 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,60,2990823,SUDHANSU SEKHAR BEHERA,05-Jul-2025 05:58 PM,Rejected-Finance,Through Transparent Lottery process,13-Oct-2025 09:44 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,61,2986212,SUNYA MANGARAJ,07-Jul-2025 08:36 PM,Rejected-Finance,Through Transparent Lottery process,13-Oct-2025 09:44 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,62,2993138,SUSHANTA KUMAR JENA,08-Jul-2025 01:15 PM,Rejected-Finance,Through Transparent Lottery process,13-Oct-2025 09:44 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,63,2993286,SWAGATIKA DASH,08-Jul-2025 02:32 PM,Rejected-Finance,Through Transparent Lottery process,13-Oct-2025 09:44 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,64,2989279,SWARNALATA RATH,04-Jul-2025 07:31 PM,Rejected-Finance,Through Transparent Lottery process,13-Oct-2025 09:44 PM,,,,,,,,,,,,,,AOC
