Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,"Office of the SE, Kalahandi Irrigation Division","Office of the SE, Kalahandi Irrigation Division, Bhawanipatna",CC lining and guard wall to teresinga Sub Minor No-1 from RD 00 Mtr to 425.70 Mtr and Dungriguda S/m from RD 00m to 248.40 Mtr under UIP,CC lining and guard wall to teresinga Sub Minor No-1 from RD 00 Mtr to 425.70 Mtr and Dungriguda S/m from RD 00m to 248.40 Mtr under UIP,Please refer Tender documents. ,NA ,"36,76,500",Civil Works - Others,NA ,Tender,90.0,180.0,Karlamunda,766031.0,NA ,NA ,NA ,"Office of the SE, Kalahandi Irrigation Division",No ,No,"CE-BM, Tel Basin,Bhawanipatna||SE Western Irr Circle Bhawanipatna||EE Kalahandi Irr Divn. Bhawanipatna",e-KLID-01/2025-26,2025_CEBMT_114821_27,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost, EMD, Contractor RC, PAN,Affidavit, NRC and any other as per DTCN","36,800",Yes,fixed,,Nil,Nil,25-Jun-2025 11:00 AM,09-Jul-2025 11:00 AM,25-Jun-2025 11:00 AM,08-Jul-2025 05:30 PM,25-Jun-2025 11:00 AM ,30-Jun-2025 05:30 PM ,25-Jun-2025 11:00 AM,08-Jul-2025 05:30 PM,AOC,SEKID,Internal,"SEKID,AEE,DAO",ANANTARAM NAIK,13-Oct-2025 09:44 PM,finsummary_544321.pdf (435.36 KB),SEKID,Internal,"SEKID,AEEESTRAEESTR,DAO",ANANTARAM NAIK,05-Oct-2025 09:03 PM,techsummary_544321.pdf (1729.05 KB),"CE-BM, Tel Basin,Bhawanipatna||SE Western Irr Circle Bhawanipatna||EE Kalahandi Irr Divn. Bhawanipatna",2025_CEBMT_114821_27,e-KLID-01/2025-26,CC lining and guard wall to teresinga Sub Minor No-1 from RD 00 Mtr to 425.70 Mtr and Dungriguda S/m from RD 00m to 248.40 Mtr under UIP,1.0,2991132.0,ASHOK KUMAR PADHAN,INR,"3,125,392.39",1,2992676,ABHIMANYU CHHATRIA,08-Jul-2025 12:07 AM,Rejected-Finance,Through Transparent Lottery process,13-Oct-2025 09:44 PM,15-Oct-2025,"INR 3,125,392.39",180.0,ANANTARAM NAIK,01-May-2026 07:19 PM,27.pdf (711.00 KB),AOC,Finance,Technical bid documents download sucessfully,ANANTARAM NAIK,04-Sep-2025 01:19 PM,finance_544321.pdf,BOQ Comparative Chart,AOC
,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,2992691,ADHYAN INFRA,07-Jul-2025 09:25 PM,Rejected-Finance,Through Transparent Lottery process,13-Oct-2025 09:44 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,2986395,ADITYA KUMAR PANDA,05-Jul-2025 10:01 AM,Rejected-Finance,Through Transparent Lottery process,13-Oct-2025 09:44 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,2993192,ADITYA PRASAD SAHU,08-Jul-2025 03:20 PM,Rejected-Finance,Through Transparent Lottery process,13-Oct-2025 09:44 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,2988044,AKASH AGRAWAL,05-Jul-2025 12:40 AM,Rejected-Finance,Through Transparent Lottery process,13-Oct-2025 09:44 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,2992501,AMIT RANJAN PATRA,07-Jul-2025 06:54 PM,Rejected-Finance,Through Transparent Lottery process,13-Oct-2025 09:44 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,2984546,ANIL KUMAR KEDIA,02-Jul-2025 06:19 PM,Rejected-Finance,Through Transparent Lottery process,13-Oct-2025 09:44 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,2989768,ANJAN KUMAR BEHERA,08-Jul-2025 10:17 AM,Rejected-Finance,Through Transparent Lottery process,13-Oct-2025 09:44 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,2993458,ANKIT KUMAR AGRAWAL,08-Jul-2025 04:32 PM,Rejected-Finance,Through Transparent Lottery process,13-Oct-2025 09:44 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,2988061,ANKIT KUMAR AGRAWAL,07-Jul-2025 07:49 PM,Rejected-Finance,Through Transparent Lottery process,13-Oct-2025 09:44 PM,,,,,,,,,,,,,,AOC
