S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"GSTIN,PAN,RC as per DTCN","S E RWD-II,NAYAGARH",NEAR DRDA NGRH,"4,000",0.0,Nil,Nil,No,28-Oct-2025 11:00 AM,12-Nov-2025 11:00 AM,28-Oct-2025 11:00 AM,11-Nov-2025 05:00 PM,28-Oct-2025 11:00 AM ,11-Nov-2025 05:00 PM ,28-Oct-2025 11:00 AM,11-Nov-2025 05:00 PM,"6,780",Yes,fixed,,Nil,Nil,CE RW I||RWCIRCLE-BHUBANESWAR||RW Division Nayagarh-II,ONLINE TENDER 03/ RWD-II/2025-26,2025_CERWI_120186_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,SR to SH-1 to Golagola Road 0000 to 2000 for the year 2025-26,Road work,Please refer Tender documents. ,NA ,"6,78,000",Civil Works - Roads,NA ,Tender,90.0,60.0,NAYAGARH,752069.0,NA ,NA ,NA ,NAYAGARH,No ,No,AOC,07-May-2026,"INR 574,487",60.0,Divya Rani Prusty,07-May-2026 09:43 AM,AOC3.pdf (1530.00 KB),32 P1 25-26 DTD 17.12.26,1,3190603,AMJAD KHAN,07-Nov-2025 10:31 AM,Rejected-AOC,R,07-May-2026 09:43 AM,"S E RWD-II,NAYAGARH",Internal,"DAO, AE ESTR",Divya Rani Prusty,07-May-2026 09:34 AM,techsummary_559071.pdf (1711.34 KB),"S E RWD-II,NAYAGARH",Internal,"DAO, AE ESTR",Divya Rani Prusty,07-May-2026 09:39 AM,finsummary_559071.pdf (1711.34 KB),CE RW I||RWCIRCLE-BHUBANESWAR||RW Division Nayagarh-II,2025_CERWI_120186_3,ONLINE TENDER 03/ RWD-II/2025-26,SR to SH-1 to Golagola Road 0000 to 2000 for the year 2025-26,1.0,3210438.0,sushama pradhan,INR,"574,487",Finance,CS,Divya Rani Prusty,07-May-2026 09:29 AM,finance_559071.pdf,BOQ Comparative Chart,AOC
2.0,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2,3209598,BASANTI SWAIN,10-Nov-2025 07:14 PM,Rejected-AOC,R,07-May-2026 09:43 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,3173754,BIKASH PRADHAN,02-Nov-2025 01:49 PM,Rejected-AOC,R,07-May-2026 09:43 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,3188040,DIPAK PRADHAN,06-Nov-2025 12:14 PM,Rejected-AOC,R,07-May-2026 09:43 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,3191817,ISHAQUE KHAN,10-Nov-2025 10:52 PM,Rejected-AOC,R,07-May-2026 09:43 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,3181713,JANAKI NAYAK,04-Nov-2025 06:26 PM,Rejected-AOC,R,07-May-2026 09:43 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,3181808,MAKABULU KHAN,05-Nov-2025 11:25 AM,Rejected-AOC,R,07-May-2026 09:43 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,3195987,MANORAMA DALEI,08-Nov-2025 11:48 AM,Rejected-AOC,R,07-May-2026 09:43 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,3207190,MUKTAMAYEE DALEI,10-Nov-2025 01:56 PM,Rejected-AOC,R,07-May-2026 09:43 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,3201295,RINA DHALA,10-Nov-2025 11:19 PM,Rejected-AOC,R,07-May-2026 09:43 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
